MTOR (2475),MTOR
MTREX (23517),MTREX
MVK (4598),MVK
MYBBP1A (10514),MYBBP1A
MYC (4609),MYC
MYCBPAP (84073),MYCBPAP
MYG1 (60314),MYG1
MYO18A (399687),MYO18A
MZT1 (440145),MZT1
MZT2A (653784),MZT2A
NAA10 (8260),NAA10
NAA15 (80155),NAA15
NAA20 (51126),NAA20
NAA25 (80018),NAA25
NAA30 (122830),NAA30
NAA35 (60560),NAA35
NAA38 (84316),NAA38
NAA50 (80218),NAA50
NACA (4666),NACA
NACA2 (342538),NACA2
NAE1 (8883),NAE1
NAF1 (92345),NAF1
NAIP (4671),NAIP
NAPA (8775),NAPA
NAPG (8774),NAPG
NARS1 (4677),NARS1
NASP (4678),NASP
NAT10 (55226),NAT10
NBAS (51594),NBAS
NCAPD2 (9918),NCAPD2
NCAPD3 (23310),NCAPD3
NCAPG (64151),NCAPG
NCAPG2 (54892),NCAPG2
NCAPH (23397),NCAPH
NCAPH2 (29781),NCAPH2
NCBP1 (4686),NCBP1
NCBP2 (22916),NCBP2
NCL (4691),NCL
NCOA4 (8031),NCOA4
NDC1 (55706),NDC1
NDC80 (10403),NDC80
NDOR1 (27158),NDOR1
NDUFA11 (126328),NDUFA11
NDUFA13 (51079),NDUFA13
NDUFA2 (4695),NDUFA2
NDUFA4 (4697),NDUFA4
NDUFA6 (4700),NDUFA6
NDUFAB1 (4706),NDUFAB1
NDUFAF1 (51103),NDUFAF1
NDUFAF3 (25915),NDUFAF3
NDUFAF8 (284184),NDUFAF8
NDUFB1 (4707),NDUFB1
NDUFB10 (4716),NDUFB10
NDUFB3 (4709),NDUFB3
NDUFB4 (4710),NDUFB4
NDUFB7 (4713),NDUFB7
NDUFB9 (4715),NDUFB9
NDUFC2 (4718),NDUFC2
NDUFS2 (4720),NDUFS2
NDUFS5 (4725),NDUFS5
NDUFS8 (4728),NDUFS8
NEDD1 (121441),NEDD1
NEDD8 (4738),NEDD8
NELFA (7469),NELFA
NELFB (25920),NELFB
NELFCD (51497),NELFCD
NELFE (7936),NELFE
NEPRO (25871),NEPRO
NFATC2IP (84901),NFATC2IP
NFE2L3 (9603),NFE2L3
NFS1 (9054),NFS1
NFYB (4801),NFYB
NFYC (4802),NFYC
NGDN (25983),NGDN
NHP2 (55651),NHP2
NIFK (84365),NIFK
NIP7 (51388),NIP7
NIPBL (25836),NIPBL
NISCH (11188),NISCH
NKAP (79576),NKAP
NLE1 (54475),NLE1
NMD3 (51068),NMD3
NME2 (4831),NME2
NMT1 (4836),NMT1
NOB1 (28987),NOB1
NOC2L (26155),NOC2L
NOC3L (64318),NOC3L
NOC4L (79050),NOC4L
NOL10 (79954),NOL10
NOL11 (25926),NOL11
NOL12 (79159),NOL12
NOL6 (65083),NOL6
NOL7 (51406),NOL7
NOL8 (55035),NOL8
NOL9 (79707),NOL9
NOLC1 (9221),NOLC1
NOM1 (64434),NOM1
NOP10 (55505),NOP10
NOP14 (8602),NOP14
NOP16 (51491),NOP16
NOP2 (4839),NOP2
NOP53 (29997),NOP53
NOP56 (10528),NOP56
NOP58 (51602),NOP58
NOP9 (161424),NOP9
NOPCHAP1 (121053),NOPCHAP1
NPAT (4863),NPAT
NPEPPS (9520),NPEPPS
NPLOC4 (55666),NPLOC4
NPM1 (4869),NPM1
NRBP1 (29959),NRBP1
NRDC (4898),NRDC
NRDE2 (55051),NRDE2
NRF1 (4899),NRF1
NSA2 (10412),NSA2
NSF (4905),NSF
NSL1 (25936),NSL1
NSMCE1 (197370),NSMCE1
NSMCE2 (286053),NSMCE2
NSMCE3 (56160),NSMCE3
NSMCE4A (54780),NSMCE4A
NSRP1 (84081),NSRP1
NUBP1 (4682),NUBP1
NUBP2 (10101),NUBP2
NUDC (10726),NUDC
NUDCD3 (23386),NUDCD3
NUDT18 (79873),NUDT18
NUDT21 (11051),NUDT21
NUF2 (83540),NUF2
NUFIP1 (26747),NUFIP1
NUMA1 (4926),NUMA1
NUP107 (57122),NUP107
NUP133 (55746),NUP133
NUP153 (9972),NUP153
NUP155 (9631),NUP155
NUP160 (23279),NUP160
NUP205 (23165),NUP205
NUP214 (8021),NUP214
NUP35 (129401),NUP35
NUP43 (348995),NUP43
NUP50 (10762),NUP50
NUP54 (53371),NUP54
NUP58 (9818),NUP58
NUP62 (23636),NUP62
NUP85 (79902),NUP85
NUP88 (4927),NUP88
NUP93 (9688),NUP93
NUP98 (4928),NUP98
NUS1 (116150),NUS1
NUTF2 (10204),NUTF2
NUTM2A (728118),NUTM2A
NVL (4931),NVL
NXF1 (10482),NXF1
ODAD4 (83538),ODAD4
OGDH (4967),OGDH
OGT (8473),OGT
OIP5 (11339),OIP5
OPA1 (4976),OPA1
OR10C1 (442194),OR10C1
OR1D2 (4991),OR1D2
OR1E2 (8388),OR1E2
OR4A47 (403253),OR4A47
OR4C46 (119749),OR4C46
OR4D9 (390199),OR4D9
OR4K1 (79544),OR4K1
OR56A4 (120793),OR56A4
OR6C6 (283365),OR6C6
OR6J1 (79549),OR6J1
OR7A10 (390892),OR7A10
OR7A17 (26333),OR7A17
OR7G2 (390882),OR7G2
ORC1 (4998),ORC1
ORC2 (4999),ORC2
ORC3 (23595),ORC3
ORC4 (5000),ORC4
ORC5 (5001),ORC5
ORC6 (23594),ORC6
OS9 (10956),OS9
OSBP (5007),OSBP
OSGEP (55644),OSGEP
OSTC (58505),OSTC
OTOGL (283310),OTOGL
OXA1L (5018),OXA1L
PA2G4 (5036),PA2G4
PABPC1 (26986),PABPC1
PABPN1 (8106),PABPN1
PADI6 (353238),PADI6
PAF1 (54623),PAF1
PAFAH1B1 (5048),PAFAH1B1
PAICS (10606),PAICS
PAK1IP1 (55003),PAK1IP1
PAM16 (51025),PAM16
PARG (8505),PARG
PARS2 (25973),PARS2
PAXBP1 (94104),PAXBP1
PC (5091),PC
PCBP1 (5093),PCBP1
PCBP2 (5094),PCBP2
PCF11 (51585),PCF11
PCID2 (55795),PCID2
PCNA (5111),PCNA
PCNX3 (399909),PCNX3
PCYT1A (5130),PCYT1A
PDAP1 (11333),PDAP1
PDCD11 (22984),PDCD11
PDCD2 (5134),PDCD2
PDCD5 (9141),PDCD5
PDCD7 (10081),PDCD7
PDCL3 (79031),PDCL3
PDE4DIP (9659),PDE4DIP
PDPK1 (5170),PDPK1
PDRG1 (81572),PDRG1
PEF1 (553115),PEF1
PELO (53918),PELO
PELP1 (27043),PELP1
PES1 (23481),PES1
PFDN1 (5201),PFDN1
PFDN2 (5202),PFDN2
PFDN5 (5204),PFDN5
PFDN6 (10471),PFDN6
PFN1 (5216),PFN1
PGAM1 (5223),PGAM1
PGD (5226),PGD
PGGT1B (5229),PGGT1B
PGS1 (9489),PGS1
PHAX (51808),PHAX
PHB1 (5245),PHB1
PHB2 (11331),PHB2
PHF5A (84844),PHF5A
PI4KA (5297),PI4KA
PIK3CA (5290),PIK3CA
PIK3R4 (30849),PIK3R4
PIP5K1A (8394),PIP5K1A
PISD (23761),PISD
PKD1L3 (342372),PKD1L3
PKM (5315),PKM
PKMYT1 (9088),PKMYT1
PLEKHM1 (9842),PLEKHM1
PLET1 (349633),PLET1
PLK1 (5347),PLK1
PLK4 (10733),PLK4
PLRG1 (5356),PLRG1
PMF1 (11243),PMF1
PMPCA (23203),PMPCA
PMPCB (9512),PMPCB
PNISR (25957),PNISR
PNN (5411),PNN
PNO1 (56902),PNO1
PNPT1 (87178),PNPT1
POLA1 (5422),POLA1
POLA2 (23649),POLA2
POLD1 (5424),POLD1
POLD2 (5425),POLD2
POLD3 (10714),POLD3
POLDIP2 (26073),POLDIP2
POLE (5426),POLE
POLE2 (5427),POLE2
POLR1A (25885),POLR1A
POLR1B (84172),POLR1B
POLR1C (9533),POLR1C
POLR1D (51082),POLR1D
POLR1E (64425),POLR1E
POLR1F (221830),POLR1F
POLR1G (10849),POLR1G
POLR1H (30834),POLR1H
POLR2B (5431),POLR2B
POLR2C (5432),POLR2C
POLR2D (5433),POLR2D
POLR2E (5434),POLR2E
POLR2F (5435),POLR2F
POLR2G (5436),POLR2G
POLR2H (5437),POLR2H
POLR2I (5438),POLR2I
POLR2K (5440),POLR2K
POLR2L (5441),POLR2L
POLR2M (81488),POLR2M
POLR3A (11128),POLR3A
POLR3B (55703),POLR3B
POLR3C (10623),POLR3C
POLR3D (661),POLR3D
POLR3E (55718),POLR3E
POLR3F (10621),POLR3F
POLR3H (171568),POLR3H
POLR3K (51728),POLR3K
POLRMT (5442),POLRMT
POM121C (100101267),POM121C
POMP (51371),POMP
POP1 (10940),POP1
POP4 (10775),POP4
POP5 (51367),POP5
POP7 (10248),POP7
POTEG (404785),POTEG
POTEI (653269),POTEI
POU2F1 (5451),POU2F1
PPA1 (5464),PPA1
PPAN (56342),PPAN
PPAT (5471),PPAT
PPIA (5478),PPIA
PPIE (10450),PPIE
PPIL1 (51645),PPIL1
PPIL2 (23759),PPIL2
PPIL4 (85313),PPIL4
PPP1CA (5499),PPP1CA
PPP1CB (5500),PPP1CB
PPP1R10 (5514),PPP1R10
PPP1R11 (6992),PPP1R11
PPP1R12A (4659),PPP1R12A
PPP1R14B (26472),PPP1R14B
PPP1R15B (84919),PPP1R15B
PPP1R2 (5504),PPP1R2
PPP1R7 (5510),PPP1R7
PPP1R8 (5511),PPP1R8
PPP2CA (5515),PPP2CA
PPP2R1A (5518),PPP2R1A
PPP2R3C (55012),PPP2R3C
PPP4C (5531),PPP4C
PPRC1 (23082),PPRC1
PPWD1 (23398),PPWD1
PRAC1 (84366),PRAC1
PRC1 (9055),PRC1
PRCC (5546),PRCC
PRDM10 (56980),PRDM10
PRDX2 (7001),PRDX2
PREB (10113),PREB
PRELID1 (27166),PRELID1
PRELID3B (51012),PRELID3B
PRIM1 (5557),PRIM1
PRIM2 (5558),PRIM2
PRKDC (5591),PRKDC
PRKRA (8575),PRKRA
PRMT1 (3276),PRMT1
PRMT5 (10419),PRMT5
PRPF18 (8559),PRPF18
PRPF19 (27339),PRPF19
PRPF3 (9129),PRPF3
PRPF31 (26121),PRPF31
PRPF38A (84950),PRPF38A
PRPF38B (55119),PRPF38B
PRPF39 (55015),PRPF39
PRPF4 (9128),PRPF4
PRPF40A (55660),PRPF40A
PRPF4B (8899),PRPF4B
PRPF6 (24148),PRPF6
PRPF8 (10594),PRPF8
PRR13 (54458),PRR13
PRR20G (100419008),PRR20G
PRRC2A (7916),PRRC2A
PRUNE1 (58497),PRUNE1
PSMA1 (5682),PSMA1
PSMA2 (5683),PSMA2
PSMA3 (5684),PSMA3
PSMA4 (5685),PSMA4
PSMA5 (5686),PSMA5
PSMA6 (5687),PSMA6
PSMA7 (5688),PSMA7
PSMB1 (5689),PSMB1
PSMB2 (5690),PSMB2
PSMB3 (5691),PSMB3
PSMB4 (5692),PSMB4
PSMB5 (5693),PSMB5
PSMB6 (5694),PSMB6
PSMB7 (5695),PSMB7
PSMC1 (5700),PSMC1
PSMC2 (5701),PSMC2
PSMC3 (5702),PSMC3
PSMC4 (5704),PSMC4
PSMC5 (5705),PSMC5
PSMC6 (5706),PSMC6
PSMD1 (5707),PSMD1
PSMD11 (5717),PSMD11
PSMD12 (5718),PSMD12
PSMD13 (5719),PSMD13
PSMD14 (10213),PSMD14
PSMD2 (5708),PSMD2
PSMD3 (5709),PSMD3
PSMD4 (5710),PSMD4
PSMD6 (9861),PSMD6
PSMD7 (5713),PSMD7
PSMD8 (5714),PSMD8
PSMG2 (56984),PSMG2
PSMG3 (84262),PSMG3
PSMG4 (389362),PSMG4
PTCD3 (55037),PTCD3
PTK2 (5747),PTK2
PTMA (5757),PTMA
PTMS (5763),PTMS
PTPA (5524),PTPA
PTPN11 (5781),PTPN11
PTPN23 (25930),PTPN23
PTTG1 (9232),PTTG1
PTTG1IP2 (102723899),PTTG1IP2
PUF60 (22827),PUF60
PWP1 (11137),PWP1
PWP2 (5822),PWP2
PYDC5 (107181291),PYDC5
PYROXD1 (79912),PYROXD1
PYURF (100996939),PYURF
QARS1 (5859),QARS1
RAB1A (5861),RAB1A
RAB1B (81876),RAB1B
RAB7A (7879),RAB7A
RABGGTA (5875),RABGGTA
RABGGTB (5876),RABGGTB
RABL2A (11159),RABL2A
RAC1 (5879),RAC1
RACGAP1 (29127),RACGAP1
RACK1 (10399),RACK1
RAD1 (5810),RAD1
RAD17 (5884),RAD17
RAD21 (5885),RAD21
RAD51 (5888),RAD51
RAD51C (5889),RAD51C
RAD51D (5892),RAD51D
RAD9A (5883),RAD9A
RAE1 (8480),RAE1
RAN (5901),RAN
RANBP1 (5902),RANBP1
RANBP2 (5903),RANBP2
RANGAP1 (5905),RANGAP1
RAP1B (5908),RAP1B
RARS1 (5917),RARS1
RBBP4 (5928),RBBP4
RBBP5 (5929),RBBP5
RBBP6 (5930),RBBP6
RBBP8 (5932),RBBP8
RBM14 (10432),RBM14
RBM17 (84991),RBM17
RBM19 (9904),RBM19
RBM22 (55696),RBM22
RBM25 (58517),RBM25
RBM28 (55131),RBM28
RBM39 (9584),RBM39
RBM42 (79171),RBM42
RBM48 (84060),RBM48
RBM8A (9939),RBM8A
RBMX (27316),RBMX
RBMX2 (51634),RBMX2
RBMXL1 (494115),RBMXL1
RBX1 (9978),RBX1
RCC1 (1104),RCC1
RCL1 (10171),RCL1
RDM1 (201299),RDM1
RELA (5970),RELA
REV3L (5980),REV3L
RFC1 (5981),RFC1
RFC2 (5982),RFC2
RFC3 (5983),RFC3
RFC4 (5984),RFC4
RFC5 (5985),RFC5
RFT1 (91869),RFT1
RFWD3 (55159),RFWD3
RGP1 (9827),RGP1
RGPD4 (285190),RGPD4
RHEB (6009),RHEB
RHOQ (23433),RHOQ
RICTOR (253260),RICTOR
RINT1 (60561),RINT1
RIOK1 (83732),RIOK1
RIOK2 (55781),RIOK2
RMI1 (80010),RMI1
RNF113A (7737),RNF113A
RNF168 (165918),RNF168
RNF20 (56254),RNF20
RNF212B (100507650),RNF212B
RNF4 (6047),RNF4
RNF40 (9810),RNF40
RNF8 (9025),RNF8
RNGTT (8732),RNGTT
RNMT (8731),RNMT
RNPC3 (55599),RNPC3
RNPS1 (10921),RNPS1
ROMO1 (140823),ROMO1
RPA1 (6117),RPA1
RPA2 (6118),RPA2
RPA3 (6119),RPA3
RPAIN (84268),RPAIN
RPAP1 (26015),RPAP1
RPAP2 (79871),RPAP2
RPAP3 (79657),RPAP3
RPE (6120),RPE
RPF1 (80135),RPF1
RPF2 (84154),RPF2
RPL10 (6134),RPL10
RPL10A (4736),RPL10A
RPL11 (6135),RPL11
RPL12 (6136),RPL12
RPL13 (6137),RPL13
RPL13A (23521),RPL13A
RPL14 (9045),RPL14
RPL15 (6138),RPL15
RPL17 (6139),RPL17
RPL18 (6141),RPL18
RPL18A (6142),RPL18A
RPL19 (6143),RPL19
RPL21 (6144),RPL21
RPL22 (6146),RPL22
RPL23 (9349),RPL23
RPL23A (6147),RPL23A
RPL24 (6152),RPL24
RPL26 (6154),RPL26
RPL26L1 (51121),RPL26L1
RPL27 (6155),RPL27
RPL27A (6157),RPL27A
RPL28 (6158),RPL28
RPL3 (6122),RPL3
RPL30 (6156),RPL30
RPL31 (6160),RPL31
RPL32 (6161),RPL32
RPL34 (6164),RPL34
RPL35 (11224),RPL35
RPL35A (6165),RPL35A
RPL36 (25873),RPL36
RPL36A (6173),RPL36A
RPL36AL (6166),RPL36AL
RPL37 (6167),RPL37
RPL37A (6168),RPL37A
RPL38 (6169),RPL38
RPL39 (6170),RPL39
RPL4 (6124),RPL4
RPL5 (6125),RPL5
RPL6 (6128),RPL6
RPL7 (6129),RPL7
RPL7A (6130),RPL7A
RPL7L1 (285855),RPL7L1
RPL8 (6132),RPL8
RPL9 (6133),RPL9
RPLP0 (6175),RPLP0
RPLP1 (6176),RPLP1
RPLP2 (6181),RPLP2
RPN1 (6184),RPN1
RPN2 (6185),RPN2
RPP14 (11102),RPP14
RPP21 (79897),RPP21
RPP30 (10556),RPP30
RPP38 (10557),RPP38
RPP40 (10799),RPP40
RPS10 (6204),RPS10
RPS11 (6205),RPS11
RPS12 (6206),RPS12
RPS13 (6207),RPS13
RPS14 (6208),RPS14
RPS15 (6209),RPS15
RPS15A (6210),RPS15A
RPS16 (6217),RPS16
RPS17 (6218),RPS17
RPS18 (6222),RPS18
RPS19 (6223),RPS19
RPS19BP1 (91582),RPS19BP1
RPS2 (6187),RPS2
RPS20 (6224),RPS20
RPS21 (6227),RPS21
RPS23 (6228),RPS23
RPS24 (6229),RPS24
RPS25 (6230),RPS25
RPS27A (6233),RPS27A
RPS28 (6234),RPS28
RPS29 (6235),RPS29
RPS3 (6188),RPS3
RPS3A (6189),RPS3A
RPS4X (6191),RPS4X
RPS5 (6193),RPS5
RPS6 (6194),RPS6
RPS7 (6201),RPS7
RPS8 (6202),RPS8
RPS9 (6203),RPS9
RPSA (3921),RPSA
RPTOR (57521),RPTOR
RRAGA (10670),RRAGA
RRM1 (6240),RRM1
RRM2 (6241),RRM2
RRN3 (54700),RRN3
RRP1 (8568),RRP1
RRP12 (23223),RRP12
RRP15 (51018),RRP15
RRP36 (88745),RRP36
RRP7A (27341),RRP7A
RRP9 (9136),RRP9
RRS1 (23212),RRS1
RSAD1 (55316),RSAD1
RSL1D1 (26156),RSL1D1
RSL24D1 (51187),RSL24D1
RSPH9 (221421),RSPH9
RSRC2 (65117),RSRC2
RTCB (51493),RTCB
RTEL1 (51750),RTEL1
RTF1 (23168),RTF1
RTF2 (51507),RTF2
RTN4IP1 (84816),RTN4IP1
RTRAF (51637),RTRAF
RUVBL1 (8607),RUVBL1
RUVBL2 (10856),RUVBL2
SACM1L (22908),SACM1L
SAE1 (10055),SAE1
SAMM50 (25813),SAMM50
SAP130 (79595),SAP130
SAP18 (10284),SAP18
SAP30BP (29115),SAP30BP
SARNP (84324),SARNP
SARS1 (6301),SARS1
SARS2 (54938),SARS2
SART1 (9092),SART1
SART3 (9733),SART3
SASS6 (163786),SASS6
SBDS (51119),SBDS
SBNO1 (55206),SBNO1
SCAMP1 (9522),SCAMP1
SCD (6319),SCD
SCFD1 (23256),SCFD1
SCNM1 (79005),SCNM1
SCYL1 (57410),SCYL1
SDAD1 (55153),SDAD1
SDE2 (163859),SDE2
SDHC (6391),SDHC
SDHD (6392),SDHD
SEC13 (6396),SEC13
SEC16A (9919),SEC16A
SEC22B (9554),SEC22B
SEC61A1 (29927),SEC61A1
SEC61B (10952),SEC61B
SEC61G (23480),SEC61G
SEC63 (11231),SEC63
SEH1L (81929),SEH1L
SEM1 (7979),SEM1
SEMA3B (7869),SEMA3B
SENP6 (26054),SENP6
SEPHS2 (22928),SEPHS2
SEPTIN7 (989),SEPTIN7
SERBP1 (26135),SERBP1
SETD1A (9739),SETD1A
SETD2 (29072),SETD2
SF1 (7536),SF1
SF3A1 (10291),SF3A1
SF3A2 (8175),SF3A2
SF3A3 (10946),SF3A3
SF3B1 (23451),SF3B1
SF3B2 (10992),SF3B2
SF3B3 (23450),SF3B3
SF3B4 (10262),SF3B4
SF3B5 (83443),SF3B5
SF3B6 (51639),SF3B6
SFPQ (6421),SFPQ
SFSWAP (6433),SFSWAP
SGO1 (151648),SGO1
SHLD3 (112441434),SHLD3
SHOX (6473),SHOX
SHQ1 (55164),SHQ1
SIGLEC11 (114132),SIGLEC11
SIN3A (25942),SIN3A
SINHCAF (58516),SINHCAF
SKA1 (220134),SKA1
SKA2 (348235),SKA2
SKA3 (221150),SKA3
SKIC8 (80349),SKIC8
SKP1 (6500),SKP1
SKP2 (6502),SKP2
SLBP (7884),SLBP
SLC22A24 (283238),SLC22A24
SLC25A3 (5250),SLC25A3
SLC25A38 (54977),SLC25A38
SLC25A5 (292),SLC25A5
SLC35B1 (10237),SLC35B1
SLC35F4 (341880),SLC35F4
SLC38A2 (54407),SLC38A2
SLC39A10 (57181),SLC39A10
SLC39A7 (7922),SLC39A7
SLC3A2 (6520),SLC3A2
SLC46A1 (113235),SLC46A1
SLC4A7 (9497),SLC4A7
SLC7A6OS (84138),SLC7A6OS
SLC9B1 (150159),SLC9B1
SLFNL1 (200172),SLFNL1
SLU7 (10569),SLU7
SLX4 (84464),SLX4
SMARCA5 (8467),SMARCA5
SMARCB1 (6598),SMARCB1
SMARCE1 (6605),SMARCE1
SMC1A (8243),SMC1A
SMC2 (10592),SMC2
SMC3 (9126),SMC3
SMC4 (10051),SMC4
SMC5 (23137),SMC5
SMC6 (79677),SMC6
SMG1 (23049),SMG1
SMG5 (23381),SMG5
SMG6 (23293),SMG6
SMG7 (9887),SMG7
SMG8 (55181),SMG8
SMIM3 (85027),SMIM3
SMNDC1 (10285),SMNDC1
SMR3B (10879),SMR3B
SMS (6611),SMS
SMU1 (55234),SMU1
SNAPC1 (6617),SNAPC1
SNAPC2 (6618),SNAPC2
SNAPC3 (6619),SNAPC3
SNAPC4 (6621),SNAPC4
SNAPC5 (10302),SNAPC5
SNF8 (11267),SNF8
SNIP1 (79753),SNIP1
SNRNP200 (23020),SNRNP200
SNRNP25 (79622),SNRNP25
SNRNP27 (11017),SNRNP27
SNRNP35 (11066),SNRNP35
SNRNP40 (9410),SNRNP40
SNRNP48 (154007),SNRNP48
SNRNP70 (6625),SNRNP70
SNRPA1 (6627),SNRPA1
SNRPB (6628),SNRPB
SNRPB2 (6629),SNRPB2
SNRPC (6631),SNRPC
SNRPD1 (6632),SNRPD1
SNRPD2 (6633),SNRPD2
SNRPD3 (6634),SNRPD3
SNRPE (6635),SNRPE
SNRPF (6636),SNRPF
SNRPG (6637),SNRPG
SNU13 (4809),SNU13
SNUPN (10073),SNUPN
SNW1 (22938),SNW1
SOD1 (6647),SOD1
SON (6651),SON
SOWAHC (65124),SOWAHC
SPAG5 (10615),SPAG5
SPATA31A6 (389730),SPATA31A6
SPATA5 (166378),SPATA5
SPATA5L1 (79029),SPATA5L1
SPC24 (147841),SPC24
SPC25 (57405),SPC25
SPCS2 (9789),SPCS2
SPCS3 (60559),SPCS3
SPDL1 (54908),SPDL1
SPDYE1 (285955),SPDYE1
SPDYE3 (441272),SPDYE3
SPINT1 (6692),SPINT1
SPON1 (10418),SPON1
SPOUT1 (51490),SPOUT1
SPRR1B (6699),SPRR1B
SPRR2G (6706),SPRR2G
SPRTN (83932),SPRTN
SPRYD4 (283377),SPRYD4
SPTLC1 (10558),SPTLC1
SRBD1 (55133),SRBD1
SRCAP (10847),SRCAP
SRF (6722),SRF
SRFBP1 (153443),SRFBP1
SRP14 (6727),SRP14
SRP19 (6728),SRP19
SRP54 (6729),SRP54
SRP68 (6730),SRP68
SRP72 (6731),SRP72
SRP9 (6726),SRP9
SRPRA (6734),SRPRA
SRPRB (58477),SRPRB
SRRM1 (10250),SRRM1
SRRM2 (23524),SRRM2
SRRT (51593),SRRT
SRSF1 (6426),SRSF1
SRSF10 (10772),SRSF10
SRSF11 (9295),SRSF11
SRSF2 (6427),SRSF2
SRSF3 (6428),SRSF3
SRSF6 (6431),SRSF6
SRSF7 (6432),SRSF7
SS18L2 (51188),SS18L2
SSB (6741),SSB
SSRP1 (6749),SSRP1
SSU72 (29101),SSU72
SSX5 (6758),SSX5
STARD7 (56910),STARD7
STIL (6491),STIL
STRAP (11171),STRAP
STX18 (53407),STX18
STX5 (6811),STX5
STXBP3 (6814),STXBP3
SUDS3 (64426),SUDS3
SUGP1 (57794),SUGP1
SUGT1 (10910),SUGT1
SUMO2 (6613),SUMO2
SUPT16H (11198),SUPT16H
SUPT4H1 (6827),SUPT4H1
SUPT5H (6829),SUPT5H
SUPT6H (6830),SUPT6H
SUPV3L1 (6832),SUPV3L1
SURF6 (6838),SURF6
SUZ12 (23512),SUZ12
SVBP (374969),SVBP
SYF2 (25949),SYF2
SYMPK (8189),SYMPK
SYS1 (90196),SYS1
SYVN1 (84447),SYVN1
TADA2A (6871),TADA2A
TAF1 (6872),TAF1
TAF10 (6881),TAF10
TAF12 (6883),TAF12
TAF13 (6884),TAF13
TAF1A (9015),TAF1A
TAF1B (9014),TAF1B
TAF1C (9013),TAF1C
TAF1D (79101),TAF1D
TAF2 (6873),TAF2
TAF5 (6877),TAF5
TAF6 (6878),TAF6
TAF7 (6879),TAF7
TAF8 (129685),TAF8
TANGO6 (79613),TANGO6
TARDBP (23435),TARDBP
TARS1 (6897),TARS1
TBC1D28 (254272),TBC1D28
TBCA (6902),TBCA
TBCB (1155),TBCB
TBCC (6903),TBCC
TBCD (6904),TBCD
TBCE (6905),TBCE
TBL3 (10607),TBL3
TBP (6908),TBP
TCERG1 (10915),TCERG1
TCOF1 (6949),TCOF1
TCP1 (6950),TCP1
TEFM (79736),TEFM
TELO2 (9894),TELO2
TERF2 (7014),TERF2
TEX10 (54881),TEX10
TEX48 (100505478),TEX48
TEX49 (255411),TEX49
TEX52 (101929469),TEX52
TFAM (7019),TFAM
TFB2M (64216),TFB2M
TFIP11 (24144),TFIP11
TFRC (7037),TFRC
TGS1 (96764),TGS1
THAP1 (55145),THAP1
THG1L (54974),THG1L
THOC1 (9984),THOC1
THOC2 (57187),THOC2
THOC3 (84321),THOC3
THOC5 (8563),THOC5
THOC6 (79228),THOC6
THOC7 (80145),THOC7
TICRR (90381),TICRR
TIGD3 (220359),TIGD3
TIMELESS (8914),TIMELESS
TIMM10 (26519),TIMM10
TIMM13 (26517),TIMM13
TIMM22 (29928),TIMM22
TIMM23 (100287932),TIMM23
TIMM29 (90580),TIMM29
TIMM44 (10469),TIMM44
TIMM9 (26520),TIMM9
TINF2 (26277),TINF2
TIPIN (54962),TIPIN
TLCD1 (116238),TLCD1
TLE7 (102723796),TLE7
TLK2 (11011),TLK2
TMA16 (55319),TMA16
TMED10 (10972),TMED10
TMED2 (10959),TMED2
TMEM183A (92703),TMEM183A
TMEM199 (147007),TMEM199
TMEM242 (729515),TMEM242
TMEM258 (746),TMEM258
TMEM41B (440026),TMEM41B
TMSB10 (9168),TMSB10
TNPO1 (3842),TNPO1
TNPO3 (23534),TNPO3
TOMM20 (9804),TOMM20
TOMM22 (56993),TOMM22
TOMM40 (10452),TOMM40
TONSL (4796),TONSL
TOP1 (7150),TOP1
TOP2A (7153),TOP2A
TOP3A (7156),TOP3A
TOPBP1 (11073),TOPBP1
TOX4 (9878),TOX4
TP53RK (112858),TP53RK
TPI1 (7167),TPI1
TPR (7175),TPR
TPRKB (51002),TPRKB
TPT1 (7178),TPT1
TPX2 (22974),TPX2
TRA2B (6434),TRA2B
TRAIP (10293),TRAIP
TRAPPC1 (58485),TRAPPC1
TRAPPC11 (60684),TRAPPC11
TRAPPC3 (27095),TRAPPC3
TRAPPC4 (51399),TRAPPC4
TRAPPC5 (126003),TRAPPC5
TRAPPC8 (22878),TRAPPC8
TRIAP1 (51499),TRIAP1
TRIM37 (4591),TRIM37
TRIM43 (129868),TRIM43
TRMT10C (54931),TRMT10C
TRMT112 (51504),TRMT112
TRMT5 (57570),TRMT5
TRNT1 (51095),TRNT1
TROAP (10024),TROAP
TRPM7 (54822),TRPM7
TRRAP (8295),TRRAP
TSEN2 (80746),TSEN2
TSEN34 (79042),TSEN34
TSEN54 (283989),TSEN54
TSFM (10102),TSFM
TSG101 (7251),TSG101
TSGA10 (80705),TSGA10
TSR1 (55720),TSR1
TSR2 (90121),TSR2
TTC1 (7265),TTC1
TTC27 (55622),TTC27
TTC4 (7268),TTC4
TTF1 (7270),TTF1
TTF2 (8458),TTF2
TTI1 (9675),TTI1
TTI2 (80185),TTI2
TTK (7272),TTK
TUBA1B (10376),TUBA1B
TUBA1C (84790),TUBA1C
TUBA3D (113457),TUBA3D
TUBB (203068),TUBB
TUBG1 (7283),TUBG1
TUBG2 (27175),TUBG2
TUBGCP2 (10844),TUBGCP2
TUBGCP3 (10426),TUBGCP3
TUBGCP4 (27229),TUBGCP4
