index,epsilon,pvalue,gene,product
ACTR10,-0.5889085000000001,0.7478779632933222,ACTR10,-0.07430215162857297
CCDC149,-0.24016950000000006,0.4904726828331428,CCDC149,-0.07430488300310302
SHISA4,-0.2517763333333334,0.5067394172033955,SHISA4,-0.07432822889730471
NTC_895,-0.3969161666666667,0.6496972398600116,NTC,-0.07433802331178836
NTC_85,-0.22430666666666668,0.4661705152992656,NTC,-0.07434761073123955
NTC_1990,-0.18799683333333336,0.402190787973175,NTC,-0.0743655089916894
CALCOCO1,-0.10278816666666668,0.18900326291076308,CALCOCO1,-0.07437039399478633
NTC_3446,-0.1769595,0.37989661290653975,NTC,-0.07438219684824844
NTC_3074,-0.27371616666666665,0.5347861482281009,NTC,-0.07440148740690672
LPAR5_P2,-0.05306299999999999,0.03957456970180402,LPAR5,-0.07442530410334111
ADAD1,-0.05621833333333333,0.04737600593493384,ADAD1,-0.07445789685039497
SFXN1,-0.048871499999999984,0.0299536086489056,SFXN1,-0.07445821530079498
FUBP1,-0.213863,0.448474701969673,FUBP1,-0.07448036681339121
ACY1,-0.09872666666666667,0.17598616481828733,ACY1,-0.07449138995544638
MEIS3_P2,-0.6837423333333332,0.7781314507325681,MEIS3,-0.07449169711405207
NTC_2298,-0.3688361666666666,0.6280582495072572,NTC,-0.07450493354469735
NTC_1611,-0.4138461666666667,0.6606300875765359,NTC,-0.07450954702043801
PC,-0.08509700000000002,0.1331442215991981,PC,-0.07451754328018156
NTC_2244,-0.08062299999999999,0.11901598440022232,NTC,-0.07452747445613568
NTC_886,-0.061646166666666675,0.061798652376656014,NTC,-0.07453150978149316
RSPO2,-0.14564316666666666,0.3077885110237025,RSPO2,-0.0745325403179394
IL2RB,-0.11865599999999996,0.2354069337848843,IL2RB,-0.07453741500001447
RAB28,-0.2388805,0.4873898175822321,RAB28,-0.07456022926074171
NTC_2574,-0.3150296666666667,0.5797268713871695,NTC,-0.07459164355278168
GFAP_P2,-0.07143033333333335,0.09026655389349922,GFAP,-0.07460706435401747
CDYL_P1,-0.0812715,0.12074930354367623,CDYL,-0.07461661292621825
NTC_2759,-0.07090766666666666,0.08863982055034109,NTC,-0.07462118142583646
NTC_2838,-0.1829495,0.3909471862577033,NTC,-0.07462179117269327
ZNF768_P1,-0.062479000000000014,0.06384897395107503,ZNF768,-0.07465278807168768
STATH,-0.09732283333333333,0.17090230171188306,STATH,-0.0746711471009004
NAA16,-0.206284,0.4343493707643178,NAA16,-0.0747079791493202
NTC_551,-0.2568428333333333,0.5117971871902943,NTC,-0.0747161209482167
NTC_1625,-0.11874233333333335,0.2348319913953608,NTC,-0.07471775106495161
C18orf32,-0.15189283333333334,0.3220679530906437,C18orf32,-0.07473924638083919
NTC_2355,-0.215295,0.4495706427531362,NTC,-0.07475086669323819
CMTM2_P2,-0.08016966666666668,0.11676011936670212,CMTM2,-0.07477468660354585
NTC_1595,-0.16351900000000005,0.34879421949149203,NTC,-0.07479861409498849
NTC_2069,-0.18028366666666668,0.38453554625053776,NTC,-0.07482917113406821
NTC_1425,-0.03906266666666666,0.012142722370668223,NTC,-0.07483172297251989
NTC_2975,-0.1891795,0.402190787973175,NTC,-0.07483333393892258
NTC_2062,-0.4784995,0.6975878674591515,NTC,-0.07483783920970158
NTC_2984,-0.180975,0.3858481892968936,NTC,-0.07484827996800518
NTC_229,-0.182029,0.3878923437215911,NTC,-0.07486648760748048
SPINK14_ENST00000356972.1,-0.16651216666666666,0.3550406314916951,SPINK14,-0.07488417506904634
NTC_149,-0.1530303333333333,0.3240562751319425,NTC,-0.0748899178526799
NTC_2578,-0.1507993333333333,0.3186944183152605,NTC,-0.07489080076896981
FUT9,-0.08103033333333334,0.11905353766274238,FUT9,-0.07489290911618285
NTC_1394,-0.07422966666666668,0.0979348363719844,NTC,-0.07490239513769449
NTC_228,-0.3359323333333334,0.5984430734067774,NTC,-0.07490523607160803
NTC_2746,-0.4125836666666667,0.6583013310365107,NTC,-0.07491498935057812
NTC_37,-0.10331400000000002,0.18824416347677275,NTC,-0.07493142090842259
TMEM114_ENST00000568335.1,-0.18151216666666664,0.38647284940666415,TMEM114,-0.07494292685406741
