query,_id,_score,symbol,notfound
Gtf3c1,233863,15.175347,Gtf3c1,
Nup153,218210,14.557819,Nup153,
Nutf2,68051,14.725483,Nutf2,
Cbs,12411,15.456647,Cbs,
Mreg,381269,14.831189,Mreg,
Pld1,18805,15.070263,Pld1,
Atp13a3,224088,14.7289295,Atp13a3,
Cct4,12464,14.16525,Cct4,
Mical2,320878,15.338383,Mical2,
Keap1,50868,14.880647,Keap1,
Snupn,66069,14.788954,Snupn,
Gle1,74412,14.32826,Gle1,
Supv3l1,338359,14.744551,Supv3l1,
Mcm7,17220,14.123434,Mcm7,
Sec13,110379,14.18781,Sec13,
Zfp346,26919,20.907745,Zfp346,
Casp2,12366,14.783545,Casp2,
Mapk14,26416,15.36063,Mapk14,
Heg1,77446,14.803489,Heg1,
Sec24a,77371,14.783545,Sec24a,
Arl15,218639,15.224924,Arl15,
Dnajc14,74330,14.908077,Dnajc14,
Gprin2,432839,15.391854,Gprin2,
Pnp,18950,13.6525755,Pnp,
Zfp367,238673,21.385788,Zfp367,
Zdbf2,73884,14.884529,Zdbf2,
Tmem177,66343,14.808982,Tmem177,
Arhgef1,16801,15.074756,Arhgef1,
Rgag1,209540,15.514378,Rtl9,
Ndufa2,17991,14.801664,Ndufa2,
Actr10,56444,14.763902,Actr10,
Nhp2l1,20826,16.183863,Snu13,
Zfp385a,29813,21.385788,Zfp385a,
Kctd18,51960,15.316511,Kctd18,
Lsm4,50783,14.505931,Lsm4,
Hsp90aa1,15519,15.397614,Hsp90aa1,
Hadh,15107,14.756831,Hadh,
Dnajb4,67035,14.783545,Dnajb4,
Plcxd3,239318,14.77995,Plcxd3,
Pes1,64934,15.2452965,Pes1,
Plxnc1,54712,14.857587,Plxnc1,
Abhd10,213012,15.3274,Abhd10,
9430038I01Rik,77252,21.712498,9430038I01Rik,
Dand5,23863,15.363438,Dand5,
Mettl9,59052,14.758595,Mettl9,
Ccdc85b,240514,15.151249,Ccdc85b,
Srebf2,20788,14.778158,Srebf2,
Dhx32,101437,15.335629,Dhx32,
Mettl14,210529,14.279737,Mettl14,
Ugp2,216558,15.21988,Ugp2,
Fermt3,108101,15.735085,Fermt3,
Crhr2,12922,15.281735,Crhr2,
Tor1b,30934,15.746356,Tor1b,
Lpp,210126,14.820039,Lpp,
Pdcd4,18569,14.76213,Pdcd4,
Cacna1h,58226,15.352242,Cacna1h,
Rbm28,68272,14.920013,Rbm28,
Grm4,268934,15.063549,Grm4,
Clvs1,74438,15.313804,Clvs1,
Nit2,52633,14.674861,Nit2,
Ift52,245866,14.243607,Ift52,
Ddx5,13207,14.744551,Ddx5,
Mtpn,14489,14.776367,Mtpn,
Cbx4,12418,14.785345,Cbx4,
Arfgef1,211673,14.783545,Arfgef1,
Vstm2a,211739,14.865228,Vstm2a,
Wdr4,57773,14.758595,Wdr4,
Pyroxd1,232491,14.25554,Pyroxd1,
Dmap1,66233,14.282184,Dmap1,
Iars2,381314,14.744551,Iars2,
Mfsd7b,226844,20.400923,Flvcr1,
Depdc5,277854,14.746298,Depdc5,
4930422G04Rik,71643,21.084198,Zgrf1,
Tmem214,68796,14.352571,Tmem214,
Pias2,17344,14.798019,Pias2,
Ybx2,53422,15.580097,Ybx2,
Ppp2r1b,73699,15.967995,Ppp2r1b,
Rassf4,213391,15.959076,Rassf4,
Wdr70,545085,15.12291,Wdr70,
Neto1,246317,15.260789,Neto1,
Xkr4,497097,14.801664,Xkr4,
Tollip,54473,14.776367,Tollip,
Dach1,13134,15.295001,Dach1,
Msl2,77853,15.255603,Msl2,
Rffl,67338,14.842437,Rffl,
Ak5,229949,14.778158,Ak5,
Ehbp1,216565,14.308134,Ehbp1,
Myh9,17886,15.232527,Myh9,
Il34,76527,14.872914,Il34,
Hccs,15159,17.14471,Hccs,
Cenpq,83815,15.032674,Cenpq,
Apba2,11784,15.289679,Apba2,
Pik3r2,18709,14.922014,Pik3r2,
Mxd4,17122,14.77995,Mxd4,
Meaf6,70088,14.678175,Meaf6,
Slc35a1,24060,14.778158,Slc35a1,
Sub1,20024,15.253019,Sub1,
Syt13,80976,15.06802,Syt13,
Mgat4b,103534,14.732386,Mgat4b,
Fn1,14268,15.281735,Fn1,
Rsad1,237926,14.840556,Rsad1,
Fnta,14272,14.292007,Fnta,
Rnf208,68846,14.810819,Rnf208,
Tmem18,211986,14.313136,Tmem18,
Tmed7,66676,15.052439,Tmed7,
Slc25a20,57279,14.872914,Slc25a20,
Gfm1,28030,14.7428055,Gfm1,
Lrrc40,67144,14.715199,Lrrc40,
Camkk2,207565,15.295001,Camkk2,
Fibp,58249,14.820039,Fibp,
Lsm11,72290,14.308134,Lsm11,
Vps41,218035,14.600876,Vps41,
Mettl5,75422,14.34613,Mettl5,
Sstr1,20605,15.3274,Sstr1,
Palm2,677884,15.473428,Palm2,
Slc30a7,66500,14.772793,Slc30a7,
Zfyve27,319740,14.767451,Zfyve27,
Gfm2,320806,14.744551,Gfm2,
Klk8,16624,17.243074,Klk8,
Gstt1,14871,17.14471,Gstt1,
Acat1,110446,14.267582,Acat1,
4930430F08Rik,68281,21.084198,Rlig1,
Rpa2,20017,17.055033,Rpa2,
Ankrd44,329154,14.778158,Ankrd44,
Chfr,231600,14.755068,Chfr,
D230025D16Rik,234678,21.084198,Phaf1,
2310044G17Rik,217732,21.084198,Cipc,
Uba2,50995,14.199238,Uba2,
Gpn2,100210,14.7289295,Gpn2,
Ctnnb1,12387,14.77995,Ctnnb1,
Slc30a10,226781,15.194951,Slc30a10,
Kif1c,16562,15.5153265,Kif1c,
Ubr3,68795,14.256739,Ubr3,
Cxcl16,66102,16.09481,Cxcl16,
Dgcr2,13356,14.781747,Dgcr2,
Heca,380629,14.342279,Heca,
Hlcs,110948,14.792573,Hlcs,
Smarca4,20586,15.481031,Smarca4,
Efemp2,58859,15.7769,Efemp2,
Foxk1,17425,14.807149,Foxk1,
Tnpo3,320938,14.792573,Tnpo3,
Hnrnph3,432467,14.75331,Hnrnph3,
Actr8,56249,14.769229,Actr8,
Meox1,17285,14.818189,Meox1,
Anxa2,12306,15.242732,Anxa2,
Gpc2,71951,15.202379,Gpc2,
Ampd2,109674,15.287025,Ampd2,
Wnt4,22417,14.535328,Wnt4,
Zfp68,24135,21.712498,Zfp68,
Mterf,545725,15.972783,Mterf1a,
Eps8,13860,15.289679,Eps8,
Ramp1,51801,14.880647,Ramp1,
Fam57b,68952,14.647479,Tlcd3b,
Nob1,57915,17.586458,Nob1,
Asb13,142688,15.321943,Asb13,
Acaa2,52538,14.758595,Acaa2,
Wdr1,22388,14.737585,Wdr1,
Inpp5b,16330,14.7428055,Inpp5b,
Ccdc59,52713,14.778158,Ccdc59,
Apaf1,11783,14.774578,Apaf1,
Dzip1l,72507,15.33288,Dzip1l,
Spata13,219140,14.82189,Spata13,
Arid2,77044,14.76213,Arid2,
Zscan12,22758,16.58663,Zscan12,
Tpbg,21983,14.825602,Tpbg,
Tmem41b,233724,14.796202,Tmem41b,
Cacna1i,239556,15.300345,Cacna1i,
Sdad1,231452,14.744551,Sdad1,
Cdc5l,71702,14.748047,Cdc5l,
Ccdc111,408022,16.138899,Primpol,
Hddc2,69692,14.746298,Hddc2,
Anapc11,66156,14.880647,Anapc11,
Lsp1,16985,15.284377,Lsp1,
Ggt5,23887,15.335629,Ggt5,
Cul4b,72584,14.76213,Cul4b,
Zdhhc13,243983,14.792573,Zdhhc13,
Cdk5rap3,80280,14.803489,Cdk5rap3,
Apbb3,225372,14.829325,Apbb3,
Ndufs2,226646,14.765675,Ndufs2,
Srp19,66384,14.003524,Srp19,
Usp33,170822,14.767451,Usp33,
Cox11,69802,14.696556,Cox11,
Spg21,27965,14.763902,Spg21,
Sox3,20675,15.194951,Sox3,
Gramd1c,207798,14.755068,Gramd1c,
Acp1,11431,14.663327,Acp1,
Crym,12971,14.792573,Crym,
1700088E04Rik,27660,22.149912,1700088E04Rik,
Kcnb2,98741,15.21988,Kcnb2,
Usp37,319651,14.796202,Usp37,
Ddit3,ENSMUSG00000116429,14.922014,Ddit3,
Nhlh2,18072,15.09061,Nhlh2,
Igf2,27547,15.790516,Igf2,
Polr2h,245841,14.693194,Polr2h,
Nampt,59027,15.263388,Nampt,
Dusp19,68082,15.250441,Dusp19,
Dnmbp,71972,14.886476,Dnmbp,
Atl2,56298,14.876775,Atl2,
Nudt18,213484,14.855682,Nudt18,
Adi1,104923,14.225912,Adi1,
Sh2b2,23921,15.197422,Sh2b2,
Slitrk2,245450,14.796202,Slitrk2,
Slc3a2,17254,15.641285,Slc3a2,
Zbed3,72114,16.246387,Zbed3,
Gm2382,100039707,21.084198,Mthfsl,
Dnaja1,15502,14.865228,Dnaja1,
Cdv3,321022,14.765675,Cdv3,
Golga4,54214,14.805318,Golga4,
Fgfr1,14182,15.308403,Fgfr1,
Gdpd1,68083,18.049635,Gdpd1,
Rint1,72772,14.283406,Rint1,
Wdr33,74320,14.30315,Wdr33,
Adamts6,108154,14.810819,Adamts6,
Slc4a3,20536,14.812657,Slc4a3,
Thyn1,77862,14.77995,Thyn1,
Smg1,233789,14.684829,Smg1,
Dnmt3a,13435,15.394731,Dnmt3a,
Dync1li2,234663,14.776367,Dync1li2,
Lrrc47,72946,14.772793,Lrrc47,
Arsb,57277,16.43461,Arsb,
Hmg20a,66867,14.765675,Hmg20a,
Mfn2,170731,14.783545,Mfn2,
Tmod3,50875,15.932678,Tmod3,
Itgb1bp1,16413,14.778158,Itgb1bp1,
Ccdc22,54638,14.994026,Ccdc22,
Brd1,223770,15.268604,Brd1,
Trappc2l,59005,14.718618,Trappc2l,
Mtmr4,170749,14.767451,Mtmr4,
Fbxo8,50753,14.812657,Fbxo8,
Sgsm1,52850,15.268604,Sgsm1,
Agpat4,68262,14.774578,Agpat4,
Heatr1,217995,14.774578,Heatr1,
Rom1,19881,16.018175,Rom1,
Tmsb4x,19241,15.013207,Tmsb4x,
Ccdc84,382073,13.946918,Cenatac,
Dirc2,224132,14.227795,Slc49a4,
Sox21,20665,15.878546,Sox21,
Dgcr8,94223,14.794385,Dgcr8,
Kdr,16542,14.763902,Kdr,
Nol4,319211,15.297668,Nol4,
Wdr53,68980,14.763902,Wdr53,
Eif1ad,69860,15.013207,Eif1ad,
Ythdf2,213541,14.77995,Ythdf2,
Arl6ip6,65103,15.097465,Arl6ip6,
Clp1,192231,17.798098,Clp1,
Etnk1,75320,14.783545,Etnk1,
Zfp160,224585,20.2843,Zfp160,
Fbxo31,67141,18.24816,Fbxo31,
Grpel1,17713,14.769229,Grpel1,
Slc27a2,26458,15.5636,Slc27a2,
Tmx3,67988,14.596194,Tmx3,
Gmpr2,105446,15.111282,Gmpr2,
Luc7l,66978,14.746298,Luc7l,
Ptpn21,24000,14.77995,Ptpn21,
Tmem132c,208213,15.423847,Tmem132c,
Cstf3,228410,14.744551,Cstf3,
1600012H06Rik,67912,22.149912,1600012H06Rik,
Ercc5,22592,15.106662,Ercc5,
Usp9x,22284,15.409207,Usp9x,
Arl6,80981,17.403778,Arl6,
Lhx9,16876,14.796202,Lhx9,
Eif4e,13684,15.168071,Eif4e,
Prdx5,11758,17.798098,Prdx5,
D19Bwg1357e,52874,21.084198,Pum3,
Cyth2,19158,15.158431,Cyth2,
Dpp7,83768,14.844321,Dpp7,
Psmc6,67089,14.722047,Psmc6,
Pitpnm2,19679,15.148865,Pitpnm2,
Eprs,107508,14.096703,Eprs1,
Ccl25,20300,16.235346,Ccl25,
Gls2,216456,15.773045,Gls2,
Armc9,78795,15.118246,Armc9,
Gatad2a,234366,15.279097,Gatad2a,
Mrps12,24030,14.744551,Mrps12,
Triap1,69076,14.756831,Triap1,
Pigf,18654,17.960428,Pigf,
Hspg2,15530,14.818189,Hspg2,
Chst11,58250,14.801664,Chst11,
Pgrmc1,53328,14.867146,Pgrmc1,
Mrpl44,69163,14.240048,Mrpl44,
Fam57a,116972,14.445957,Tlcd3a,
Inpp5j,170835,15.263388,Inpp5j,
Hspd1,15510,14.748047,Hspd1,
Ywhag,22628,15.287025,Ywhag,
Pnkd,56695,15.045816,Pnkd,
Sphkap,77629,14.827461,Sphkap,
Tle3,21887,15.32467,Tle3,
Npl,74091,14.769229,Npl,
Mtif2,76784,14.749799,Mtif2,
Hibch,227095,14.2957115,Hibch,
Sat1,231583,16.138899,Sat1,
Nipsnap3b,66536,19.236986,Nipsnap3b,
Jazf1,231986,15.199899,Jazf1,
Clcn3,12725,14.778158,Clcn3,
H2afv,77605,17.461943,H2az2,
Gpr107,277463,15.081528,Gpr107,
Mto1,68291,14.713493,Mto1,
Wdr91,101240,14.758595,Wdr91,
Txnrd1,50493,15.297668,Txnrd1,
Abhd8,64296,15.268604,Abhd8,
Fam69c,240479,14.265401,Dipk1c,
Hist2h2bb,319189,19.950861,H2bc18,
Ubn2,320538,15.27384,Ubn2,
Ndufb5,66046,14.760362,Ndufb5,
Bsg,12215,14.283406,Bsg,
Mbd6,110962,15.141735,Mbd6,
Pla2g3,237625,14.922014,Pla2g3,
Hmg20b,15353,14.792573,Hmg20b,
Gpr75,237716,14.82189,Gpr75,
Fggy,75578,14.746298,Fggy,
Gli2,14633,15.276467,Gli2,
Scarb2,12492,15.258193,Scarb2,
Polr2b,231329,14.737585,Polr2b,
Serpinb9,20723,16.7232,Serpinb9,
Dhx29,218629,14.76213,Dhx29,
Gas8,104346,14.414741,Gas8,
Cdh18,320865,15.271219,Cdh18,
Akna,100182,14.888425,Akna,
Ighmbp2,20589,14.760362,Ighmbp2,
Snx15,69024,15.088334,Snx15,
Adcy7,11513,14.76213,Adcy7,
Sh3bp5l,79566,15.583423,Sh3bp5l,
Gatc,384281,12.910668,Gatc,
Slc35f5,74150,15.111282,Slc35f5,
Ptch1,19206,14.765675,Ptch1,
1500009L16Rik,69784,21.385788,1500009L16Rik,
Nfya,18044,15.09061,Nfya,
Mmd,67468,14.338441,Mmd,
Rnf216,108086,14.801664,Rnf216,
Ern1,26918,16.85198,Ern1,
Ercc4,50505,14.718618,Ercc4,
Map2k1,26395,14.755068,Map2k1,
A430078G23Rik,102098,21.084198,Arhgef18,
Srprb,20818,15.0860615,Srprb,
Kras,16653,14.831189,Kras,
Pold1,18971,14.562366,Pold1,
Mki67,17345,14.908077,Mki67,
Pacsin1,23969,15.292336,Pacsin1,
Zfp334,228876,21.124914,Zfp334,
Hspa14,50497,14.808982,Hspa14,
Cdc14b,218294,14.910059,Cdc14b,
Jph1,57339,15.319224,Jph1,
Cln5,211286,14.723763,Cln5,
Gucy1a3,60596,14.439737,Gucy1a1,
Agap3,213990,14.842437,Agap3,
Gyg,27357,17.960428,Gyg1,
Gls,216456,16.814821,Gls,
Rilp,280408,14.930044,Rilp,
Xkr7,228787,15.305711,Xkr7,
Noc3l,57753,14.765675,Noc3l,
Igf1,16000,14.77995,Igf1,
Rbm25,67039,15.217366,Rbm25,
Rgs8,67792,15.063549,Rgs8,
Atp5j2,57423,14.509815,Atp5mf,
Prune,229589,17.243074,Prune1,
Itgb5,16419,14.778158,Itgb5,
Tmem39a,67846,14.77995,Tmem39a,
D930015E06Rik,229473,21.084198,Tmem131l,
Vac14,234729,14.772793,Vac14,
Cntnap5a,636808,17.248306,Cntnap5a,
Epc1,13831,15.2452965,Epc1,
Wdyhv1,76773,13.714908,Ntaq1,
Nkd2,72293,16.075224,Nkd2,
Ica1,15893,14.798019,Ica1,
Map2k3,26397,15.397614,Map2k3,
Psmb10,19171,15.391854,Psmb10,
Ide,15925,14.267582,Ide,
Eya3,14050,14.810819,Eya3,
Rgs6,50779,14.859492,Rgs6,
Tspan7,21912,14.798019,Tspan7,
Ufm1,67890,14.248366,Ufm1,
Agbl5,231093,14.790761,Agbl5,
Rprd1a,225283,15.21988,Rprd1a,
Rbm27,225432,14.781747,Rbm27,
Nfil3,18030,14.790761,Nfil3,
Rbm26,74213,14.749799,Rbm26,
Dnpep,13437,14.758595,Dnpep,
Cmklr1,14747,14.765675,Cmklr1,
Pin4,69713,14.710089,Pin4,
Fgf13,14168,15.357829,Fgf13,
Igfbp3,16009,14.863313,Igfbp3,
Uqcrc2,67003,17.29714,Uqcrc2,
Emg1,14791,14.710089,Emg1,
Cpsf2,51786,14.300665,Cpsf2,
Dtymk,21915,14.748047,Dtymk,
Tead2,21677,15.972478,Tead2,
Ccdc92,215707,14.79984,Ccdc92,
Tmem30a,69981,15.120575,Tmem30a,
1500012F01Rik,68949,21.084198,Zfas1,
Pacsin3,80708,14.812657,Pacsin3,
Dync1h1,13424,14.758595,Dync1h1,
Cirh1a,21771,16.490938,Utp4,
Asnsd1,110599589,17.403778,Asnsd1,
Ppp2r2a,71978,15.295001,Ppp2r2a,
Golt1b,66964,15.212351,Golt1b,
Sgsh,27029,14.321938,Sgsh,
Col5a2,12832,15.23507,Col5a2,
Lin28b,380669,14.831189,Lin28b,
Meis3,17537,15.15364,Meis3,
Klhl12,240756,15.017509,Klhl12,
Prkar1b,19085,14.851885,Prkar1b,
Atp7a,11979,17.653353,Atp7a,
Adar,56417,14.347415,Adar,
Cby1,73739,14.769229,Cby1,
Wdr43,72515,14.7289295,Wdr43,
Mtif3,76366,14.77101,Mtif3,
Tmem14c,66154,16.55111,Tmem14c,
Cab39l,69008,14.829325,Cab39l,
Cdkl3,213084,15.844295,Cdkl3,
Oraov1,72284,14.367253,LTO1,
Mat2b,108645,14.767451,Mat2b,
Son,20658,14.805318,Son,
Dennd4a,102442,14.735849,Dennd4a,
Gabpb2,213054,15.557058,Gabpb2,
Spock2,94214,14.820039,Spock2,
Grin1,14810,15.303024,Grin1,
Pepd,18624,14.364248,Pepd,
Nfasc,269116,15.182663,Nfasc,
Mutyh,70603,14.77995,Mutyh,
Rabep1,54189,14.774578,Rabep1,
Ldhb,16832,15.33288,Ldhb,
Kalrn,545156,15.397614,Kalrn,
Nid1,18073,15.319224,Nid1,
Zfp317,244713,20.907745,Zfp317,
Pcdhb22,93893,21.124914,Pcdhb22,
Hnrnpr,74326,15.10897,Hnrnpr,
Shc1,20416,14.818189,Shc1,
Akt2,11652,15.017509,Akt2,
Urgcp,72046,16.344221,Urgcp,
Bad,12015,15.804229,Bad,
Rabgap1,227800,15.156033,Rabgap1,
Dhx9,13211,14.796202,Dhx9,
Stx18,71116,14.75331,Stx18,
Idh3a,67834,14.254341,Idh3a,
Cald1,109624,15.253019,Cald1,
Rpl13a,22121,14.386594,Rpl13a,
A430005L14Rik,97159,21.712498,A430005L14Rik,
Marcksl1,17357,15.383263,Marcksl1,
Zbtb5,230119,15.182663,Zbtb5,
Vps53,68299,14.206143,Vps53,
Trim41,211007,15.672994,Trim41,
Zfp512,269639,20.907745,Zfp512,
Prss23,76453,14.720332,Prss23,
Tnfaip1,21927,14.859492,Tnfaip1,
Tmem184c,234463,14.723763,Tmem184c,
Nmnat2,226518,14.767451,Nmnat2,
Ldlrad3,241576,14.760362,Ldlrad3,
Csrnp1,215418,15.289679,Csrnp1,
Myo1e,17913,15.6919985,Myo1e,
Als2cl,235633,15.316511,Als2cl,
Arfgap2,77038,14.787148,Arfgap2,
Rab30,75985,14.492917,Rab30,
Mrpl20,66448,14.217735,Mrpl20,
Paip1,218693,14.444895,Paip1,
4921524J17Rik,66714,21.712498,4921524J17Rik,
Igsf21,230868,15.297668,Igsf21,
Peg10,170676,16.104715,Peg10,
Il20rb,213208,15.308403,Il20rb,
Nol3,78688,16.202778,Nol3,
Braf,110709,18.24816,Braf,
Rars2,109093,14.763902,Rars2,
Wdr76,241627,14.825602,Wdr76,
Ccnl1,56706,15.165653,Ccnl1,
Arhgap29,214137,15.308403,Arhgap29,
Bnip2,12175,14.7428055,Bnip2,
Gmppa,69080,14.589977,Gmppa,
Ephb2,13844,15.316511,Ephb2,
Srl,106393,14.425626,Srl,
Rac1,19353,14.551785,Rac1,
Rbbp5,213464,14.248366,Rbbp5,
Med16,216154,14.300665,Med16,
Gmcl1,23885,14.834928,Gmcl1,
Sfxn3,94280,14.816343,Sfxn3,
Rxfp1,381489,14.737585,Rxfp1,
Pfdn1,67199,14.353864,Pfdn1,
Cpne3,70568,14.892332,Cpne3,
Vav2,22325,14.816343,Vav2,
Sptlc1,268656,14.796202,Sptlc1,
Arhgap26,ENSMUSG00000118193,15.204866,Arhgap26,
Mrpl10,107732,14.248366,Mrpl10,
Iqcg,69707,14.849989,Iqcg,
Tars,110960,14.222507,Tars1,
Ltbp3,16998,15.083793,Ltbp3,
Col23a1,237759,15.502751,Col23a1,
Psma7,26444,15.265992,Psma7,
Map2k5,23938,14.748047,Map2k5,
Sncb,104069,14.833056,Sncb,
Bscl2,14705,15.2452965,Bscl2,
Eml3,225898,14.996142,Eml3,
Ube2g2,22213,14.767451,Ube2g2,
Tnc,21924,15.571004,Tnc,
Tmed9,67511,15.423847,Tmed9,
Ppib,19035,14.309383,Ppib,
Phgdh,236539,14.820039,Phgdh,
Abhd4,105501,15.120575,Abhd4,
Bzrap1,207777,17.348036,Bzrap1,
Neo1,18007,15.146484,Neo1,
Larp4b,ENSMUSG00000120803,14.431101,Larp4b,
Nhlrc1,105193,15.160834,Nhlrc1,
Lst1,16988,16.134892,Lst1,
Rab5c,19345,14.807149,Rab5c,
Zyg11b,414872,15.788542,Zyg11b,
Rtkn,20166,15.366252,Rtkn,
Kif1a,16560,15.300345,Kif1a,
Rps6ka6,67071,15.409207,Rps6ka6,
Dennd4b,229541,15.284377,Dennd4b,
Tanc1,66860,15.217366,Tanc1,
Rgp1,242406,14.722047,Rgp1,
Nudt3,56409,15.4356785,Nudt3,
Cd2bp2,70233,15.081528,Cd2bp2,
9130011E15Rik,71617,21.084198,Armh3,
Pdyn,18610,14.836801,Pdyn,
Csnk1e,27373,15.063549,Csnk1e,
Sfxn4,94281,14.898214,Sfxn4,
Prmt5,27374,14.918017,Prmt5,
Ncor1,20185,14.767451,Ncor1,
Ip6k2,76500,15.268604,Ip6k2,
Ppp1r1b,19049,14.827461,Ppp1r1b,
Acsbg1,94180,14.985591,Acsbg1,
Hps4,192232,14.285857,Hps4,
Man2c1,73744,14.776367,Man2c1,
Arl13b,68146,14.798019,Arl13b,
Rhoa,11848,15.34391,Rhoa,
Mapk1ip1l,218975,15.335629,Mapk1ip1l,
Myo19,66196,15.168071,Myo19,
Sv2b,64176,15.355033,Sv2b,
Dnase2a,13423,21.385788,Dnase2a,
Cachd1,320508,14.749799,Cachd1,
Ogdhl,239017,14.880647,Ogdhl,
Rnf13,24017,14.767451,Rnf13,
Lpin1,14245,15.2452965,Lpin1,
Rprml,104582,15.019665,Rprml,
Med7,66213,14.209611,Med7,
Mpdz,17475,15.139367,Mpdz,
Fndc4,64339,15.352242,Fndc4,
Pdhb,68263,14.1731,Pdhb,
Rtbdn,234542,15.160834,Rtbdn,
Ppig,228005,14.688169,Ppig,
Naa38,76522,17.723768,Naa38,
B4galt2,53418,14.805318,B4galt2,
Rab28,100972,14.763902,Rab28,
Nrip3,78593,15.2452965,Nrip3,
Cbln4,228942,14.792573,Cbln4,
Dlx2,13392,15.383263,Dlx2,
C1qa,12259,15.194951,C1qa,
Gltpd1,79554,15.825035,Cptp,
Myo1c,17913,15.207356,Myo1c,
Uxs1,67883,14.7289295,Uxs1,
Grn,245839,16.206926,Grn,
Cyp2j9,74519,21.385788,Cyp2j9,
Aplp1,11803,15.125248,Aplp1,
Slc9a3r2,65962,13.8677225,Slc9a3r2,
Sfrs18,66625,17.653353,Pnisr,
Slc31a2,20530,14.77995,Slc31a2,
Sertad2,58172,15.321943,Sertad2,
Src,20779,14.801664,Src,
Sgtb,218544,14.748047,Sgtb,
Ntrk3,18213,15.279097,Ntrk3,
Foxq1,15220,15.45363,Foxq1,
Exoc5,105504,14.748047,Exoc5,
Ctdspl,69274,15.308403,Ctdspl,
Gabarapl1,57436,15.5153265,Gabarapl1,
Thrsp,21835,15.371898,Thrsp,
Parp16,214424,14.485744,Parp16,
Zbtb6,241322,15.335629,Zbtb6,
Bdh1,71911,14.801664,Bdh1,
Aoc2,237940,15.441635,Aoc2,
Trim8,93679,15.2452965,Trim8,
Ugcg,22234,14.778158,Ugcg,
Erc1,111173,15.148865,Erc1,
Kdelr1,68137,15.792447,Kdelr1,
Rundc1,217201,14.788954,Rundc1,
B230219D22Rik,78521,21.712498,B230219D22Rik,
Cog3,338337,14.181001,Cog3,
Endog,13804,14.412033,Endog,
3110009E18Rik,73103,22.813986,3110009E18Rik,
Slc16a13,69309,15.212351,Slc16a13,
Nmral1,67824,15.481031,Nmral1,
Neu1,18011,17.653353,Neu1,
Las1l,76130,14.783545,Las1l,
Abat,268860,14.769229,Abat,
Rnf219,72486,14.106342,Obi1,
Vcpip1,70675,14.788954,Vcpip1,
Tpx2,13164,17.193527,Tpx2,
Il13ra1,16164,14.97721,Il13ra1,
Kdm2a,104263,15.953397,Kdm2a,
Magel2,27385,16.240856,Magel2,
Kcnj4,16520,15.092891,Kcnj4,
Tesc,57816,15.27384,Tesc,
Mynn,80732,14.836801,Mynn,
Zfp688,69234,21.124914,Zfp688,
Ttll7,70892,14.746298,Ttll7,
Tk2,57813,14.808982,Tk2,
Ddx55,67848,14.739323,Ddx55,
Nhlrc3,212114,15.163241,Nhlrc3,
Mapk4,50772,17.243074,Mapk4,
Opa3,403187,15.028322,Opa3,
Leprel2,14789,15.86047,P3h3,
Arrb2,216869,15.593448,Arrb2,
Ppp2cb,19053,15.048021,Ppp2cb,
Arhgap12,75415,15.279097,Arhgap12,
Zkscan14,67235,21.712498,Zkscan14,
St6galnac2,ENSMUSG00000110170,15.045816,St6galnac2,
Cox4i1,12857,15.727623,Cox4i1,
Cacna1d,12289,15.202379,Cacna1d,
Mras,17532,15.27384,Mras,
Eml6,237711,15.104356,Eml6,
Rdm1,66599,15.099758,Rdm1,
Dynll2,68097,15.313804,Dynll2,
Ebp,13595,15.072507,Ebp,
Atp9a,11981,15.099758,Atp9a,
Hmga1,15361,15.397614,Hmga1,
Itpk1,217837,15.202379,Itpk1,
Tsc2,22084,14.674861,Tsc2,
Gnl2,230737,14.741062,Gnl2,
Zkscan2,210162,16.119715,Zkscan2,
Fahd2a,68126,15.471834,Fahd2a,
Nhs,195727,15.207356,Nhs,
Napg,108123,14.892332,Napg,
Arid1b,239985,14.723763,Arid1b,
Tradd,71609,14.79984,Tradd,
Hadhb,231086,14.763902,Hadhb,
Rsph4a,212892,14.75331,Rsph4a,
Nup50,78482,18.049635,Nup50,
Smarcc1,20588,15.260789,Smarcc1,
Zfp202,80902,21.385788,Zfp202,
Nop14,75416,14.671555,Nop14,
Zfp618,72701,20.559002,Zfp618,
Nup98,269966,14.774578,Nup98,
Vegfb,22340,15.911084,Vegfb,
Rnaseh2a,69724,15.000388,Rnaseh2a,
Zfp280b,64453,21.124914,Zfp280b,
Secisbp2l,70354,14.758595,Secisbp2l,
Sh3gl3,20408,15.338383,Sh3gl3,
Rsc1a1,69994,16.930948,Rsc1a1,
Cs,12974,14.801664,Cs,
Ntng2,171171,15.168071,Ntng2,
Rwdd4a,192174,21.712498,Rwdd4a,
Gli1,14632,14.842437,Gli1,
Bub3,12237,14.229431,Bub3,
Chrm2,243764,15.289679,Chrm2,
Atp8a2,50769,14.859492,Atp8a2,
Cdr1,ENSMUSG00000090546,17.018295,Cdr1,
Wnk2,75607,14.805318,Wnk2,
Slc1a5,20514,15.095176,Slc1a5,
Max,17187,14.324463,Max,
Pogz,229584,15.319224,Pogz,
Fam136a,66488,14.833056,Fam136a,
Timm23,53600,17.754612,Timm23,
Ptbp2,56195,15.258193,Ptbp2,
Vat1l,270097,14.785345,Vat1l,
Arl1,104303,14.1776085,Arl1,
Rgs17,56533,14.794385,Rgs17,
Dnajb9,27362,15.253019,Dnajb9,
Cad,16365,14.983633,Cad,
Kif5a,16572,15.509024,Kif5a,
