sgRNA,counts
Anxa5_-_36475632.23-P1P2,5854
Acan_+_79053221.23-P1P2,5854
Tdp2_-_24831734.23-P1P2,5853
Slc25a31_-_40709187.23-P1P2,5852
Kcnd3_+_105452131.23-P1P2,5851
Pik3cg_-_32208604.23-P1P2,5851
Egr2_-_67537946.23-P1,5849
Mapk8_+_33447138.23-P1P2,5849
Tfg_+_56717205.23-P1P2,5849
Psmb3_-_97703501.23-P1P2,5848
Calb1_-_15881274.23-P1P2,5847
Txn2_+_77927832.23-P2,5847
Pak1_+_97842956.23-P1P2,5846
Dnali1_-_125065628.23-P1P2,5845
Sigmar1_-_41741259.23-P1P2,5844
Tsen54_-_115814758.23-P1P2,5843
Kcnc3_+_44590945.23-ENSMUST00000107906.3,5842
Park7_+_150914426.23-P2,5841
Vps35_-_85299729.23-P1P2,5841
Atp5o_+_91931518.23-P1P2,5841
Wnt9a_-_59306906.23-P1P2,5839
Rrm2_+_24708328.23-P1P2,5839
Mapt_+_104231564.23-P1P2,5838
Cox8b_-_140900330.23-P1P2,5838
Echs1_-_140116395.23-P1P2,5838
Gusb_-_130002617.23-P1P2,5838
Tomm20_+_126945823.23-P1P2,5837
Sptbn2_+_4711244.23-P1P2,5836
Reps1_-_18055616.23-P1P2,5835
Toe1_+_116807515.23-P1P2,5835
Pik3cb_+_99140132.23-P1P2,5833
Eif2ak2_+_78882484.23-P1P2,5832
Nr4a2_+_57124118.23-P2,5830
Tbp_-_15499951.23-P1P2,5830
Pno1_-_17211543.23-P1P2,5829
Ap4b1_+_103809632.23-P1P2,5827
Nos3_+_24364860.23-P1P2,5826
Lox_-_52529565.23-P1P2,5826
Serpini1_-_75557577.23-P1P2,5825
Gap43_-_42340356.23-P1P2,5825
Dctn1_+_83166185.23-P1P2,5824
Mapk12_+_89140627.23-P1P2,5824
P2rx7_-_122643936.23-P1P2,5824
Vrk1_+_106010338.23-P1P2,5823
Psma8_-_14706188.23-P1P2,5820
Tmem175_-_108629873.23-P1P2,5820
Pin1rt1_-_104716149.23-ENSMUST00000099659.2,5818
Nr3c1_-_39490444.23-P1P2,5818
Nes_+_87971091.23-P1P2,5818
Gigyf2_+_87327075.23-P1P2,5817
Tbcd_-_121452020.23-P1P2,5817
Aimp1_-_132683847.23-P1P2,5815
Atp2a3_-_72961234.23-P1P2,5812
Ppt1_+_122836300.23-P1P2,5811
Hras_-_141193954.23-P1P2,5810
Coq2_-_100674279.23-P1P2,5810
Glp1r_-_30901826.23-P1P2,5810
Trp73_-_154139623.23-P1,5809
Ndufa13_+_69902830.23-P1P2,5809
Dnajb1_+_83608277.23-P1P2,5808
Pars2_+_106651162.23-P1P2,5808
Htt_+_34761793.23-P1P2,5808
Cntf_-_12765358.23-P1P2,5806
Ccnf_+_24251329.23-P1P2,5806
Stxbp5l_+_37384917.23-P1P2,5804
Hspb2_+_50752309.23-P1P2,5804
Plekhg5_-_152086931.23-P1P2,5804
Uchl1_+_66676281.23-P1P2,5802
Psmd3_+_98682615.23-P1P2,5802
Ppara_-_85735799.23-P1P2,5801
Gpnmb_-_49036675.23-P1P2,5801
Smcr8_+_60777611.23-P1P2,5801
Gnb4_-_32616523.23-P1P2,5801
Csf1_-_107760033.23-P1P2,5801
Ddah1_-_145758736.23-P1P2,5800
Thy1_-_44043455.23-P1P2,5799
Necab1_-_15149018.23-P1P2,5799
Litaf_+_10993056.23-P1P2,5799
Nalcn_-_123627081.23-P1P2,5798
Wnk1_-_120038599.23-P1P2,5798
Tango2_+_18343869.23-P1P2,5798
Clcc1_+_108653955.23-P1P2,5796
Dnah2_+_69549076.23-ENSMUST00000108659.1,5795
Chrm5_-_112480740.23-ENSMUST00000099589.2,5794
Ngfr_-_95587684.23-P1P2,5794
Creb1_-_64532904.23-P1P2,5794
Ulk2_+_61854995.23-P1P2,5793
Rest_-_77265583.23-P1P2,5793
Npc1_-_12236058.23-P1P2,5792
Eif4g1_+_20672882.23-P1P2,5791
Tardbp_+_148626742.23-P1P2,5790
Aplp1_+_30445520.23-P1P2,5790
Nr3c1_+_39490608.23-P1P2,5789
Pon3_-_5256203.23-P1P2,5787
Dnajb2_-_75236713.23-P1P2,5787
Gstm1_-_108017869.23-P1P2,5785
Axin2_+_108921058.23-P1P2,5785
Agrn_-_156197436.23-P1,5785
Pi4ka_+_17405847.23-P1P2,5784
Pcna_+_132253181.23-P1P2,5784
Ezh2_+_47594979.23-P1P2,5782
Bcl2l1_-_152830432.23-P1,5782
Ager_-_34597859.23-P1P2,5781
Trp53_-_69580422.23-P1P2,5781
Rreb1_-_37826052.23-P1P2,5779
Fgf14_-_124192993.23-ENSMUST00000026631.5,5779
Ang6_-_44002257.23-ENSMUST00000096869.2,5778
Ndufb5_-_32737084.23-P1P2,5778
Sugp1_+_70043107.23-P1P2,5778
Ndufa12_+_94199300.23-P1P2,5778
Fbxo7_-_86021910.23-P1P2,5777
Csf1_-_107760211.23-P1P2,5775
Surf1_-_26916300.23-P1P2,5775
Cntf_-_12765355.23-P1P2,5774
Ndufc2_-_97400106.23-P1P2,5773
Gpx4_+_80053929.23-P1P2,5773
Ren1_+_133350690.23-P1P2,5773
Tyrp1_-_80834275.23-P1P2,5773
Psma3_+_70974681.23-P1P2,5772
Fn1_-_71653133.23-P1P2,5772
Dnah11_+_118198838.23-P1P2,5771
Cnr1_-_33924665.23-P1P2,5770
Calml4_-_62858172.23-P1P2,5769
Ins2_+_142699488.23-P2,5769
Kcna3_-_107036184.23-P1P2,5768
Mapk8_+_33447108.23-P1P2,5768
Arih1_+_59486592.23-P1P2,5768
Gpr37_-_25689806.23-P1P2,5766
Nqo2_+_33964747.23-P1P2,5764
Cox5b_-_36691805.23-P1P2,5764
Hfe_-_23710745.23-P1P2,5762
Prkar1b_-_139129669.23-P1P2,5762
Atn1_+_124756675.23-P1P2,5760
Ccnf_+_24251339.23-P1P2,5760
Map2k3_+_60932091.23-P1P2,5757
Fosb_+_19310015.23-P1P2,5757
Psmd9_+_123228340.23-P1P2,5755
Rb1cc1_-_6214690.23-P1P2,5754
Gchfr_-_119167992.23-P1P2,5754
Tiparp_-_65528494.23-P1P2,5754
Hmox1_+_75093657.23-P1P2,5753
Ctnnb1_+_120933898.23-P1P2,5753
Tbcd_-_121452206.23-P1P2,5751
Cyp2d10_-_82407195.23-P1P2,5750
Fos_+_85474000.23-P1P2,5748
Zfyve26_+_79296071.23-P1P2,5748
Slc11a2_-_100423018.23-P1,5747
Cox4i2_-_152754247.23-P1P2,5746
Neurod1_+_79456596.23-P1P2,5745
Fzd7_+_59482150.23-P1P2,5744
Slc1a3_-_8710382.23-P1P2,5744
Hnrnpdl_-_100038643.23-P1P2,5743
Abcb1b_+_8798154.23-P1P2,5743
Pon2_+_5298269.23-P1P2,5741
Psmc3_-_91054354.23-P1P2,5740
Ahsg_+_22892050.23-P1P2,5738
Angpt4_+_151911481.23-P1P2,5737
Slc30a10_-_185455067.23-P1P2,5736
Pak3_+_143518818.23-P2,5736
Hspa14_-_3512696.23-P1P2,5734
Matr3_-_35562259.23-P1P2,5734
Tor1a_+_30967640.23-P1P2,5734
Slc19a3_-_83038246.23-P1P2,5733
Serpina3a_-_104113104.23-P1P2,5731
Slc25a46_-_31609919.23-P1P2,5731
Csf1r_+_61105905.23-P1P2,5731
Fis1_-_136962174.23-P1,5729
Peg12_+_62464491.23-P1P2,5729
Hras_-_141193942.23-P1P2,5728
Coasy_-_101082648.23-P1P2,5725
Ttc19_+_62281504.23-P1P2,5725
Map2k6_+_110399158.23-P1P2,5723
Vamp1_+_125215652.23-P1,5723
Mapk9_-_49846860.23-P1P2,5722
Aptx_-_40702954.23-P1P2,5722
Camk2g_-_20793972.23-P1P2,5722
Tmem119_+_113800329.23-P1P2,5721
Il6_+_30013186.23-P1P2,5720
P2ry2_-_101011957.23-P1P2,5720
Cox7a2l_-_83514089.23-P1P2,5720
Fshr_-_89200667.23-P1P2,5719
Pparg_+_115361283.23-P1P2,5718
Junb_+_84978659.23-P1P2,5717
Atxn2_+_121711837.23-P1P2,5717
Mfn1_-_32529543.23-P1P2,5717
non-targeting_00545,5715
Ezh2_+_47594973.23-P1P2,5715
Atp5c1_-_10080407.23-P1P2,5712
Txn2_+_77928965.23-P1,5712
Pdk3_-_93832134.23-P1P2,5712
Src_+_157424303.23-P1P2,5712
Wnt3a_-_59290723.23-P1P2,5711
Mrc1_-_14229420.23-P1P2,5710
Padi2_+_140906599.23-P1,5709
Rab10_+_3309924.23-P1P2,5707
Stxbp1_-_32847150.23-P1P2,5706
Pdyn_+_129699782.23-P1P2,5705
Ina_-_47014749.23-P1P2,5704
Chrm3_+_9878919.23-ENSMUST00000063093.9,5704
Pde4a_+_21165773.23-P2,5703
Wnt5a_+_28505823.23-P1,5702
Inpp4a_-_37299951.23-P1P2,5701
Wwox_-_114439742.23-P1P2,5699
Padi2_+_140906416.23-P1,5698
Fth1_+_9982960.23-P1P2,5698
B4galnt1_-_127165931.23-P1P2,5697
Ndufb9_+_58934033.23-P1P2,5696
Itgam_-_128062781.23-P1P2,5696
Tspo_-_83563644.23-P1P2,5694
Aga_-_53511812.23-P1P2,5692
Lmna_-_88503269.23-P1P2,5691
Clcn6_+_148038782.23-P1P2,5691
Prnp_-_131909980.23-P1P2,5690
Pld3_+_27553019.23-P2,5690
Npc1_-_12236340.23-P1P2,5688
Egfr_+_16752295.23-P1P2,5687
Tsen2_-_115544950.23-P1P2,5687
Apc2_-_80299137.23-P2,5686
Reep2_-_34840686.23-P1P2,5686
Mapk11_+_89149371.23-P1P2,5683
Serpina3j_-_104314648.23-ENSMUST00000109957.2,5683
Ntf5_-_45413735.23-P1P2,5682
Kitl_-_100015889.23-P1P2,5681
Emilin1_-_30913718.23-P1P2,5681
Snx14_-_88438844.23-P1P2,5681
Itpr2_-_146502170.23-P1P2,5679
Hspa14_-_3512722.23-P1P2,5679
non-targeting_03491,5679
Ndufs3_+_90904660.23-P1P2,5678
"Rims2_+_39198630.23-ENSMUST00000082054.5,ENSMUST00000042917.9",5678
Atp13a2_-_140986910.23-P1P2,5678
Psmb3_-_97703513.23-P1P2,5677
Mtor_-_148448637.23-P1P2,5676
Hmbs_-_44342260.23-P1,5676
1700013F07Rik_+_108537583.23-P1P2,5673
Atp1a1_+_101604602.23-P1P2,5672
Gabpa_+_84835449.23-P1P2,5672
Tubal3_+_3924702.23-P1P2,5672
Slc17a5_+_78587961.23-P1P2,5670
Ddhd1_+_45658045.23-P1P2,5669
Pde4a_+_21196776.23-P1,5669
Hnrnpa2b1_-_51469774.23-P1P2,5668
Dab1_-_104367610.23-P1P2,5667
Hdac9_-_34528814.23-P1P2,5666
Src_+_157424322.23-P1P2,5666
Oxr1_+_41449036.23-ENSMUST00000179393.1,5664
Hdac9_-_34528837.23-P1P2,5664
Agtpbp1_-_59557047.23-P1P2,5664
Il12a_-_68691455.23-P1P2,5662
Dbn1_-_55488018.23-P1P2,5661
Ppp2r2b_-_43059389.23-ENSMUST00000025377.7,5661
Pmpca_-_26389373.23-P1P2,5661
Fgf2_-_37348743.23-ENSMUST00000038885.3,5661
Dctn5_+_122133243.23-P1P2,5657
Ndufb4_+_37654404.23-P1P2,5657
non-targeting_02224,5655
S100a1_-_90514278.23-P1P2,5654
Parp1_-_180568997.23-P1P2,5652
Ulk2_+_61854871.23-P1P2,5652
Actb_-_142906709.23-P1,5651
Epm2a_+_11343497.23-P1P2,5651
Slc6a4_+_76998669.23-P2,5651
Cd40_-_165055886.23-P1P2,5649
Gba_+_89203321.23-P1P2,5648
Ndufc1_-_51408724.23-P1P2,5648
Dnajb1_-_83608287.23-P1P2,5647
Polr3k_-_181864441.23-P1P2,5646
Pklr_+_89136463.23-P1P2,5645
Fa2h_+_111393804.23-P1P2,5645
Psma8_-_14706233.23-P1P2,5645
Slc8a3_-_81333126.23-P1P2,5644
Coq7_+_118533282.23-P1P2,5644
Nxnl1_-_71566595.23-P1P2,5643
Hnrnpdl_-_100038881.23-P1P2,5643
Aars2_-_45506906.23-P1P2,5642
Psmd9_-_123228332.23-P1P2,5640
Pde8b_-_95250302.23-P1,5635
Fgf2_+_37348305.23-ENSMUST00000138563.2,5635
Prnp_-_131910011.23-P1P2,5633
Lcn2_+_32387722.23-P1P2,5632
non-targeting_03947,5631
Cav1_-_17306459.23-P2,5631
non-targeting_02923,5630
Dvl2_-_70000637.23-P1P2,5630
Bcl11b_-_108004028.23-P1P2,5629
Map2k3_+_60932115.23-P1P2,5628
Ogt_+_101640130.23-P1P2,5628
Pde8b_+_95223039.23-P2,5627
Tomm20_-_126945584.23-P1P2,5627
Sos1_+_80480413.23-P1P2,5626
Prkra_-_76648007.23-P1P2,5624
Gstm6_-_107943724.23-P1P2,5622
Bcl11b_-_108003988.23-P1P2,5622
Icam1_+_21015969.23-P1P2,5620
"Dnah17_+_118129158.23-ENSMUST00000106308.3,ENSMUST00000084803.5",5618
Glrx_-_75839947.23-P1P2,5617
Ctsd_+_142387612.23-P1P2,5616
Hpx_+_105600056.23-P1P2,5615
Kcnc3_+_44590685.23-ENSMUST00000107907.2,5614
Dao_-_114003876.23-P1P2,5613
Itm2b_-_73385247.23-P1,5613
Chrm5_-_112480773.23-ENSMUST00000099589.2,5611
Apoa1_+_46228753.23-P1P2,5611
Jun_+_95051932.23-P1P2,5609
Ywhaq_+_21417519.23-P1P2,5606
Ndufv1_+_4012655.23-P1P2,5606
Pmpcb_-_21737224.23-P1P2,5605
Gdnf_-_7811124.23-P1P2,5605
Prickle1_-_93595866.23-P1,5604
Phex_+_157415283.23-P1P2,5603
Slc1a3_-_8710385.23-P1P2,5601
Uba5_-_104063086.23-P1P2,5600
Ndufv2_+_66101483.23-P1P2,5600
Mfn1_+_32529564.23-P1P2,5599
Dnajc10_-_80315778.23-P1P2,5599
Adora2b_+_62249063.23-P1P2,5598
Csf2_+_54249604.23-P1P2,5597
Thg1l_+_45955436.23-P1P2,5597
H2-M10.5_+_36773056.23-ENSMUST00000041531.6,5596
Taf15_+_83473131.23-P1P2,5596
Stip1_+_7039902.23-P1P2,5595
Cnr2_+_135911891.23-P2,5595
Hexa_-_59539687.23-P1P2,5594
Slc18a1_-_69077229.23-P2,5594
Cyp2d9_+_82452522.23-P1P2,5593
Hspb3_-_113663607.23-P1P2,5591
Eef2_+_81177737.23-P2,5587
Ndufa11_+_56717799.23-P1P2,5586
Eif2b1_+_124578999.23-P1P2,5586
Trrap_-_144768257.23-P1P2,5585
Gjb1_-_101377356.23-P1P2,5584
Abl1_+_31688565.23-P1P2,5583
Scn8a_-_100870959.23-P1P2,5583
Gsk3a_+_25237759.23-P1P2,5583
Slc1a2_-_102706478.23-ENSMUST00000111212.1,5583
Nipa1_+_56019339.23-P1P2,5581
Notch1_-_26503708.23-P1P2,5580
Trim2_-_84220891.23-P1,5578
Atg2b_-_105685177.23-P1P2,5578
Ern1_-_106487777.23-P1P2,5576
Inf2_-_112604217.23-P2,5575
Gfap_-_102897073.23-P1P2,5574
Clu_-_65968670.23-P1,5574
Ndrg1_-_66969590.23-P1P2,5574
Med25_+_44892372.23-P1P2,5571
Klc2_+_5118226.23-P1P2,5571
Znhit3_+_84916304.23-P1P2,5568
Wnt9b_-_103749730.23-P1P2,5566
Wnt10a_+_74792081.23-P1P2,5565
Ifit3_+_34583594.23-P1P2,5565
Idua_-_108669300.23-P1P2,5564
Plb1_+_32247521.23-P1P2,5564
Tank_-_61593237.23-P1,5564
Adap1_+_139325109.23-P1P2,5563
Pon1_-_5193726.23-P1P2,5563
Cyp7b1_-_18243270.23-P1P2,5562
Abcb1b_-_8798163.23-P1P2,5561
non-targeting_02937,5561
Rela_+_5637817.23-P1P2,5560
Fzd4_-_89404404.23-P1P2,5558
Ctsd_-_142387794.23-P1P2,5558
Calml4_-_62858376.23-P1P2,5556
Cacna1c_+_118757959.23-ENSMUST00000112825.2,5556
Cacna1d_+_30353465.23-P1P2,5555
Aifm1_-_48513356.23-P1P2,5554
Slc19a3_+_83038397.23-P1P2,5554
Fos_+_85475027.23-P1P2,5552
Pak1_+_97842982.23-P1P2,5552
Axin1_+_26138969.23-P1P2,5551
Cst3_-_148875382.23-P1P2,5550
Klc3_-_19404063.23-P2,5549
Sncg_-_34374624.23-P1P2,5549
Psmd8_+_29180607.23-P1P2,5549
Kcnh4_+_100759693.23-P1P2,5548
Sema4a_+_88455731.23-P1P2,5548
Fat2_-_55336616.23-P1P2,5547
B4galnt1_+_127165214.23-P1P2,5546
Zfp46_-_136286117.23-P2,5546
Nrbf2_+_67285272.23-P1P2,5545
Emc1_-_139352634.23-P1P2,5544
Hspb2_-_50752107.23-P1P2,5544
Sgsm3_-_80977865.23-P1P2,5544
Surf1_+_26916283.23-P1P2,5543
Trex1_-_109058976.23-P1P2,5542
L1cam_+_73880746.23-P1P2,5541
Lyst_-_13590461.23-P1P2,5541
Hspg2_-_137468800.23-P1P2,5540
Hspa8_-_40801348.23-P1,5539
Hspb1_-_135887988.23-P1P2,5538
Dnajc3_-_118938009.23-P1P2,5536
Raf1_-_115676542.23-P1P2,5535
Gfap_-_102897076.23-P1P2,5534
Dnah11_-_118198924.23-P1P2,5534
Pou5f1_-_35506050.23-P1P2,5533
Fgf13_-_59134736.23-P1P2,5533
Eif2b4_+_31193019.23-P1P2,5532
Epm2a_+_11343465.23-P1P2,5531
Cnp_-_100575038.23-P1P2,5530
Pabpc4_+_123282707.23-P1P2,5530
Ndufa13_-_69902824.23-P1P2,5530
Ppp3r1_+_17159317.23-P1P2,5528
Ndufs2_+_171247081.23-P1,5528
Ndufa5_-_24527506.23-P1P2,5528
Adora3_-_105870943.23-P1P2,5527
Taf2_-_55072115.23-P1P2,5527
Cd200r4_+_44812022.23-P1P2,5527
Abcb1a_-_8660089.23-P1P2,5525
Dnah8_+_30624413.23-ENSMUST00000170651.1,5524
Pcna_-_132252774.23-P1P2,5521
Psmb3_-_97703653.23-P1P2,5521
Gan_-_117158044.23-P1P2,5521
Slc25a5_-_36795631.23-P1P2,5519
Hspg2_-_137468853.23-P1P2,5518
Grin2d_-_45870888.23-P2,5516
Hfe_+_23710599.23-P1P2,5515
Coasy_+_101082668.23-P1P2,5514
Il15_-_82403180.23-P1P2,5511
Mcoln1_+_3500565.23-P1P2,5510
Ins2_-_142679636.23-P1,5509
Atf2_+_73892604.23-P1P2,5508
Tnr_+_159737586.23-ENSMUST00000111669.3,5508
Ntrk1_-_87795151.23-P1P2,5507
Clk1_-_58423969.23-P1P2,5506
Alb_+_90460906.23-P1P2,5504
Tnfrsf1a_+_125349795.23-P1P2,5502
Mfn1_+_32529625.23-P1P2,5499
Hspg2_-_137468866.23-P1P2,5499
non-targeting_03524,5498
H2-M9_+_36642601.23-P1P2,5498
Matr3_+_35562284.23-P1P2,5497
Eif2ak3_-_70844586.23-P1P2,5497
Ndufa1_+_37191092.23-P1P2,5497
Rbms3_+_117252429.23-P1P2,5496
Pik3cd_-_149698576.23-P1P2,5496
Tmed9_+_55593212.23-P1P2,5496
Ppid_-_79591422.23-P1P2,5496
Slc5a6_-_31048250.23-P1P2,5495
Serpina3c_+_104153765.23-P1P2,5493
Dnah14_+_181741449.23-ENSMUST00000160345.1,5492
Chmp2b_+_65562673.23-P1P2,5491
Ak4_-_101419560.23-P1P2,5491
Rreb1_+_37826074.23-P1P2,5488
Gtf2h1_-_46796163.23-P1P2,5486
Calm2_+_87446852.23-ENSMUST00000040440.6,5484
Psmd12_-_107479733.23-P1P2,5483
Myoc_+_162639164.23-P1P2,5483
Wnt5a_+_28505845.23-P1,5481
Kcna1_-_126645749.23-P1P2,5479
Ntrk1_+_87795177.23-P1P2,5478
Mcoln1_-_3500509.23-P1P2,5477
Crebbp_+_4212966.23-P1P2,5477
Akt1_+_112674225.23-P1P2,5475
Rars2_-_34615010.23-P1P2,5475
Ogt_+_101640157.23-P1P2,5475
Jund_-_70699314.23-P1P2,5475
Slc9a1_+_133369843.23-P1P2,5475
Reep2_-_34840736.23-P1P2,5474
Rbpj_-_53590735.23-P1P2,5473
Nefh_+_4947797.23-P1P2,5473
Adam10_-_70679088.23-P1P2,5472
Tmem106b_+_13069836.23-P1P2,5471
Dpp6_-_27049445.23-P2,5471
Hprt_+_52988212.23-P1P2,5469
Exosc3_+_45320554.23-P1P2,5469
Trp73_-_154097118.23-P2,5468
Uqcrc2_+_120635297.23-P1P2,5468
Bhlhb9_-_135885949.23-P1P2,5468
Rtn2_+_19291144.23-P1,5466
Clcn2_+_20717703.23-P2,5466
Plcb1_-_134786221.23-P1P2,5463
Mgrn1_+_4886349.23-P1P2,5463
Ube2g1_-_72607283.23-P1P2,5462
Ramp2_+_101246023.23-P1P2,5462
Cyp2d12_-_82555439.23-P1P2,5461
Ren1_-_133350719.23-P1P2,5461
Sct_-_141279088.23-P1P2,5460
Bid_+_120916821.23-P1P2,5459
Pcsk1n_+_7919900.23-P1P2,5459
Mpv17_+_31154182.23-P1P2,5458
Gba2_+_43578807.23-P1P2,5458
Gosr2_+_103697666.23-P1P2,5458
Pparg_-_115361329.23-P1P2,5457
Ace_+_105968026.23-P1P2,5456
Ccl2_+_82035611.23-P1P2,5455
Ift57_+_49699538.23-P1P2,5454
Pank2_-_131262761.23-P1P2,5454
Atp1a3_+_25005900.23-P1P2,5454
Gstm4_+_108044779.23-P1P2,5454
Dnah6_-_73221588.23-P1P2,5453
Gsn_+_35256437.23-P1,5453
Ntf3_+_126166538.23-P2,5452
Pdk3_-_93832137.23-P1P2,5452
Pcsk1n_+_7919942.23-P1P2,5450
Zfp597_+_3884492.23-P1P2,5450
Ang4_+_51773531.23-P1P2,5448
Dnajc6_-_101508204.23-P1P2,5448
Ogt_-_101640301.23-P1P2,5448
Cox4i1_-_120668312.23-P1P2,5447
Atp13a2_+_140986997.23-P1P2,5447
Vdac3_+_22593743.23-P1P2,5446
Psen2_-_180256189.23-P1,5445
Hspa14_-_3512708.23-P1P2,5444
Cnp_-_100575068.23-P1P2,5443
Dvl3_+_20517155.23-P1P2,5443
Capn2_+_182517246.23-P1P2,5442
Uqcrfs1_+_30545267.23-P1P2,5442
Slc17a7_-_45163939.23-P1P2,5441
Actb_-_142905506.23-P2,5441
Tppp3_-_105471352.23-P1P2,5440
Serpina1d_+_103773136.23-P1P2,5440
Gdap2_+_100162537.23-P1P2,5439
Psma8_-_14706209.23-P1P2,5439
Tfeb_-_47737140.23-P1P2,5438
Sdhc_-_171150547.23-P1P2,5438
Uqcrh_+_116074811.23-P1P2,5436
Fbxo38_+_62548628.23-P1P2,5436
"H2-M10.4_-_36462271.23-ENSMUST00000057502.7,ENSMUST00000169950.1",5436
Uba7_+_107975775.23-P1,5435
Galc_-_98259254.23-P1P2,5435
Colec11_-_28623254.23-P1P2,5431
Mapk3_-_126759904.23-P1P2,5429
Unc13a_-_71671692.23-P1P2,5427
Mapk3_+_126759687.23-P1P2,5426
Dock2_+_34783769.23-P1P2,5426
Tppp_+_74009531.23-P1P2,5426
Zfyve27_-_42170613.23-P1P2,5425
Htr1a_+_105444026.23-P1P2,5425
Mrc1_-_14229444.23-P1P2,5423
Folr1_+_101863890.23-P2,5422
Axin1_+_26138775.23-P1P2,5422
Mtdh_+_34082719.23-P1P2,5420
Fzd9_+_135251205.23-P1P2,5419
Uqcrh_+_116074767.23-P1P2,5419
Ifng_+_118441029.23-P1P2,5419
Gabarap_+_69991662.23-P1P2,5417
Trpc3_-_36690101.23-P1P2,5417
Calm1_-_100199535.23-P1P2,5416
Tmem175_-_108629905.23-P1P2,5416
non-targeting_02763,5415
Cacna1b_-_24763112.23-P1P2,5415
Pak1_+_97842936.23-P1P2,5415
Epha4_+_77515022.23-P1P2,5413
Gosr1_-_76763506.23-P1P2,5413
Bicd2_-_49341625.23-P1P2,5413
Clk1_+_58423839.23-P1P2,5412
Psmd3_-_98682614.23-P1P2,5410
Atp5a1_-_77774018.23-P1P2,5408
Npc2_-_84772853.23-P1P2,5408
Dnah1_+_31323921.23-ENSMUST00000048603.7,5407
Alb_+_90460901.23-P1P2,5407
Dnah7c_+_46609359.23-ENSMUST00000178395.1,5406
Tdp2_+_24831721.23-P1P2,5406
Gch1_+_47189375.23-P1P2,5406
Ddhd2_-_25754348.23-P1P2,5406
Cfl2_-_54862379.23-P1P2,5406
Trp73_-_154097053.23-P2,5405
Capn1_-_6015186.23-P1P2,5405
Il17a_-_20730920.23-P1P2,5405
Ostm1_+_42678972.23-P1P2,5403
Supt3_+_44777249.23-P1P2,5403
Igf1_+_87861319.23-P2,5402
Ndufc1_-_51408803.23-P1P2,5401
Oard1_+_48410025.23-P1P2,5401
Rtn2_+_19291121.23-P1,5399
Crp_+_172698062.23-P1P2,5398
Entpd1_+_40659776.23-P1P2,5398
Tbcd_-_121452029.23-P1P2,5397
Wnt9a_-_59306909.23-P1P2,5397
Akt1_+_112674177.23-P1P2,5397
Ntrk2_+_58807921.23-P1P2,5396
Nrtn_-_56757468.23-P1P2,5395
Eef2_-_81177956.23-P2,5395
Agtpbp1_-_59557314.23-P1P2,5395
Tmx2_-_84678447.23-P1P2,5395
Wars2_+_99141297.23-P1P2,5394
Cdk6_+_3344013.23-P1P2,5394
Tuba4a_+_75219406.23-P1P2,5394
Emc1_-_139352642.23-P1P2,5393
Oxr1_+_41788887.23-ENSMUST00000170127.1,5392
Psap_+_60277776.23-P1P2,5392
Nr1h2_+_44553865.23-P1P2,5391
Blvra_-_127070693.23-P1,5391
Stxbp1_+_32847158.23-P1P2,5391
Keap1_-_21239279.23-P1P2,5390
Ppp3r1_+_17159360.23-P1P2,5390
Txn2_+_77927881.23-P2,5390
Hspa8_+_40802646.23-P2,5390
non-targeting_03964,5390
Ap4b1_-_103809644.23-P1P2,5390
Dyrk1a_+_94569901.23-P1P2,5388
Uchl3_-_101654041.23-P1P2,5388
Actr10_+_70937929.23-P1P2,5387
Pou5f1_-_35506252.23-P1P2,5387
Bad_+_6941964.23-P1P2,5385
Acox1_-_116198708.23-P1P2,5385
Ryr2_-_12106798.23-P1P2,5384
Asah1_+_41374576.23-P1P2,5384
Ostm1_-_42678952.23-P1P2,5383
Psmc3_-_91054171.23-P1P2,5383
Ap4s1_-_51691028.23-P1P2,5383
Vps13a_-_16780868.23-P1P2,5381
Ryr2_-_12106658.23-P1P2,5381
Als2_-_59237017.23-P1P2,5379
Tgm6_+_130123308.23-P1P2,5377
Abhd16a_-_35089273.23-P1P2,5377
Ambra1_-_91730206.23-P1P2,5376
Nras_-_103058352.23-P1P2,5375
H2-M10.3_-_36368222.23-ENSMUST00000073546.3,5375
Traf2_+_25546834.23-P1P2,5374
Stmn1_-_134469783.23-P2,5374
non-targeting_03541,5373
Vegfa_+_46032314.23-P1P2,5373
Grid2_-_63256051.23-P1P2,5372
Crat_-_30415487.23-P1P2,5372
Atp5d_+_80142460.23-P1P2,5371
Tjp1_+_65371187.23-P1P2,5370
Ang5_+_43957021.23-P1P2,5369
Eif2s2_+_154892681.23-P1P2,5369
Klc2_+_5118234.23-P1P2,5368
non-targeting_00971,5365
Ndufb7_+_83567097.23-P1P2,5365
non-targeting_03124,5365
Prx_-_27499336.23-P1,5364
Gsk3b_+_38089573.23-P1P2,5364
Hspb2_-_50752244.23-P1P2,5364
Slc9a1_-_133369807.23-P1P2,5363
Gstm4_+_108044794.23-P1P2,5363
Plcb3_+_6969730.23-P1P2,5362
Cybb_-_9469218.23-P1P2,5362
Plekhg5_+_152086939.23-P1P2,5362
Trip4_-_65884760.23-P1,5361
Trem2_-_48346829.23-P1P2,5360
Wipi1_-_109611317.23-P1P2,5360
Psen2_-_180229921.23-P2,5359
Disc1_+_125054142.23-P1P2,5358
Bap1_+_31251530.23-P1P2,5358
Nrbf2_+_67285284.23-P1P2,5357
Jun_-_95052113.23-P1P2,5354
