sgRNA,counts
Ccl2_+_82035669.23-P1P2,4778
Atp5c1_+_10080390.23-P1P2,4778
Reps1_-_18055613.23-P1P2,4777
Kat2a_-_100712405.23-P1P2,4777
Gch1_-_47189367.23-P1P2,4777
Kcnh8_-_52602781.23-P1P2,4777
Mapk8_+_33447083.23-P1P2,4776
Dcx_-_143932881.23-P1P2,4776
Htr2a_+_74640974.23-P1P2,4776
Axin2_+_108920879.23-P1P2,4776
Mag_+_30914750.23-P1P2,4776
Wdr41_+_94976396.23-P1P2,4775
Sybu_+_44752192.23-P1P2,4774
Blzf1_+_164307252.23-P1P2,4774
Uchl4_+_64235379.23-ENSMUST00000039011.3,4772
Ifng_-_118441123.23-P1P2,4772
Dst_+_34011885.23-P1P2,4772
Ostm1_-_42678933.23-P1P2,4769
Map2k5_-_63377839.23-P1P2,4769
Rtn2_-_19291176.23-P1,4769
Cwf19l1_-_44135775.23-P1P2,4768
Phpt1_-_25574827.23-P1P2,4768
Psmc2_+_21785319.23-P1,4768
Tmem175_-_108629892.23-P1P2,4767
Map2_+_66175349.23-P1,4766
Vcp_+_43000058.23-P1P2,4766
Fgf2_+_37348349.23-ENSMUST00000138563.2,4765
Stxbp5l_+_37384904.23-P1P2,4765
Glp1r_+_30902206.23-P1P2,4765
Eif4g2_+_111082977.23-P1,4764
Jun_+_95052147.23-P1P2,4764
"Kcnma1_+_23803231.23-ENSMUST00000172099.2,ENSMUST00000074983.6",4764
Bhlhb9_+_135885904.23-P1P2,4763
Mfn2_+_147904648.23-P1P2,4763
Csnk2a1_-_152226588.23-P1P2,4762
Ifit3_+_34583508.23-P1P2,4760
Txnrd1_-_82859456.23-P1P2,4759
Map2k2_+_81106003.23-P1P2,4759
H2-M10.6_+_36812199.23-ENSMUST00000041398.4,4759
Dnah12_+_26771262.23-ENSMUST00000073309.4,4759
Dnah2_+_69544351.23-ENSMUST00000035539.5,4758
Calm4_-_3838036.23-ENSMUST00000042219.4,4757
Cacna1a_+_84415379.23-ENSMUST00000121390.1,4757
Npy_-_49822750.23-P1P2,4757
Crp_+_172698134.23-P1P2,4757
Prkra_+_76647955.23-P1P2,4757
Gsto1_-_47855050.23-P1P2,4756
Notch3_+_32166647.23-P1P2,4756
Wfs1_-_36988929.23-P1P2,4755
H2-M11_+_36547339.23-ENSMUST00000041964.6,4754
Cacna1a_+_84415370.23-ENSMUST00000121390.1,4753
Csnk1e_+_79441805.23-P1P2,4753
Peg12_-_62464481.23-P1P2,4753
Prkca_-_108343647.23-P1P2,4752
Htt_-_34761777.23-P1P2,4751
Chrm5_+_112480728.23-ENSMUST00000099589.2,4751
Ak4_+_101419714.23-P1P2,4750
Il2_-_37125975.23-P1P2,4750
Ireb2_+_54863985.23-P1P2,4748
Pde4a_+_21165789.23-P2,4747
Htr1a_-_105443847.23-P1P2,4747
Cox8a_-_7217556.23-P1P2,4746
Pars2_-_106651207.23-P1P2,4746
Tfam_-_71238037.23-P1P2,4745
Map2_-_66322043.23-P2,4744
Actr1a_+_46395721.23-P1P2,4744
Ndufv2_+_66101487.23-P1P2,4743
Zfp46_+_136286136.23-P2,4743
Ccdc88c_+_101028848.23-P1P2,4743
Glb1_+_114401173.23-P1P2,4743
"Oxr1_+_41447313.23-ENSMUST00000110297.2,ENSMUST00000090096.4",4743
Nbn_-_15958024.23-P1P2,4743
Ndufa7_-_33824590.23-P1P2,4742
Slc33a1_+_63964558.23-P1P2,4742
Tfeb_-_47737113.23-P1P2,4742
Pik3r4_+_105643040.23-P1P2,4741
Il18_-_50555057.23-P1P2,4740
Grin2d_-_45866986.23-P1,4739
Cox8b_+_140900383.23-P1P2,4739
Slc9a5_-_105348165.23-P1P2,4737
Cyp2d26_+_82794179.23-P1P2,4736
Lrpprc_-_84790505.23-P1P2,4735
Cd200_+_45408862.23-P1P2,4735
non-targeting_01977,4734
Map3k11_+_5688807.23-P2,4734
Elavl2_+_91376460.23-P1P2,4733
Sybu_-_44752125.23-P1P2,4732
Ndufa9_-_126849104.23-P1P2,4732
Oard1_+_48410034.23-P1P2,4732
Nox4_+_87246794.23-P1P2,4731
Map3k11_+_5688972.23-P2,4729
Pten_-_32757878.23-P1P2,4729
Erlin2_+_27024051.23-P1P2,4729
Dnah7c_+_46609334.23-ENSMUST00000178395.1,4728
Tnfrsf1b_-_145246790.23-P1P2,4728
Pnpt1_+_29130731.23-P1P2,4727
Rtn2_-_19291114.23-P1,4726
Stx1a_+_135041187.23-P2,4726
Igfals_+_24878839.23-P1P2,4725
Trp53_+_69580414.23-P1P2,4725
Pin1_-_20652171.23-P1P2,4725
Snap25_+_136713530.23-P1P2,4723
Sdf4_+_155993329.23-P1P2,4722
Fzd3_-_65262235.23-P1P2,4722
Ndufa10_+_92473733.23-P1P2,4721
Apod_+_31314535.23-P1P2,4721
Inf2_+_112588869.23-P1,4720
Dnajb2_-_75236466.23-P1P2,4718
Ndufab1_+_122101618.23-P1P2,4718
Tfpi2_-_3968332.23-P1P2,4718
Upk3b_+_136038768.23-P1P2,4717
Apc_-_34220977.23-P1,4714
Daxx_-_33909552.23-P1P2,4714
Adora2b_+_62249024.23-P1P2,4714
Abcb6_+_75180332.23-P1P2,4712
Raf1_-_115676241.23-P1P2,4712
Slc30a10_-_185455120.23-P1P2,4712
Vps13d_+_144974661.23-ENSMUST00000097796.2,4711
Nfe2l2_-_75704506.23-P1P2,4710
Tomm40l_+_171222367.23-P1P2,4710
Cyld_-_88697111.23-P1P2,4710
Acbd5_-_23069112.23-P1P2,4710
Cxcr4_-_128592263.23-P1P2,4709
Ripk1_-_34002482.23-P1P2,4707
Pnp2_-_50956196.23-P1P2,4707
Camk2b_-_6065293.23-P1P2,4707
Exosc1_-_41933255.23-P1P2,4707
Rmdn1_+_19575246.23-P1P2,4706
Hexa_-_59539716.23-P1P2,4705
Kat2a_+_100712412.23-P1P2,4704
Gdnf_-_7811114.23-P1P2,4704
Cav2_-_17281381.23-P1P2,4704
Prph_+_99055177.23-P1P2,4703
Fadd_-_144582383.23-P1P2,4702
Sirt6_+_81627573.23-P1P2,4701
Csf1r_+_61105864.23-P1P2,4701
Pde4a_+_21165770.23-P2,4700
Atp5d_+_80142413.23-P1P2,4699
Tmed9_-_55593204.23-P1P2,4697
Mars2_+_55237298.23-P1P2,4697
Itm2b_+_73368327.23-P2,4696
Mtmr2_+_13749203.23-P1P2,4696
Slc25a38_-_120114961.23-P2,4695
Bscl2_+_8840565.23-P1,4695
Tmem184b_-_79403223.23-P1P2,4695
Ddit3_-_127290848.23-P1P2,4695
Snx14_-_88438879.23-P1P2,4695
Prx_-_27507885.23-P2,4694
Cast_+_74807868.23-P1P2,4693
Wnt7b_-_85577852.23-P2,4693
Txn1_-_57956283.23-P1P2,4691
Nhlrc2_-_56548565.23-P1P2,4691
Polg_-_79466126.23-P1P2,4689
Mag_+_30914839.23-P1P2,4689
Serpinf1_+_75422454.23-P1P2,4689
Prdm8_+_98181057.23-P1P2,4688
Sgcg_+_61258358.23-P1P2,4688
Kcnc3_-_44590934.23-ENSMUST00000107906.3,4687
Vamp1_+_125215588.23-P1,4686
Snx27_+_94582490.23-P1P2,4685
Pick1_+_79229610.23-P1P2,4684
Apc2_+_80301063.23-P1,4684
non-targeting_01689,4683
2410137M14Rik_-_36981171.23-P1P2,4682
Wnt10a_+_74792105.23-P1P2,4682
Ttbk2_+_120850338.23-P1P2,4680
Ntf3_-_126164867.23-P1,4680
Nudt1_-_140331964.23-P1P2,4679
Wnt16_+_22288296.23-P1P2,4678
Bean1_-_104170634.23-P1P2,4678
Ndrg2_+_51913334.23-P1P2,4678
Gapdh_-_125165238.23-P1P2,4676
non-targeting_02917,4676
Egr2_-_67535511.23-P2,4676
Scarb1_-_125340946.23-P1P2,4675
Cox6a2_-_128206317.23-P1P2,4674
Cyp27a1_+_74713574.23-P1P2,4673
Cdk11b_-_155624951.23-P1P2,4672
Cpt1c_-_44974770.23-P1P2,4672
Stx1a_+_135023593.23-P1,4669
Dnah9_+_66168311.23-P1P2,4669
Wnt3a_-_59290754.23-P1P2,4669
Pin1_+_20652160.23-P1P2,4669
Taf15_+_83473105.23-P1P2,4667
Traf2_+_25546852.23-P1P2,4667
Frat2_-_41848066.23-P1P2,4667
Psmc1_-_100110193.23-P1P2,4666
Ucp2_-_100498187.23-P2,4666
Coq7_+_118533226.23-P1P2,4665
Cdca5_-_6085137.23-P1P2,4665
Mfsd8_-_40846813.23-P1P2,4665
Kdm1a_+_136602674.23-P1P2,4663
Pnpla6_+_3516904.23-P2,4661
Atp1a3_-_25005910.23-P1P2,4661
Prkcg_+_3303638.23-P1P2,4661
Cox7a1_-_30184222.23-P1P2,4660
Reep2_+_34840671.23-P1P2,4660
Pdyn_-_129699756.23-P1P2,4659
Blmh_-_76945785.23-P1P2,4658
Ppif_+_25694214.23-P1P2,4658
Fasl_-_161788348.23-P1P2,4657
Mfsd8_-_40846817.23-P1P2,4656
Ampd2_-_108085370.23-P2,4656
Grin2c_+_115267213.23-P1P2,4654
Tiparp_+_65528489.23-P1P2,4654
Ndufa1_+_37191084.23-P1P2,4654
Tpp1_+_105751986.23-P1P2,4653
Eif2b4_+_31193089.23-P1P2,4653
Decr1_-_15945306.23-P1P2,4652
Prickle2_-_92481342.23-P2,4652
Sirt1_+_63338996.23-P1P2,4652
Agtpbp1_-_59557244.23-P1P2,4652
Stc1_-_69029835.23-P1P2,4652
Ins2_-_142699459.23-P2,4650
Emilin1_-_30913503.23-P1P2,4648
Kcnc3_-_44590701.23-ENSMUST00000107907.2,4648
Zfp629_-_127615225.23-P1P2,4648
Cacna1b_-_24763096.23-P1P2,4646
Cybb_-_9469045.23-P1P2,4646
Ngf_-_102469945.23-P1P2,4646
Ubap1_-_41349094.23-P1P2,4646
Ap4e1_-_127008765.23-P1P2,4645
Psmd11_+_80428698.23-P1P2,4644
Decr1_+_15945214.23-P1P2,4644
Serpina3m_+_104387049.23-P1P2,4643
Pi4ka_-_17405814.23-P1P2,4641
Pmpcb_+_21737169.23-P1P2,4641
Cant1_-_118418990.23-P1P2,4641
Gsn_+_35282461.23-P2,4640
Chat_+_32460870.23-P1,4640
Tubb3_-_123411667.23-P1P2,4639
Entpd1_-_40659854.23-P1P2,4639
Dnah2_+_69544317.23-ENSMUST00000035539.5,4638
Ctrl_-_105933815.23-P1P2,4637
Atrx_+_105929153.23-P1P2,4637
Sdhd_+_50603597.23-P1P2,4637
Pak3_-_143664367.23-P1,4636
Upk3b_+_136038760.23-P1P2,4635
Hdac2_+_36974586.23-P1P2,4635
H2-M10.1_+_36326107.23-ENSMUST00000025322.7,4633
Uba7_-_107983003.23-P2,4632
Msh2_-_87672598.23-P1P2,4632
Mthfr_+_148041442.23-P2,4631
Fzd7_+_59482170.23-P1P2,4630
Rpgrip1_+_52110974.23-P1P2,4629
Slc12a1_-_125152617.23-P1P2,4629
Pdha1_-_160138295.23-P1P2,4629
Psma4_+_54951034.23-P1P2,4629
Atg2a_+_6241735.23-P1P2,4629
Ndufa11_-_56717842.23-P1P2,4627
Pmp22_-_63131600.23-P1,4625
Il1b_+_129371096.23-P1P2,4624
Prx_-_27499397.23-P1,4624
Egf_+_129755229.23-P1P2,4623
Fgd4_+_16600037.23-P1P2,4623
Trpm2_+_77969742.23-P1P2,4622
Ahsg_+_22892121.23-P1P2,4622
Pik3cg_+_32208598.23-P1P2,4622
Kif1b_+_149307670.23-P1P2,4622
Cxcl10_-_92348867.23-P1P2,4621
Agpat3_-_78352301.23-P1P2,4621
Psmc6_-_45329837.23-P1P2,4620
Sirt7_+_120624760.23-P1P2,4620
non-targeting_00635,4620
Homer1_+_93304091.23-P1P2,4619
Serpina3b_-_104128031.23-P1P2,4618
Csf1r_+_61105913.23-P1P2,4618
Slc44a1_+_53440528.23-P1P2,4618
Pon2_+_5298272.23-P1P2,4615
Kif20b_-_34922410.23-P1P2,4615
Kat2b_+_53567044.23-P1P2,4614
Ndufa6_-_82354164.23-P1P2,4614
Ppp3ca_-_136670230.23-P1P2,4612
Nfkbia_+_55492411.23-P1P2,4611
Dnajb1_-_83608281.23-P1P2,4611
Ube2j1_+_33031583.23-P1P2,4609
Cdk6_+_3343932.23-P1P2,4609
Med25_+_44892353.23-P1P2,4608
Reep1_-_71707878.23-P1P2,4607
Dnah7c_+_46609149.23-ENSMUST00000178395.1,4605
non-targeting_01591,4605
Mthfr_-_148041173.23-P2,4605
Sema6b_-_56133802.23-P2,4604
Tuba4a_-_75218965.23-P1P2,4602
Mak16_+_31168699.23-P1P2,4602
Blvra_-_127070730.23-P1,4602
Lmnb1_-_56707753.23-P1P2,4600
Prkcb_-_122289143.23-P1P2,4600
Sox2_-_34650204.23-P1P2,4599
Fth1_+_9982760.23-P1P2,4599
Psmd13_+_140882418.23-P1P2,4598
Dock2_+_34783836.23-P1P2,4598
Idua_+_108669491.23-P1P2,4598
Mme_-_63300205.23-P1,4598
Bcl2l1_-_152831471.23-P2,4597
Echs1_-_140116398.23-P1P2,4597
Klf4_+_55532179.23-P1P2,4596
Pmp22_+_63133171.23-P2,4596
Cyc1_-_76343557.23-P1P2,4596
Sds_+_120476593.23-P1P2,4596
Oxr1_-_41449136.23-ENSMUST00000179393.1,4596
Nhlrc2_-_56548688.23-P1P2,4595
Fzd1_+_4757992.23-P1P2,4594
Psmb6_-_70525438.23-P1P2,4594
Arhgef5_-_43265702.23-P1P2,4594
Ndufab1_+_122101643.23-P1P2,4593
Dpysl2_+_66868642.23-P1P2,4592
Calml3_-_3804226.23-P1P2,4592
Abhd16a_-_35089309.23-P1P2,4592
Hace1_-_45577930.23-P1P2,4591
Dnah3_-_120094953.23-P1P2,4590
Atp7a_+_106027272.23-P1P2,4590
Serpina1d_-_103773164.23-P1P2,4589
Abcd1_-_73716785.23-P1P2,4588
Ctsb_+_63122542.23-P1P2,4587
Gba_+_89202959.23-P1P2,4586
Pabpc4_+_123282723.23-P1P2,4586
non-targeting_01944,4586
Agrn_+_156197469.23-P1,4585
Cd200r1_-_44765839.23-P1P2,4585
Pin1_-_20652135.23-P1P2,4584
Ywhaz_-_36793615.23-P1P2,4584
Sbf1_-_89315243.23-P1P2,4583
Arsa_-_89476116.23-P1P2,4582
Cnr2_+_135895454.23-P1,4580
Ryr2_-_12106801.23-P1P2,4579
Mapk12_+_89140647.23-P1P2,4579
Nalcn_+_123627035.23-P1P2,4578
Psmc1_-_100110367.23-P1P2,4578
Ccl2_-_82035599.23-P1P2,4576
Fgf13_+_59134756.23-P1P2,4575
Apod_+_31314576.23-P1P2,4574
Cyp27a1_-_74713584.23-P1P2,4573
Nbr1_-_101552960.23-P1P2,4572
Pmpcb_+_21737187.23-P1P2,4572
Gria4_+_4796199.23-P1P2,4572
Glp1r_+_30901887.23-P1P2,4572
Ndufs2_-_171247080.23-P1,4572
Fas_-_34290685.23-P1P2,4570
Kl_+_150952697.23-P1P2,4570
Kl_+_150952746.23-P1P2,4569
Mapk8_+_33447119.23-P1P2,4568
Supt3_+_44777321.23-P1P2,4567
Slc11a2_+_100423038.23-P1,4566
Esr2_+_76177056.23-P1P2,4566
Ntf3_-_126166687.23-P2,4565
Uba7_+_107975642.23-P1,4564
Gjc2_+_59182780.23-P1P2,4564
Zfyve1_+_83597130.23-P1P2,4563
Nkx6-2_-_139582746.23-P1P2,4560
Ccl3_+_83649177.23-P1P2,4560
Capn2_-_182517489.23-P1P2,4559
Wnt8b_+_44493537.23-P1P2,4559
Cyp2d22_-_82380192.23-P1P2,4559
Gsk3b_+_38089544.23-P1P2,4559
Trpc3_+_36689939.23-P1P2,4559
Pon1_-_5193769.23-P1P2,4557
Rab5a_-_53479336.23-P1P2,4557
Cd55_+_130462657.23-P1P2,4557
Ang5_+_43957250.23-P1P2,4556
Atg12_+_46741527.23-P1P2,4556
Prnp_-_131909999.23-P1P2,4556
Xk_-_9272845.23-P1P2,4555
Sqstm1_-_50202980.23-P2,4553
Vegfb_-_6987631.23-P1P2,4553
Chrna7_+_63212456.23-P1P2,4553
Adam10_+_70679112.23-P1P2,4553
H2-M1_-_36672179.23-P1P2,4551
Dvl1_-_155847436.23-P1P2,4550
Hes3_+_152291651.23-P1P2,4550
Zfp74_-_29954002.23-P1P2,4550
Sirt6_-_81627476.23-P1P2,4549
Cycs_+_50566532.23-P1P2,4549
Atxn10_+_85336265.23-P1P2,4547
Chrm3_-_9878928.23-ENSMUST00000063093.9,4547
Serpina1a_-_103863619.23-P1P2,4547
Bcl11b_+_108004032.23-P1P2,4547
Dvl1_+_155847499.23-P1P2,4547
Gria2_-_80802659.23-P1P2,4546
Farsb_-_78488775.23-P1P2,4546
Cyp2d26_+_82794142.23-P1P2,4545
Stxbp5l_+_37384893.23-P1P2,4545
Cox4i1_+_120668305.23-P1P2,4544
Wipi1_+_109611323.23-P1P2,4542
Rmdn2_+_79615312.23-P1P2,4541
Hspd1_+_55087696.23-P1P2,4541
Wnk1_+_120038648.23-P1P2,4541
Atn1_-_124756685.23-P1P2,4541
Tmem106b_+_13069899.23-P1P2,4541
Slc52a3_+_151999923.23-P2,4540
Sbf1_+_89315238.23-P1P2,4540
F2rl3_+_72761969.23-P1P2,4540
Eif2b1_+_124579009.23-P1P2,4539
Gemin4_-_76243645.23-P2,4539
Blmh_+_76945735.23-P1P2,4537
Wnt11_-_98835150.23-P1,4537
Spast_-_74338764.23-P1P2,4536
Syne1_+_5550527.23-ENSMUST00000041639.5,4536
Npc2_-_84772898.23-P1P2,4536
Tac1_+_7555080.23-P1P2,4535
Txn2_-_77928928.23-P1,4535
Adora2a_-_75317156.23-P1P2,4534
Cd200r1_-_44765863.23-P1P2,4534
Pde8b_-_95222999.23-P2,4533
Ndufs2_-_171237359.23-P2,4533
Nrbf2_+_67285278.23-P1P2,4533
Wnt4_-_137277500.23-P1P2,4532
Stc1_-_69029491.23-P1P2,4531
Itpr1_-_108213149.23-P1P2,4530
Rasgrf1_-_89909938.23-P1P2,4530
Csnk1e_+_79442017.23-P1P2,4530
Apc_-_34247734.23-P2,4529
non-targeting_00746,4529
Cybb_-_9469271.23-P1P2,4528
Sqstm1_-_50210764.23-P1,4528
Cox7c_-_86046450.23-P1P2,4528
non-targeting_02894,4527
Slc33a1_+_63964529.23-P1P2,4527
Hprt_+_52988208.23-P1P2,4526
Map2k2_+_81105953.23-P1P2,4524
Nox1_-_134111770.23-P1P2,4524
H2-M10.5_+_36773111.23-ENSMUST00000041531.6,4524
Kctd7_-_130144929.23-P1P2,4523
Ppp1r1b_-_98348743.23-P1P2,4521
Naglu_+_101070337.23-P1P2,4521
Ascl1_+_87493583.23-P1P2,4521
Ndrg2_+_51913331.23-P1P2,4521
Serpina3k_-_104338604.23-P1P2,4520
Inpp4a_-_37299920.23-P1P2,4519
Ubb_-_62551792.23-P1P2,4519
Casp6_-_129901515.23-P1P2,4517
Ucp2_-_100493402.23-P1,4515
Blmh_-_76945799.23-P1P2,4515
Gsr_+_33653663.23-P1P2,4515
Tecpr2_+_110889276.23-P1P2,4515
Tbk1_-_121586491.23-P1P2,4515
Dnah3_-_120095306.23-P1P2,4514
Slc17a7_-_45163983.23-P1P2,4514
Cx3cl1_-_94772225.23-P1P2,4513
Adcyap1_+_93199228.23-P1P2,4513
Nedd4_+_72662532.23-P1P2,4513
Clcn2_+_20716077.23-P1,4513
Atxn3_+_101958153.23-P1P2,4512
Npc1_-_12236302.23-P1P2,4512
Hspb3_-_113663621.23-P1P2,4511
Ubc_-_125389710.23-P1P2,4511
Glo1_-_30612626.23-P1P2,4510
Hif1a_-_73908027.23-P1P2,4510
non-targeting_00663,4508
Bax_-_45466810.23-P1P2,4508
Pdk3_-_93832123.23-P1P2,4507
Myoc_-_162639568.23-P1P2,4507
F2rl3_+_72761911.23-P1P2,4507
Serpina3b_+_104128470.23-P1P2,4506
Fzd9_+_135251223.23-P1P2,4506
Bap1_-_31251659.23-P1P2,4506
Ahsg_+_22892098.23-P1P2,4505
Grin2d_+_45870909.23-P2,4504
Raf1_+_115676486.23-P1P2,4504
Fas_-_34290722.23-P1P2,4502
Esr1_+_4710170.23-P1P2,4501
Mpg_-_32226571.23-P1P2,4501
Dnajc5_+_181520591.23-P1P2,4499
Pank2_-_131262721.23-P1P2,4498
Grin2d_-_45866980.23-P1,4497
Padi4_+_140750530.23-P2,4496
Dbn1_-_55488009.23-P1P2,4495
Ap4e1_-_127008747.23-P1P2,4493
Myd88_+_119339984.23-P1P2,4493
Kpna3_-_61439779.23-P1P2,4493
Lrp6_-_134566975.23-P1P2,4492
Hsd17b6_-_128007562.23-P1P2,4492
Wdr45_-_7722343.23-P1P2,4490
Ubc_+_125389695.23-P1P2,4489
Atp7a_+_106027325.23-P1P2,4489
Tsen54_+_115814782.23-P1P2,4488
Derl1_-_57892425.23-P1P2,4488
Ngb_-_87102298.23-P1P2,4488
Lrpprc_+_84790818.23-P1P2,4487
Grin2a_+_9995035.23-P1P2,4487
Ung_-_114131232.23-P1P2,4486
Stxbp1_-_32846950.23-P1P2,4486
Hmox1_+_75093674.23-P1P2,4485
Gba_-_89203337.23-P1P2,4484
Atp6ap2_+_12588056.23-P1P2,4483
Cav2_-_17281307.23-P1P2,4483
Trim2_+_84259729.23-P2,4483
H2-M1_-_36672144.23-P1P2,4481
Vegfb_-_6987340.23-P1P2,4481
Anxa1_+_20390291.23-P1P2,4480
Il13_+_53634645.23-P1P2,4479
Pmp2_-_10197220.23-P1P2,4478
Dvl2_-_70000835.23-P1P2,4477
Cstb_-_78425801.23-P1P2,4476
Ywhag_-_135934553.23-P1P2,4476
Ndufs4_+_114388046.23-P1P2,4476
Pde10a_-_8801797.23-P1P2,4476
Aga_+_53511885.23-P1P2,4475
Ang6_-_44002249.23-ENSMUST00000096869.2,4475
Daxx_-_33909733.23-P1P2,4474
Mog_-_37023236.23-P1P2,4473
Dntt_+_41029436.23-P1P2,4472
Psmd2_-_20651965.23-P1P2,4472
Ina_+_47014696.23-P1P2,4472
Gria2_+_80802581.23-P1P2,4471
Nkx6-2_-_139582760.23-P1P2,4471
Dock2_+_34783779.23-P1P2,4470
non-targeting_02660,4470
Cox6a2_-_128206303.23-P1P2,4470
Psmd7_-_107588373.23-P1P2,4468
Cadm3_-_173367607.23-P1P2,4467
Tubb4b_+_25224686.23-P1P2,4467
Vac14_-_110618675.23-P1P2,4466
Vamp1_+_125231320.23-P2,4466
Gcdh_+_84893731.23-P1P2,4466
Vapb_-_173737802.23-P1P2,4466
Pde4d_+_109953895.23-P1P2,4466
Axin1_-_26138759.23-P1P2,4464
Hif1a_+_73908049.23-P1P2,4463
Gemin4_+_76217516.23-P1,4463
S100b_-_76253958.23-P1P2,4463
Axin1_-_26138698.23-P1P2,4462
Slc6a3_-_73536819.23-P1P2,4461
Fzd5_-_64737710.23-P1P2,4461
Alg14_-_121291760.23-P1P2,4460
Ins2_+_142679617.23-P1,4460
Stat3_+_100939441.23-P1P2,4459
Klc3_+_19399873.23-P1,4459
Tcerg1_-_42511576.23-P1P2,4458
Vps37a_-_40511872.23-P1P2,4457
Pmp22_+_63131597.23-P1,4456
Fbln5_-_101818829.23-P1P2,4455
Esr1_+_4710188.23-P1P2,4455
Ndufs5_+_123718182.23-P1P2,4455
Psmd6_-_14120938.23-P1P2,4455
Chek2_+_110840031.23-P1P2,4454
Polg_+_79466143.23-P1P2,4454
Tnfrsf21_-_43016618.23-P1P2,4454
Rmdn2_+_79615289.23-P1P2,4453
Epha8_-_136956721.23-P1P2,4452
Casp3_-_46617457.23-P1P2,4452
Cnp_+_100575190.23-P1P2,4451
Egr2_+_67537933.23-P1,4451
"Rims2_+_39198200.23-ENSMUST00000082054.5,ENSMUST00000042917.9",4451
Unc13a_-_71671704.23-P1P2,4450
Map2_+_66175341.23-P1,4450
Clcn2_-_20717752.23-P2,4450
Mgst3_-_167393753.23-P1P2,4449
Dnah1_+_31323845.23-ENSMUST00000048603.7,4446
Aldh18a1_+_40588329.23-P1P2,4446
Rab10_-_3309900.23-P1P2,4445
Elavl1_+_4324847.23-P1P2,4445
Inf2_-_112588803.23-P1,4445
Abcb1b_+_8798198.23-P1P2,4443
Bcl6_+_23988610.23-P1P2,4443
Ndufc2_-_97400102.23-P1P2,4443
Dync1h1_+_110601508.23-P1P2,4442
Ndufa13_-_69902766.23-P1P2,4442
Nfe2l2_-_75704432.23-P1P2,4441
Gemin4_+_76217521.23-P1,4440
Trip4_+_65908766.23-P2,4440
Hmgb1_+_149051418.23-P2,4438
Ccdc88c_-_101028785.23-P1P2,4438
Atp2a3_-_72961255.23-P1P2,4438
Hdac1_+_129542673.23-P1P2,4436
Fam168b_+_34842926.23-P1P2,4436
Cyp2d34_+_82620645.23-P1P2,4435
Hsd17b10_-_152001934.23-P1P2,4435
Becn1_+_101302209.23-P1P2,4434
Atp5c1_-_10080404.23-P1P2,4434
Tomm40_-_19715192.23-P1P2,4433
Gpx6_+_21312236.23-P1P2,4433
C9_+_6445373.23-P1P2,4432
Nqo2_-_33964794.23-P1P2,4429
Vegfa_+_46032262.23-P1P2,4428
Chrm1_-_8664148.23-P1P2,4428
Serpinf1_+_75422320.23-P1P2,4428
Cxcl10_-_92348844.23-P1P2,4427
Znhit3_-_84916259.23-P1P2,4427
Dnm1l_+_16358949.23-P1P2,4427
Cox5b_+_36691787.23-P1P2,4426
Opa1_+_29579439.23-P1P2,4426
Nr3c1_-_39490624.23-P1P2,4426
non-targeting_02666,4424
Ndufb3_+_58586801.23-P1P2,4423
Ptges_+_30930061.23-P2,4423
non-targeting_04319,4422
F2rl3_-_72762014.23-P1P2,4421
Ube2l3_+_17201370.23-P1P2,4421
Ubqln2_+_153498262.23-P1P2,4420
Atg13_-_91710352.23-P1P2,4420
Samd9l_+_3399140.23-P1P2,4419
Ubtf_-_102318938.23-P1P2,4418
Zfp629_-_127615237.23-P1P2,4417
Lmx1b_+_33640862.23-P1P2,4417
Ntf3_-_126164937.23-P1,4417
Pten_+_32757668.23-P1P2,4416
Txndc5_-_38528746.23-P1P2,4416
Slc11a2_+_100424095.23-P2,4416
Epha8_+_136956786.23-P1P2,4415
Gemin4_-_76243713.23-P2,4415
Tomm20_-_126945841.23-P1P2,4413
Atp5b_+_128083388.23-P1P2,4413
Hspd1_+_55087838.23-P1P2,4413
Prickle2_-_92706209.23-P1,4412
Rb1_-_73325637.23-P1P2,4410
non-targeting_03685,4410
Kidins220_-_24975155.23-P1P2,4410
Cycs_+_50566575.23-P1P2,4410
Atg7_-_114643203.23-P1P2,4407
Lrriq3_-_155093557.23-P1P2,4407
Cyp2d11_+_82393541.23-ENSMUST00000170255.1,4407
Tpp2_+_43934062.23-P1P2,4407
Ccdc88c_-_101028895.23-P1P2,4406
Cdk11b_+_155624981.23-P1P2,4405
Slc1a3_-_8710257.23-P1P2,4405
Eef2_+_81176724.23-P1,4403
Wnt1_+_98789857.23-P1P2,4402
Bean1_+_104170576.23-P1P2,4402
Rb1cc1_+_6214721.23-P1P2,4401
Erbb4_+_69108533.23-P1P2,4401
Ang4_+_51773574.23-P1P2,4400
Uqcrh_+_116074989.23-P1P2,4400
Dbh_+_27165532.23-P1P2,4400
Rbfox3_-_118909460.23-P1P2,4400
Elovl4_-_83806064.23-P1P2,4399
Metrn_-_25796968.23-P1P2,4398
Gria4_+_4796217.23-P1P2,4398
Calm4_-_3838144.23-ENSMUST00000042219.4,4396
Abl1_+_31688585.23-P1P2,4395
Cox7a2_-_79759789.23-P1P2,4394
Erlin2_+_27023920.23-P1P2,4394
Vps53_+_76179599.23-P1P2,4393
Trap1_+_4077789.23-P1P2,4392
Ripk1_+_34002467.23-P1P2,4392
Vdac3_-_22593696.23-P1P2,4392
Ndufv1_-_4012638.23-P1P2,4391
Tead1_+_112679346.23-P1P2,4389
Wnt4_-_137277529.23-P1P2,4389
