sgRNA,counts
Eda2r_+_97377084.23-P1P2,663
Mta2_-_8942059.23-P1P2,663
Hmgb3_-_71556008.23-P1P2,663
Ttbk2_+_120850338.23-P1P2,663
Opa1_+_29579439.23-P1P2,663
Tas1r1_+_152038391.23-P1P2,663
non-targeting_02735,663
Rheb_-_24842348.23-P1P2,663
Entpd2_+_25395945.23-P1P2,663
Prss12_-_123447197.23-P1P2,663
Ica1l_-_60043060.23-P1P2,663
Cks2_-_51645560.23-P1P2,663
Stmn3_-_181314255.23-P1P2,663
3110035E14Rik_-_9601228.23-P1P2,663
Cdk5r2_-_74854965.23-P1P2,663
Epb4.1_+_132049058.23-P2,663
Sgcz_+_38661541.23-P1P2,663
Dact2_-_14203687.23-P1P2,663
Fkbp1a_-_151542590.23-P1P2,663
Sqstm1_-_50210764.23-P1,663
Ptn_+_36809992.23-P1P2,663
Calr3_-_72443654.23-P1,663
Hspb2_-_50752107.23-P1P2,663
Ide_-_37337847.23-P1P2,663
Gabra5_-_57509519.23-P1P2,663
Atad2_-_58135035.23-P1P2,663
non-targeting_01448,663
Ifi30_-_70766641.23-P1P2,663
Usp4_-_108347933.23-P1P2,663
Rrp15_-_186749096.23-P1P2,663
Fam188a_-_12419398.23-P1P2,663
Pcdh7_-_57719126.23-P2,663
Entpd1_+_40660068.23-P1P2,663
Ftl1_-_45459848.23-P1P2,663
Mrps2_+_28468106.23-P1P2,663
non-targeting_00954,663
Fcho1_-_71723106.23-P1,663
non-targeting_01143,663
Supv3l1_-_62449675.23-P1P2,663
Dcaf13_-_39112892.23-P1P2,663
Zbtb7b_+_89393147.23-P1P2,663
Commd2_+_57651694.23-P1P2,663
Tbck_+_132684228.23-P1P2,663
Pask_-_93342739.23-P1P2,663
B3galnt2_-_13954676.23-P1P2,663
Pyroxd1_+_142345697.23-P1P2,663
Wdr6_-_108578442.23-P1P2,662
Pcdhb3_+_37300955.23-P1P2,662
Plxna1_-_89362565.23-P1P2,662
Tmem8b_-_43669360.23-P1P2,662
Cd34_-_194938971.23-P1P2,662
Alad_+_62519887.23-P1P2,662
Gsta3_+_21240876.23-P1P2,662
Gigyf1_+_137519090.23-ENSMUST00000031727.7,662
Dnajc15_+_77874885.23-P1P2,662
Sema4d_+_51734690.23-P2,662
Rabepk_+_34799762.23-P1P2,662
Dhps_-_85071835.23-P1P2,662
Peo1_-_45006770.23-P1P2,662
Gabpb1_-_126675441.23-P1P2,662
Mex3b_-_82867379.23-P1P2,662
Dynll2_-_87987471.23-P1P2,662
Arl4c_+_88702002.23-P1P2,662
Rarg_-_102246236.23-P1,662
Egr3_-_70077395.23-P1P2,662
Rab5c_+_100738188.23-P1P2,662
Ikbip_-_91083078.23-P1P2,662
Rpf2_+_40246987.23-P1P2,662
Scara3_-_65953693.23-P1P2,662
Slc38a9_+_112660798.23-P1P2,662
Crtc3_+_80688797.23-P1P2,662
non-targeting_00003,662
Hax1_-_89998673.23-P1P2,662
Gpr19_+_134897852.23-P1,662
Pdcd6ip_-_113708205.23-P1P2,662
Copz1_-_103273114.23-P1P2,662
Bzw1_-_58393251.23-P1P2,662
Vps37c_-_10688828.23-P1P2,662
Chek2_-_110840048.23-P1P2,662
Tle6_-_81600824.23-P2,662
Avp_-_130582547.23-P1P2,662
Serpinh1_-_99353086.23-P1P2,662
Lmbrd2_-_9140591.23-P1P2,662
Rxrb_+_34031826.23-P1P2,662
Mcam_-_44134684.23-P1P2,662
Rnf6_+_146221385.23-P1P2,662
Prpf40a_+_53191175.23-P1P2,662
Rnf39_-_36942983.23-P1P2,662
Ncoa7_-_30803108.23-P1P2,662
Lats1_+_7681266.23-P1P2,662
Zswim4_-_84237029.23-P1P2,662
Zc3h15_+_83644599.23-P1P2,662
Enox2_+_49288229.23-P1P2,662
Atxn7_+_14012743.23-P1P2,662
Tctex1d2_-_32419811.23-P1P2,662
Txn2_-_77928928.23-P1,662
"Tacc2_+_130577419.23-ENSMUST00000059145.7,ENSMUST00000084513.4",662
Zfp438_-_5334371.23-P1P2,662
Crlf3_+_80080928.23-P1P2,662
Zscan29_-_121170901.23-P1P2,662
Cspg5_+_110246233.23-P1P2,662
Ddx21_+_62602236.23-P1P2,662
Slc38a9_+_112660845.23-P1P2,662
Zfp324_+_12966218.23-P1P2,662
Snupn_-_56950953.23-P1P2,662
Pnmal1_-_16959775.23-P1P2,662
Tmx4_-_134644096.23-P1P2,662
Bola2_-_126695978.23-P1P2,662
Prickle2_+_92481112.23-P2,662
Lhfpl2_-_94057826.23-P1,662
Nsun6_-_15055010.23-P2,662
Ccna2_-_36571919.23-P1P2,662
Dlst_+_85110903.23-P1P2,662
Mamdc4_-_25571230.23-P1,662
Sostdc1_+_36314271.23-P1P2,662
Rad1_-_10486066.23-P1P2,662
Ssr4_-_73787204.23-P1P2,662
Cbx4_-_119086196.23-P1P2,662
Ash1l_+_88950284.23-P1P2,662
Pitpnm2_-_124187114.23-P2,662
Cap1_+_122885826.23-P1P2,662
Tmco6_+_36735131.23-P1P2,662
2510002D24Rik_+_18836676.23-P1P2,662
Cep164_+_45828583.23-P1P2,662
Rnf144b_-_47122761.23-P2,662
Hecw1_-_14523057.23-P1P2,662
Cox8a_+_7217540.23-P1P2,662
Luc7l_+_26253016.23-P1P2,662
Kpna1_+_35983469.23-P1P2,662
Fxr2_+_69632982.23-P1P2,662
Bloc1s1_+_128923284.23-P1P2,662
Pipox_+_77893724.23-P1P2,662
Rheb_-_24842351.23-P1P2,662
Ndufs1_-_63176484.23-P1P2,662
Svip_-_52005815.23-P1P2,662
Atp5e_-_174464090.23-P1P2,662
Gtf3c1_-_125707678.23-P1P2,662
Atg9a_+_75191972.23-P1P2,662
Dtx1_+_120711593.23-P1P2,662
Ndufa2_+_36744475.23-P1P2,662
Eapp_+_54695808.23-P1P2,662
Cct5_+_31601729.23-P1P2,662
Chac2_-_30986299.23-P1P2,662
Sucla2_-_73552829.23-P1P2,662
Pdcl3_+_38988063.23-P1P2,662
Ccdc85b_-_5457529.23-P1P2,662
Grrp1_-_134254086.23-P1P2,662
Mid2_-_140664981.23-P1P2,662
Siah2_+_58692044.23-P1P2,662
C030039L03Rik_-_27689515.23-P1,662
Tbc1d4_-_101608848.23-P1P2,662
Pfkm_+_98112280.23-P2,662
Zfp28_-_6383350.23-P1P2,662
Pnma2_+_66911264.23-P1P2,662
Slc14a1_-_78123332.23-P1,662
Enc1_-_97241334.23-P1P2,662
Pvr_+_19921027.23-P1P2,662
Bcl7a_+_123344896.23-P1P2,662
Zfp438_-_5334388.23-P1P2,662
Rasgrp4_-_29134992.23-P1P2,662
Ubtf_+_102318933.23-P1P2,661
Sugt1_+_79588048.23-P1P2,661
Atm_+_53536602.23-P1P2,661
Jazf1_+_53068587.23-P1P2,661
non-targeting_00164,661
B4galnt1_+_127165214.23-P1P2,661
Scn1b_+_31126935.23-P1P2,661
9030025P20Rik_+_14978951.23-ENSMUST00000061688.9,661
Myo6_+_80217853.23-ENSMUST00000127779.2,661
Nfatc3_+_106059651.23-P1P2,661
Tmem151a_+_5072068.23-P2,661
Dnajc6_+_101507960.23-P1P2,661
Gpr155_+_73386358.23-P1P2,661
Frem2_+_53657092.23-P1P2,661
Mgat4c_-_102374698.23-P1,661
Ppp2r5b_-_6235811.23-P1P2,661
Gpr37_-_25689833.23-P1P2,661
Lin52_-_84451520.23-P1P2,661
Srgap3_-_112947191.23-P1P2,661
Trnau1ap_+_132329506.23-P1P2,661
Cenpv_-_62539185.23-P1P2,661
Elmod1_-_53975269.23-P1P2,661
Hbs1l_-_21296334.23-P1P2,661
Klhdc1_+_69241926.23-P1P2,661
Nxf1_-_8757168.23-P1P2,661
Rps29_-_69159108.23-P1P2,661
Sys1_+_164461005.23-P1P2,661
Gabbr1_+_37050624.23-P2,661
Scai_-_39190677.23-P1P2,661
Pex7_-_19907664.23-P1P2,661
non-targeting_03202,661
Galnt11_-_25222950.23-P1,661
Cox7a1_-_30184245.23-P1P2,661
Clk2_+_89165019.23-P1P2,661
Cmpk1_+_114986928.23-P1P2,661
Srp54c_-_55239344.23-ENSMUST00000164243.1,661
Isca1_+_59769551.23-P1P2,661
Memo1_-_74294743.23-P1P2,661
2010111I01Rik_+_63015183.23-ENSMUST00000021911.8,661
Nudt17_+_96708294.23-P1P2,661
Drd1a_+_54055601.23-P1P2,661
Hnrnpr_+_136311039.23-P1P2,661
Cib2_-_54559876.23-P1P2,661
Recql_-_142386901.23-P1P2,661
Plcl1_-_55405929.23-P1P2,661
Zfp59_-_27838608.23-P1P2,661
Fam115a_-_42692995.23-P2,661
Thpo_-_20730508.23-P1P2,661
Slc41a1_+_131828007.23-P1P2,661
Col9a2_+_121053089.23-P2,661
Gfm2_-_97138046.23-P1P2,661
C030039L03Rik_+_27674710.23-P2,661
Pfkm_-_98108837.23-P1,661
Dgkg_-_22657184.23-P1P2,661
0610030E20Rik_-_72347388.23-P1P2,661
Asl_+_130024244.23-P1P2,661
Gabbr1_+_37050697.23-P2,661
Ewsr1_+_5098995.23-P1P2,661
Klhl13_-_23284669.23-ENSMUST00000115317.2,661
Trex1_-_109059218.23-P1P2,661
Epb4.1_-_132075183.23-P1,661
Cndp2_+_84681836.23-P1,661
Nipal3_-_135494481.23-P1P2,661
non-targeting_00647,661
Tead2_+_45215813.23-P1P2,661
2810408M09Rik_+_165493079.23-P1P2,661
Cap2_+_46502188.23-P1P2,661
9030624J02Rik_-_118740754.23-P1P2,661
Ivd_+_118862074.23-P1P2,661
Pwwp2b_-_139248573.23-P1P2,661
Ccdc39_+_33844236.23-P1P2,661
Csnk1g2_+_80629865.23-P2,661
Polr2a_+_69758605.23-P1P2,661
Gipr_+_19166054.23-P1P2,661
Nt5dc2_-_31134828.23-P1P2,661
Mrps18b_+_35916359.23-P1P2,661
Phf3_+_30873839.23-P1P2,661
Ppib_+_66060258.23-P1P2,661
Spock2_+_60106330.23-P1P2,661
Mtfmt_-_65435860.23-P1P2,661
Ulk3_-_57589576.23-P1P2,661
Nme3_+_24896508.23-P1P2,661
Sec61a2_+_5895317.23-P1P2,661
Tpst2_+_112288801.23-P2,661
Lmcd1_+_112273881.23-P1P2,661
Lsr_-_30973261.23-P1P2,661
Eepd1_+_25481937.23-P1P2,661
Arhgap29_+_121953296.23-P2,661
Tnfaip8l3_-_54068353.23-P1P2,661
Mtus2_+_148265235.23-P1P2,661
Cwc15_-_14500735.23-P1P2,661
Myh14_-_44670801.23-P2,661
Mbd4_+_115853345.23-P1P2,661
Chka_+_3851879.23-P1P2,661
Rwdd4a_-_47533683.23-P1P2,661
Clec16a_+_10545621.23-P1P2,661
Brca2_+_150522669.23-P1P2,661
Epc1_+_6516017.23-P2,661
Rrn3_-_13780801.23-P1P2,661
Arhgdia_-_120581214.23-P1P2,661
Nt5c_+_115491782.23-P1P2,661
Hspa9_+_34954056.23-P1P2,661
Ier3_+_35821827.23-P1P2,661
Kif18a_-_109280893.23-P1P2,661
Cog1_-_113649550.23-P1P2,661
Ptpn4_-_119837338.23-P1P2,661
Zfyve21_+_111814243.23-P1P2,661
Bach1_+_87699040.23-P1P2,661
Cars2_-_11550532.23-P1P2,661
Chchd7_+_3938986.23-P1P2,661
Prkcz_+_155345691.23-P1,661
Lamp3_-_19706312.23-P1P2,661
Igdcc4_-_65101537.23-P1P2,661
Gpam_+_55099404.23-P1,661
non-targeting_00425,661
Cox5b_+_36691549.23-P1P2,661
1810043G02Rik_-_77978683.23-P1P2,660
Serac1_+_6079690.23-P1P2,660
Has3_-_106870878.23-P1P2,660
Stk11_-_80115825.23-P1P2,660
Nt5dc3_+_86779078.23-P1P2,660
Vps25_+_101253775.23-P1,660
Ttc28_+_110879866.23-P1P2,660
Rdh5_+_128919233.23-P1P2,660
Mfap1b_+_121473987.23-P1P2,660
Tmem107_+_69070970.23-P1P2,660
Dennd1a_+_38287381.23-P1P2,660
Yars2_+_16303026.23-P1P2,660
1700052N19Rik_+_4432621.23-P1P2,660
Bsdc1_-_129461738.23-P1,660
non-targeting_04108,660
Rnf14_-_38296695.23-P1P2,660
Rab3gap1_-_127868817.23-P1P2,660
Slc6a6_-_91684143.23-P1P2,660
Nolc1_+_46076265.23-P1P2,660
Tnfaip3_-_19015288.23-P1P2,660
Lynx1_+_74752997.23-P1P2,660
Tmem200a_-_26078929.23-P1P2,660
Mfsd4_-_132067893.23-P1P2,660
Glb1l_-_75209374.23-P1,660
Fam53b_-_132813707.23-P1P2,660
Mrpl49_+_6057694.23-P1P2,660
non-targeting_03395,660
Psmb7_-_38643990.23-P1P2,660
Slc25a18_-_120773613.23-P1P2,660
Eid1_+_125673123.23-P1P2,660
Gm8909_+_36168455.23-P1P2,660
Cyp51_-_4104190.23-P1P2,660
Stox2_+_47289310.23-P1P2,660
Pltp_-_164857604.23-P1P2,660
Pcsk1n_-_7920044.23-P1P2,660
Hdhd3_-_62502201.23-P1P2,660
Zfp821_+_109705653.23-P1P2,660
Ash2l_+_25847286.23-P2,660
Bcas1_+_170427831.23-P2,660
Parp2_-_50807978.23-P1P2,660
Dlgap3_-_127173125.23-P2,660
Brd2_-_34122588.23-P1,660
Pdia3_+_121413992.23-P1P2,660
Purg_-_33385890.23-P1P2,660
Ube2l6_+_84798900.23-P1P2,660
Rplp0_-_115559539.23-P1P2,660
Hspa5_-_34772127.23-P1P2,660
Cmpk1_-_114987249.23-P1P2,660
Lgals8_-_12461430.23-P1P2,660
Dbn1_-_55488013.23-P1P2,660
Crlf2_-_109558514.23-P1P2,660
Cul7_+_46650641.23-P1P2,660
Gm266_-_111485744.23-P1P2,660
Mbd1_-_74268254.23-P1P2,660
Heatr6_+_83753764.23-P1P2,660
Snapc5_-_64179323.23-P1P2,660
Prrc1_-_57354954.23-P1P2,660
Gm13306_-_42158136.23-ENSMUST00000098122.2,660
Smc3_+_53600645.23-P1P2,660
Dlgap4_+_156721094.23-P1P2,660
Gabbr1_-_37050666.23-P2,660
A2m_+_121636366.23-P1P2,660
Pth1r_-_110742500.23-P1,660
Slc20a1_-_129198876.23-P1P2,660
Abtb1_+_88841657.23-P1P2,660
Zfp462_-_54945064.23-P2,660
Fam19a5_-_87625313.23-P1P2,660
Dgat1_+_76511352.23-P1P2,660
non-targeting_02704,660
Ankrd39_-_36547140.23-P1P2,660
Baalc_+_38933230.23-P1P2,660
Itm2b_+_73368327.23-P2,660
Sertad1_+_27486961.23-P1P2,660
non-targeting_02956,660
Vstm2a_+_16257803.23-P1P2,660
Sec22a_-_35363809.23-P1P2,660
Dag1_-_108263793.23-P1P2,660
Ccdc58_-_36072347.23-P1P2,660
2410127L17Rik_-_18670837.23-P1P2,660
Rps24_-_24490758.23-P1P2,660
Gpr26_+_131966698.23-P1P2,660
Idi1_+_8885984.23-P1P2,660
Plcg1_-_160731303.23-P1P2,660
Pla2g15_+_106150484.23-P1P2,660
Armc1_-_19162980.23-P1P2,660
Sdcbp_-_6365798.23-P1P2,660
Ipo4_+_55635543.23-P1P2,660
Slc7a6os_+_106210909.23-P1P2,660
1110008P14Rik_-_32381646.23-P1P2,660
Sepp1_-_3271371.23-P1P2,660
Moap1_+_102757771.23-P1,660
Kif5b_-_6241451.23-P1P2,660
Erp29_-_121452399.23-P1P2,660
Stk4_-_164074194.23-P1P2,660
Insm1_+_146222166.23-P1P2,660
9430023L20Rik_+_101284347.23-P1P2,660
Glod5_-_8018360.23-P1P2,660
Vstm2a_-_16257766.23-P1P2,660
Stard5_+_83632222.23-P1P2,660
Osbpl1a_+_12941621.23-ENSMUST00000074352.4,660
Nsun2_+_69612081.23-P1P2,660
Eef2k_-_120842949.23-P1P2,660
Map3k4_+_12232937.23-ENSMUST00000115691.2,660
Cdc14b_+_64248615.23-P2,660
Hscb_+_110839736.23-P1P2,660
D2hgdh_-_93825268.23-P1P2,660
Smarcal1_-_72583496.23-P1P2,660
Sorbs2_+_45507789.23-ENSMUST00000067107.7,660
Hax1_+_89998653.23-P1P2,660
Zfp326_-_105876604.23-P1P2,660
Trpc6_+_8544288.23-P1P2,660
Mtf1_-_124802579.23-P1P2,660
Malt1_+_65431030.23-P1P2,660
Arhgap36_-_49470602.23-P1P2,660
Cfdp1_+_111854317.23-P1P2,660
Gpr34_-_13632838.23-P1P2,660
Asb1_-_91540774.23-P1P2,660
Nae1_+_104534519.23-P1P2,660
Cacna1b_+_24763106.23-P1P2,659
Cdc42_+_137357655.23-P1P2,659
Ephx1_-_181017459.23-P1,659
Pik3ca_-_32397298.23-P1P2,659
Atp5g3_-_73911040.23-P1P2,659
Ctsf_+_4855202.23-P1P2,659
Tsnax_-_125013020.23-P1P2,659
Stk11_+_80115866.23-P1P2,659
Hes6_-_91414319.23-P2,659
Spsb4_-_97018739.23-P1P2,659
non-targeting_00233,659
Ccl3_-_83649326.23-P1P2,659
Zscan21_+_138117002.23-P1P2,659
Ppp1r3f_+_7574157.23-ENSMUST00000150787.1,659
Wdr45_+_7722302.23-P1P2,659
P2rx4_-_122707633.23-P1P2,659
Uap1l1_+_25365634.23-P1P2,659
Kcna2_+_107101685.23-P1P2,659
Rin1_-_5050871.23-P1P2,659
Prkx_+_77795908.23-P1P2,659
Trip4_-_65908799.23-P2,659
Prkag2_-_25100659.23-ENSMUST00000030784.7,659
Anp32b_-_46450980.23-P1P2,659
Pcca_-_122534372.23-P1P2,659
Pcyt1a_-_32431036.23-P1P2,659
Cotl1_+_119840515.23-P1P2,659
Cdh9_-_16778320.23-ENSMUST00000026432.6,659
Hnrnpu_-_178337749.23-P1P2,659
Furin_+_80402787.23-P1P2,659
Anapc7_+_122422511.23-P1P2,659
Col1a1_-_94936260.23-P1,659
Pqlc2_+_139310670.23-P1P2,659
Rasa3_-_13677513.23-P1P2,659
Adamtsl2_+_27079496.23-P1P2,659
Ap3m2_-_22805595.23-P1P2,659
Col4a1_-_11312693.23-P1P2,659
Slc38a3_-_107668887.23-P2,659
Aldh1l2_-_83534043.23-P1P2,659
Zc3h6_+_128967404.23-P1P2,659
Tgfb3_+_86078928.23-P1P2,659
Dcp2_+_44380577.23-P1P2,659
Ivns1abp_+_151344632.23-P1P2,659
Scd2_+_44294104.23-P1P2,659
Slc35e4_-_3914628.23-P1P2,659
Lmnb1_-_56707986.23-P1P2,659
Foxg1_+_49382635.23-P1P2,659
Naa50_+_44139881.23-P1P2,659
Ccnf_+_24251329.23-P1P2,659
Frmpd3_-_140382171.23-ENSMUST00000044702.6,659
Tmem35_+_134295409.23-P1P2,659
Plec_-_76195629.23-P1,659
Trim27_-_21180246.23-P1P2,659
Nme1_-_93968041.23-P1,659
Sstr1_-_58212041.23-P1P2,659
Stk11ip_-_75521585.23-P1P2,659
Hdac7_-_97831451.23-P1,659
Zfp219_-_52020689.23-P1,659
Elmo1_-_20090647.23-P1P2,659
Cartpt_+_99900596.23-P1P2,659
Slbp_-_33652283.23-P1P2,659
"Gon4l_-_88837231.23-ENSMUST00000090942.5,ENSMUST00000081695.7",659
Rxfp1_-_79737910.23-P1P2,659
Hmga1_-_27556663.23-P1P2,659
Ppp4r4_+_103532534.23-P1P2,659
Rapgef4_+_71981280.23-P1P2,659
Tusc2_-_107563277.23-P1P2,659
Myh14_-_44669256.23-P1,659
Mxi1_-_53310580.23-P1,659
Gad1_+_70562182.23-P1P2,659
Cep170_-_176814085.23-P1P2,659
Setd7_-_51560584.23-P1P2,659
Slc25a12_+_71367517.23-P1P2,659
Azin1_+_38518125.23-P2,659
non-targeting_00007,659
Lyrm7_+_54860550.23-P1,659
non-targeting_02131,659
Hsph1_+_149636266.23-P1P2,659
Hgf_+_16553951.23-P1P2,659
Stk10_+_32533370.23-P1P2,659
Sdc4_-_164443153.23-P1P2,659
Trp53inp1_+_11156624.23-P1P2,659
Cdhr1_+_37098170.23-P1P2,659
non-targeting_00098,659
Dmpk_-_19083911.23-P1P2,659
Il12a_-_68691653.23-P1P2,659
Unc93b1_+_3935268.23-P1P2,659
Brsk1_-_4690666.23-P1P2,659
Zic1_+_91365738.23-P1P2,659
Zfp367_-_64153107.23-P1P2,659
non-targeting_02821,659
Hs3st2_+_121392323.23-P1P2,659
Cby1_-_79659308.23-P1P2,659
Atp13a2_+_140986997.23-P1P2,659
Hist1h4h_-_23531142.23-ENSMUST00000102972.3,659
Chpf_-_75479239.23-P1P2,659
Peli1_-_21091360.23-P1P2,659
Gstm4_-_108044642.23-P1P2,659
Ccnd3_-_47505000.23-ENSMUST00000037333.10,659
Ip6k2_-_108796011.23-P2,659
Otud7b_-_96104575.23-P1P2,659
Dnajc4_-_6992550.23-P1P2,659
1110007C09Rik_-_49215944.23-P1P2,659
Bdh1_-_31422426.23-P2,659
Itgb8_-_119238783.23-P1P2,659
Myo16_+_10272603.23-ENSMUST00000042103.8,659
Brca2_+_150522655.23-P1P2,659
non-targeting_03800,659
Plag1_+_3938350.23-P1P2,659
Churc1_-_76765638.23-P1P2,659
non-targeting_03825,659
Rnf31_+_55591806.23-P1P2,659
Suclg1_+_73248748.23-P1,659
non-targeting_00361,659
Cryab_+_50753271.23-P1P2,659
Cacna2d2_-_107399827.23-P1P2,659
Tbl1x_+_77511094.23-P1P2,659
Nalcn_+_123627109.23-P1P2,659
Siah1b_+_164076259.23-P1P2,659
Nhsl2_-_101849734.23-P1P2,659
Prpf31_-_3630241.23-P1P2,659
Tmed1_+_21510169.23-P1P2,659
Rpl37a_+_72711288.23-P1P2,658
Ywhab_+_163995194.23-P1P2,658
Rfx2_+_56830927.23-P1P2,658
Map3k13_+_21891988.23-ENSMUST00000042065.6,658
Ufc1_+_171294427.23-P1P2,658
Ppm1a_-_72761317.23-P1P2,658
Ythdc2_+_44828531.23-P1P2,658
Utp14b_-_78658444.23-P1P2,658
Etl4_+_20519612.23-P1P2,658
Ptprs_-_56461957.23-P2,658
Bsdc1_+_129461719.23-P1,658
Sap18_+_57798660.23-P1P2,658
Mamld1_-_71050197.23-P1P2,658
Blcap_-_157566043.23-P1P2,658
Pak4_+_28598139.23-P1P2,658
non-targeting_00480,658
Dis3l_+_64341084.23-P1P2,658
Rph3a_+_121009524.23-P1P2,658
Sall1_+_89044132.23-P1P2,658
Cntnap5b_-_99772672.23-P1P2,658
Raly_+_154790923.23-P1P2,658
Golga1_-_39065215.23-P1P2,658
Ap3b2_+_81493585.23-P1P2,658
Galnt7_+_57652972.23-P1P2,658
Plekhb1_+_100656877.23-P1,658
Ndufv3_+_31520211.23-P1P2,658
Aph1a_+_95893964.23-P1P2,658
Prpf40a_-_53191192.23-P1P2,658
Clstn1_-_149586519.23-P1P2,658
Tbcel_+_42461357.23-P2,658
Spsb1_+_149954711.23-P1P2,658
Prkcsh_+_22003050.23-P1P2,658
Usp35_-_97332048.23-P1P2,658
Cend1_-_141429376.23-P1P2,658
Srgap2_-_131527017.23-P1P2,658
Rab21_+_115315573.23-P1P2,658
non-targeting_03270,658
Jakmip2_-_43687657.23-P1P2,658
Oscp1_+_126058563.23-P1P2,658
Atp5a1_-_77774018.23-P1P2,658
Gabarapl2_+_111940716.23-P1P2,658
Smcr8_+_60777559.23-P1P2,658
Stard3nl_+_19395724.23-P1P2,658
Tmed10_+_85374684.23-P1P2,658
Tsc22d4_-_137746068.23-P1,658
Phactr3_+_178142017.23-P1P2,658
Amy1_+_113577319.23-P1,658
Scrn3_+_73312728.23-P1P2,658
Arpp21_+_112217277.23-P1,658
Ece1_+_137862353.23-P1P2,658
Gm5148_-_37724289.23-P1P2,658
Dab2ip_-_35696754.23-ENSMUST00000112983.1,658
Tmem2_+_21778457.23-P1P2,658
Sf3b4_-_96172607.23-P1P2,658
Eif4ebp1_+_27260541.23-P1P2,658
Osbpl10_-_114978586.23-ENSMUST00000183104.1,658
Eomes_+_118478207.23-P1P2,658
Zfp58_+_67500352.23-P2,658
Zfp787_+_6155584.23-P1P2,658
Thrap3_-_126202357.23-P1P2,658
Rfc1_-_65335557.23-P1P2,658
Samd4b_+_28598139.23-P1P2,658
Grp_-_65873506.23-P1P2,658
Nhsl1_-_18407962.23-P2,658
Dnajb5_+_42949884.23-P1P2,658
Poldip3_-_83149330.23-P1P2,658
Abcb9_-_124095769.23-P1P2,658
non-targeting_00191,658
Zfp800_-_28261947.23-P1P2,658
Preb_+_30960242.23-P1P2,658
Echdc1_-_29313302.23-P1P2,658
Faim_+_98986764.23-P1P2,658
Tfpt_+_3629635.23-P1P2,658
Mfap1b_-_121474055.23-P1P2,658
Eif3h_-_51865258.23-P1P2,658
Vps33b_-_80269769.23-P1P2,658
Apoo_-_94367173.23-P1P2,658
Cd151_+_141467412.23-P1,658
Rbms3_-_117252457.23-P1P2,658
Acat3_+_12940300.23-P1P2,658
Ncoa6_+_155473723.23-P1P2,658
Manea_-_26346602.23-P1P2,658
Kcns1_+_164170813.23-P1P2,658
Rhobtb2_+_69805362.23-P1P2,658
Snapc3_-_83417965.23-P1P2,658
Gns_-_121365353.23-P1P2,658
Crhr2_+_55132978.23-P1P2,658
Sars2_+_28742045.23-P1P2,658
Rps15_+_80292512.23-P1P2,658
Ap3m1_-_21052151.23-P1P2,658
Mtmr14_-_113237927.23-P1P2,658
Paip1_-_119428918.23-P1P2,658
Prr3_-_35979270.23-P1P2,658
Nup50_-_84923654.23-P1P2,658
Slc35c2_+_165287766.23-P1P2,658
Incenp_+_9899406.23-P1P2,658
Pik3ca_+_32397663.23-P1P2,658
Mtr_+_12258134.23-P1P2,658
Nthl1_-_24632763.23-P1P2,658
Cisd2_+_135423327.23-P1P2,658
Dstyk_-_132417663.23-P1P2,658
Psmd4_+_95042545.23-P1P2,658
Trub2_+_29787597.23-P1P2,658
Cnot3_+_3645354.23-P1P2,658
Arpp21_+_112217262.23-P1,658
Sipa1l3_+_29518573.23-P1P2,658
Nfic_-_81427134.23-P1,658
Slc27a2_+_126553048.23-P1P2,658
Nfyb_-_82763841.23-P1P2,658
Ranbp2_-_58446940.23-P1P2,658
Rnaseh2a_-_84969421.23-P2,658
Lrrc61_+_48554992.23-P1P2,658
Hint3_+_30618323.23-P1P2,658
Resp18_+_75278382.23-P1P2,658
Man2b1_-_85083333.23-P1P2,658
Alkbh2_-_114128159.23-P1P2,658
Rps9_+_3704254.23-P1P2,658
Mrpl38_+_116138547.23-P1P2,658
Degs2_+_108702272.23-P1P2,658
Ccdc101_+_126649364.23-P1P2,658
Aftph_+_20741428.23-P1P2,657
non-targeting_03115,657
St8sia3_+_64254588.23-P1P2,657
Tcp11l2_+_84576781.23-P1P2,657
Mov10_+_104818186.23-P1P2,657
Stard4_+_33213751.23-P1P2,657
Tmbim4_+_120208849.23-P1P2,657
Glo1_-_30612395.23-P1P2,657
Nhsl1_-_18469992.23-P1,657
Gdap1_-_17145608.23-P1P2,657
Vars2_-_35666200.23-P2,657
Murc_-_48663583.23-P1P2,657
Wfs1_+_36988893.23-P1P2,657
Tubgcp2_+_140036292.23-P1P2,657
Car4_+_84957852.23-P1P2,657
Ccdc12_-_110656541.23-P1P2,657
Rbbp9_+_144550759.23-P1P2,657
Commd4_+_57158270.23-P1P2,657
Acad11_-_104063757.23-P1P2,657
Gpd1_-_99717614.23-P1P2,657
Trappc2l_-_122611693.23-P1P2,657
Gstm6_-_107943674.23-P1P2,657
Gria1_+_57012227.23-P1P2,657
Map3k7_-_31964141.23-P1P2,657
Serf1_+_100108184.23-P1P2,657
Ncaph2_-_89355763.23-P1P2,657
Tmem115_-_107534081.23-P1P2,657
non-targeting_00612,657
non-targeting_02579,657
Pla2g3_+_3488444.23-P1P2,657
Nudcd3_-_6200099.23-P1P2,657
Vgf_+_137030356.23-P1P2,657
Med7_-_46437020.23-P1P2,657
Wbp2_+_116086921.23-P1P2,657
Bcorl1_+_48341611.23-P2,657
Pcdh7_+_57719120.23-P2,657
Qpct_+_79052456.23-P1P2,657
Atp13a4_+_29541347.23-P2,657
