sgRNA,counts
1700084C01Rik_+_169929098.23-P1P2,549
Cyb5d2_+_72795810.23-P1P2,549
Lars_+_42261894.23-P1P2,549
Crim1_-_78200265.23-P1P2,549
Cx3cl1_-_94772212.23-P1P2,549
Pspc1_-_56778259.23-P1P2,549
Tmem60_+_20882672.23-P1P2,549
Nvl_-_181144100.23-P1P2,549
Tnfaip8_-_50031046.23-P1,549
Crk_-_75679357.23-P1P2,549
Gal3st3_-_5298388.23-P1P2,549
Alad_-_62519698.23-P1P2,549
Gm1673_+_33983559.23-P1P2,549
Cxx1c_-_53607994.23-P1P2,549
Psmd12_-_107479535.23-P1P2,549
Ugdh_+_65435660.23-P1P2,549
Cd3eap_+_19359379.23-P1P2,549
Pde4b_+_102254947.23-ENSMUST00000106908.2,549
Agpat5_+_18846358.23-P1P2,549
non-targeting_02046,549
Actr1b_-_36709930.23-P1P2,549
Lrrc29_+_105326246.23-P1P2,549
Kctd10_-_114380408.23-P1P2,549
Ablim1_-_57215892.23-ENSMUST00000111555.1,549
Lgals7_-_28864873.23-P1P2,549
Immp2l_+_41024205.23-P1P2,549
Actn4_-_28962260.23-P1P2,549
Abr_-_76571266.23-ENSMUST00000072740.6,549
Oplah_-_76307199.23-P1P2,549
Rbm15_+_107333894.23-P1P2,549
Mgp_-_136875579.23-P1P2,549
Gpr37l1_-_135167505.23-P1P2,549
Acta1_-_123894728.23-P1P2,549
Sla_-_66801646.23-P2,549
Iqsec3_-_121473349.23-P1P2,549
Ccdc126_+_49319353.23-P1P2,549
Ept1_+_30232651.23-P1P2,549
Ccdc34_+_110021945.23-P2,549
Tceal6_-_135210577.23-P1P2,549
Riok1_+_38037307.23-P1P2,549
Jup_-_100397747.23-P1P2,549
Tmem30c_-_57292879.23-P1P2,549
Alkbh6_-_30308950.23-P1P2,549
C1qtnf1_-_118428161.23-P1P2,549
Clock_-_76304486.23-P1P2,549
Ptpn4_-_119837350.23-P1P2,549
Nudt11_-_6048250.23-P1P2,549
non-targeting_01431,549
Ccdc59_+_105841516.23-P1P2,549
Nxt2_+_142228243.23-P1P2,549
Utp3_+_88554526.23-P1P2,549
E430018J23Rik_-_127393610.23-P1P2,549
Fhod1_+_105347860.23-P1P2,549
Sostdc1_+_36314281.23-P1P2,549
Edem1_+_108828907.23-P1P2,549
Prelid1_+_55322312.23-P1P2,549
non-targeting_01405,549
Mvk_-_114444347.23-P1P2,549
Rnf24_-_131352790.23-P1P2,549
Tmem179b_-_8774376.23-P1P2,549
Atp1a1_+_101604654.23-P1P2,549
Zranb3_+_128103001.23-P1P2,549
Gclm_+_122245759.23-P1P2,549
Hnrnpc_-_52103793.23-P1P2,549
Ubac2_+_121878630.23-P1P2,549
Ppp1r12c_+_4501617.23-P1P2,549
Foxred2_+_77956646.23-P1P2,549
Zic5_+_122465419.23-P1P2,549
Rad9b_+_122354134.23-P1P2,549
Ccdc85c_-_108275292.23-P1P2,549
Hist1h2bk_+_22035821.23-P1P2,549
Aloxe3_-_69126218.23-P1P2,549
R3hcc1_-_69707509.23-P1P2,549
Pitpnm1_-_4100073.23-P1P2,549
Pyroxd2_+_42752468.23-P1P2,549
Zdhhc1_+_105497005.23-P1P2,549
Herpud1_-_94386594.23-P1P2,548
Pycr1_-_120643694.23-P1P2,548
Robo4_-_37402040.23-P1P2,548
Hist2h3c1_+_96246834.23-ENSMUST00000176059.1,548
Rest_-_77265583.23-P1P2,548
Vps4b_-_106796416.23-P1P2,548
Ccdc114_-_45924254.23-P1P2,548
Man2a2_+_80371122.23-P1P2,548
Tada1_+_166379329.23-P1P2,548
Shmt1_+_60810937.23-P1P2,548
Zbtb17_+_141444759.23-P1P2,548
Smarca2_+_26605210.23-P1P2,548
Stau2_-_16519210.23-P1P2,548
Ankrd23_+_36535704.23-P1P2,548
Rap2a_-_120478480.23-P1P2,548
non-targeting_01218,548
Pim3_+_88862699.23-P1P2,548
Egfl7_-_26583956.23-P1,548
Dnase1l2_+_24442875.23-P1P2,548
Parp12_+_39118194.23-P1P2,548
non-targeting_01093,548
Tro_+_150657333.23-P1P2,548
4933411K20Rik_+_46163768.23-P1,548
Pofut2_-_77259560.23-P1P2,548
Setd5_+_113077652.23-P1P2,548
Hrh2_-_54192161.23-P1P2,548
2410004B18Rik_-_145938043.23-P1P2,548
5031439G07Rik_-_84960960.23-P2,548
Arhgap24_+_102481545.23-P1P2,548
Cyp2d22_-_82380192.23-P1P2,548
non-targeting_02319,548
1810055G02Rik_+_3708426.23-P1P2,548
Kcnd3_+_105452131.23-P1P2,548
Son_-_91647896.23-P1P2,548
Diablo_+_123524113.23-P1P2,548
Prc1_+_80294516.23-P1P2,548
Arl6ip4_+_124116098.23-P1P2,548
Tet3_+_83441561.23-P1P2,548
non-targeting_02296,548
Nr2e1_-_42583548.23-P1P2,548
Rnf122_+_31112109.23-P1P2,548
Lepre1_-_119232943.23-P1P2,548
Zc3h11a_-_133661149.23-P1P2,548
Rcbtb1_-_59201282.23-P1P2,548
Zfp746_+_48086578.23-P1P2,548
Chchd5_+_129129870.23-P1P2,548
Hr_-_70552283.23-P1P2,548
Coasy_+_101082657.23-P1P2,548
Lrrc61_+_48554888.23-P1P2,548
Col6a2_-_76623327.23-P1P2,548
Rsrc2_+_123749359.23-P1P2,548
non-targeting_03435,548
non-targeting_04077,548
Ddx41_+_55536475.23-P1P2,548
Fam189b_+_89183543.23-P1,548
Larp7_-_127553058.23-P1P2,548
Rapgef3_-_97767443.23-P1P2,548
Trabd_+_89076146.23-P1P2,548
Hyls1_+_35570010.23-P1P2,548
Nckipsd_+_108808668.23-P1P2,548
Tmem132e_-_82388968.23-P1P2,548
Hemk1_+_107338251.23-P1P2,548
Exosc8_+_54735020.23-P1P2,548
non-targeting_00693,548
Fkbp3_-_65073906.23-P1P2,548
Fmnl2_+_52857863.23-P1P2,548
Phldb1_-_44735167.23-P1,548
Mtch2_-_90847301.23-P1P2,548
Ndufa5_-_24527475.23-P1P2,548
Ccdc64_+_115731702.23-ENSMUST00000055408.6,548
Nacc1_-_84687881.23-P1P2,548
Asb4_-_5390393.23-P1P2,548
Ddc_-_11898107.23-P1,548
Sacs_+_61173119.23-P1P2,548
Tgds_-_118132714.23-P1P2,548
Alg3_+_20610675.23-P1P2,548
Stx5a_+_8741475.23-P1P2,548
Mlec_+_115157886.23-P1P2,548
non-targeting_01514,548
Adamts15_+_30922167.23-P1P2,548
Tef_+_81802781.23-P2,548
Cds2_-_132263244.23-P1P2,548
Atp13a3_-_30388777.23-P1P2,548
non-targeting_04230,548
Galntl6_+_58911319.23-ENSMUST00000077447.4,548
Atxn2l_-_126503383.23-P1P2,548
"Dlg2_-_91090753.23-ENSMUST00000107196.2,ENSMUST00000074273.3",548
Pdcd6_+_74317203.23-P1P2,548
Dnm1_+_32353266.23-P1P2,548
Gpr37_+_25689730.23-P1P2,548
Pacsin3_+_91256899.23-P1,548
Cxcr4_-_128592263.23-P1P2,548
Tubd1_+_86545422.23-P1P2,548
Ebpl_-_61360366.23-P1P2,548
Acsl4_-_142390508.23-P1P2,548
non-targeting_03324,548
Fkbp3_-_65073712.23-P1P2,548
Sirt4_-_115484316.23-P1P2,548
Gpr123_-_139834571.23-P1P2,548
Usp25_-_77013800.23-P1P2,548
Mfsd4_-_132067856.23-P1P2,548
N6amt1_+_87354261.23-P1P2,548
Hlcs_-_94313535.23-P2,548
Arid4a_+_71016214.23-P1P2,548
Slc39a6_+_24603627.23-P1P2,548
Gpld1_+_24943579.23-P1P2,548
Rassf3_+_121476245.23-P1P2,548
Vip_-_5639281.23-P1P2,548
Uck2_+_167284821.23-P1P2,548
Rgs3_+_62583707.23-ENSMUST00000098031.3,548
Anapc11_-_120598532.23-P1P2,548
Slc44a2_-_21320855.23-P1,548
1810055G02Rik_-_3708576.23-P1P2,548
Aloxe3_-_69126526.23-P1P2,548
Exoc6b_+_85069443.23-P1P2,548
Cetn2_+_72918332.23-P1P2,548
Fcrls_-_87263381.23-P1P2,548
Col5a2_+_45503043.23-P1P2,548
non-targeting_01862,548
Ptplb_+_35022426.23-P1P2,548
Ndrg3_-_156992039.23-P1P2,548
Oxnad1_+_32085860.23-P1P2,548
Inppl1_-_101837777.23-P1P2,548
Gemin5_-_58168460.23-P1,548
Myo1b_+_51915879.23-P1P2,548
Bola1_-_96197542.23-P1P2,548
Akap10_+_61930162.23-P1P2,548
St6galnac4_-_32587135.23-P1P2,548
Dnajc25_+_59003619.23-P1P2,548
Ap3b1_-_94359148.23-P1P2,548
Fbxo31_-_121578771.23-P1P2,548
Nr2c2_-_92091477.23-P1P2,548
Suv420h2_-_4740218.23-P1P2,548
Cdc42bpg_+_6306469.23-P1P2,548
B9d1_+_61505184.23-P1P2,548
Dnajc2_+_21785017.23-P1P2,548
Yy1_-_108792985.23-P1P2,548
2010012O05Rik_-_46690147.23-P1P2,548
Jam2_+_84774387.23-P1P2,548
Snapc1_+_73964755.23-P1P2,548
Kif1a_-_93101795.23-P1P2,548
Sp5_+_70475196.23-P1P2,548
Slc6a11_-_114131432.23-P1P2,548
Trps1_-_50889998.23-P1P2,548
Sae1_+_16387734.23-P1P2,548
Cecr2_+_120666364.23-P1P2,548
Ltk_-_119758479.23-P1P2,548
Ddx50_-_62651143.23-P1P2,548
Vcpip1_+_9748349.23-P1P2,548
Rad51ap1_-_126939547.23-P1P2,548
Psmd2_-_20651713.23-P1P2,548
non-targeting_02336,548
Zfp652_+_95713060.23-P1P2,548
Bms1_-_118419385.23-P1P2,548
Zfp446_-_12977944.23-P1P2,548
Abi1_+_23040165.23-P1P2,548
Lmf2_+_89355543.23-P1P2,548
Hdac8_-_102505098.23-P1P2,548
Htatsf1_-_57053617.23-P1P2,548
Nrp1_+_128359111.23-P1P2,548
Arid3b_-_57836715.23-P1P2,548
non-targeting_02809,548
Rab31_-_65772191.23-P1P2,548
Fam98a_+_75551814.23-P1P2,548
L2hgdh_-_69724855.23-P1P2,548
2010300C02Rik_-_37719638.23-P1P2,548
Ylpm1_+_84996420.23-P1P2,548
Rnf214_-_45906358.23-P1P2,548
Npc1_-_12236058.23-P1P2,548
Blmh_-_76945799.23-P1P2,548
Fam199x_-_137049642.23-P1P2,548
Slc7a3_-_101085409.23-P1P2,548
Nfe2l3_+_51432823.23-P1P2,548
E2f3_-_29984290.23-P2,548
Tmem33_-_67260816.23-P1P2,548
Gfod1_-_43304130.23-P1P2,548
Agbl3_-_34780462.23-P1P2,548
Hdlbp_+_93478576.23-P2,548
Rpl24_-_55966628.23-P2,548
Trabd_+_89076132.23-P1P2,548
Penk_-_4138563.23-P1P2,548
non-targeting_02528,548
Cox6b1_+_30626021.23-P1P2,548
Sort1_-_108284121.23-P1P2,548
Traf3ip1_+_91494855.23-P1P2,547
Fndc3a_+_72709981.23-P1P2,547
A230046K03Rik_+_83544033.23-P1P2,547
Epha3_-_63863913.23-P1P2,547
Dap3_-_88949972.23-P1P2,547
Rfxap_-_54807767.23-P1P2,547
Mios_+_8209311.23-P1P2,547
Ociad2_-_73338390.23-P1P2,547
Fam173a_-_25792076.23-P1P2,547
Plekhg4_-_105374893.23-P2,547
Anxa2_-_69453709.23-P1P2,547
Phb_-_95667004.23-P1P2,547
Nudt22_+_6996009.23-P1P2,547
Tmem87a_-_120403771.23-P1P2,547
Hnrnpl_-_28810951.23-P1P2,547
Stbd1_+_92603106.23-P1P2,547
Snrnp200_+_127208466.23-P1P2,547
Pcdh7_-_57718104.23-P1,547
Klhl20_-_161131454.23-P1P2,547
Nucb2_-_116504450.23-P1P2,547
Chst15_+_132316908.23-P1P2,547
Zic5_-_122465351.23-P1P2,547
Pygo1_-_72925869.23-P1P2,547
Usp39_+_72333296.23-P2,547
Cdh7_-_109983319.23-P1P2,547
Zmat1_-_135009034.23-P1P2,547
Akap2_-_57845280.23-P1P2,547
Bbs7_+_36613340.23-P1P2,547
Tcf7l1_-_72789170.23-P1P2,547
Fam168a_+_100706648.23-P1P2,547
Ramp1_-_91180055.23-P1P2,547
Psat1_+_15924816.23-P1P2,547
Plekhg2_-_28372526.23-P1P2,547
Mrps31_+_22411479.23-P1P2,547
Anapc16_-_60003063.23-P1P2,547
Ntn3_-_24209168.23-P1P2,547
Snap91_+_86880043.23-P1P2,547
Senp1_-_98093343.23-P1P2,547
Lrrc16a_-_24280719.23-P1P2,547
BC056474_+_85081296.23-P1P2,547
Syncrip_+_88482530.23-P1P2,547
Tab3_-_85574067.23-P1P2,547
9030025P20Rik_+_14978918.23-ENSMUST00000061688.9,547
Plekhj1_+_80798085.23-P1P2,547
Ufsp1_+_137294729.23-P1P2,547
Cars_+_143600034.23-P1P2,547
non-targeting_01693,547
Palm2_-_57434554.23-P2,547
Trmt2b_-_134276933.23-P1P2,547
Fermt2_-_45530038.23-P1P2,547
Rassf5_-_131245352.23-ENSMUST00000027688.8,547
Arl13b_-_62846960.23-P1P2,547
Taf8_+_47502229.23-P1P2,547
non-targeting_00571,547
Dlgap3_-_127172907.23-P2,547
Slc11a2_+_100423989.23-P2,547
Il17rc_+_113471568.23-P1P2,547
Cwf19l1_-_44135775.23-P1P2,547
Ubl7_+_57911073.23-P1P2,547
Il17c_+_122421819.23-P1P2,547
Cenpb_-_131180009.23-P1P2,547
Hsdl1_-_119575108.23-P1P2,547
Dhx35_+_158794881.23-P1P2,547
Ric8_+_140857438.23-P1P2,547
non-targeting_02026,547
Higd1a_-_121857574.23-P1P2,547
Mgat5b_-_116918854.23-P1P2,547
Tmed4_+_6274817.23-P1P2,547
Zcchc12_-_36196012.23-P1P2,547
Shank3_+_89499688.23-P1P2,547
Capn2_+_182517246.23-P1P2,547
Anxa7_-_20479832.23-P1P2,547
Myl6_+_128493866.23-P1P2,547
Chst1_+_92599682.23-P1P2,547
Sh3glb2_-_30359123.23-P1P2,547
Rtel1_-_181319780.23-P1P2,547
Dhrs3_-_144893379.23-P1P2,547
Ccdc141_-_77170568.23-P1P2,547
Zfp777_+_48048464.23-P1P2,547
Ankib1_-_3803092.23-P1P2,547
Amotl2_+_102717836.23-P1P2,547
Fez1_-_36832868.23-P1P2,547
Cbx7_+_79932660.23-P1P2,547
Prdm10_-_31315119.23-ENSMUST00000074510.3,547
Agpat6_+_23208316.23-P1P2,547
Crk_+_75679342.23-P1P2,547
Pole3_+_62524824.23-P1P2,547
Pcsk9_-_106464066.23-P1P2,547
Clk3_+_57765903.23-P1P2,547
non-targeting_03390,547
Ddx42_-_106216978.23-P1P2,547
Dnajb12_+_59879626.23-P1P2,547
Pkn1_-_83699028.23-P1,547
Dnajb9_+_44210012.23-P1P2,547
Arrdc3_+_80883408.23-P1P2,547
Vamp2_+_69088577.23-P1P2,547
Pvrl4_-_171370629.23-P1P2,547
Fam171a2_+_102447611.23-P1P2,547
Ccl17_-_94810692.23-P1P2,547
Slc35f5_+_125561091.23-P1P2,547
non-targeting_00112,547
Zfp704_+_9610069.23-P1P2,547
Zbtb10_+_9250503.23-P1P2,547
Eef1a1_+_78481630.23-P1P2,547
Hspb8_-_116422804.23-P1P2,547
non-targeting_01063,547
Opcml_-_28403638.23-ENSMUST00000073822.5,547
Ranbp1_+_18248668.23-P1P2,547
Scml4_-_42860683.23-P1P2,547
Armcx4_+_134686666.23-P1P2,547
non-targeting_03535,547
Slc27a3_+_90389884.23-P1P2,547
Hsd11b1_+_193263987.23-P2,547
Senp7_-_56075492.23-P1P2,547
Vps52_+_33955937.23-P1P2,547
Ptcd1_-_145167011.23-P1P2,547
Det1_+_78847221.23-P1P2,547
Fbn1_-_125506362.23-P1P2,547
Actl6b_-_137553644.23-P1P2,547
Dll3_+_28294601.23-P2,547
Emr1_-_57358732.23-P1P2,547
Ap4b1_+_103809632.23-P1P2,547
Nbas_-_13269204.23-P1P2,547
Sytl1_-_133256875.23-P2,547
Lrrn4cl_+_8850955.23-P1P2,547
Cab39_-_85793706.23-P1P2,547
Map3k9_+_81781119.23-P1P2,547
Tha1_+_117873212.23-P1P2,547
non-targeting_03060,547
Rbbp6_+_122970922.23-P1P2,547
Eml5_+_98901413.23-P1P2,547
2210016L21Rik_-_114942213.23-P1P2,547
Pcnxl3_-_5688637.23-P1P2,547
Exosc8_+_54735017.23-P1P2,547
Adamtsl2_-_27079568.23-P1P2,547
Sfmbt2_+_10370710.23-P1,547
Katnb1_-_95081282.23-P1P2,547
Usp4_-_108347881.23-P1P2,547
Noc4l_+_110653343.23-P1P2,547
Pid1_-_84284523.23-P1P2,547
non-targeting_00193,547
Fem1c_+_46525816.23-P1P2,547
Smad9_+_54755594.23-P1P2,547
Shisa9_-_11984200.23-P1P2,547
Plvap_+_71511700.23-P1P2,547
Rwdd4a_+_47533734.23-P1P2,547
Fem1a_+_56256815.23-P1P2,547
Zkscan14_+_145201494.23-P1P2,547
Tatdn1_+_58933667.23-P1P2,547
Atf4_+_80255517.23-P1P2,547
Cacng7_-_3332949.23-P1P2,547
AI846148_-_7382978.23-P1P2,547
Stx19_-_62814712.23-P1P2,547
Rab24_-_55321909.23-P1P2,547
Nxn_+_76399114.23-P1P2,547
Cpeb1_-_81455452.23-P1P2,547
Larp7_+_127553139.23-P1P2,547
Kif26b_+_178529154.23-P1P2,547
Commd3_+_18672534.23-P1P2,547
Slc4a7_+_14703127.23-P1P2,547
Tle6_+_81597564.23-P1,547
Ctdp1_+_80469656.23-P1P2,547
Slc38a1_-_96642811.23-P1P2,547
Ldlrap1_+_134767896.23-P1P2,547
Cyp2j6_-_96553525.23-P1P2,547
Map2k5_-_63377845.23-P1P2,547
Rasl10b_-_83409685.23-P1P2,547
Tmf1_-_97179060.23-P1P2,547
Nck2_-_43457432.23-P2,547
Cab39l_-_59441022.23-P1P2,547
Gabrg2_+_42000083.23-P1P2,547
Gnl3_+_31018984.23-P1P2,547
Adprhl2_+_126321688.23-P1P2,547
Use1_+_71367653.23-P1P2,547
Hbp1_+_31950144.23-P1P2,547
Ralgps2_+_156939544.23-P1P2,547
Slc13a3_+_165473187.23-P1P2,547
Upf1_+_70353278.23-P1P2,547
non-targeting_04241,547
Tubgcp2_+_140036335.23-P1P2,547
Unc93b1_-_3935321.23-P1P2,547
Dmrta2_-_109978099.23-P1P2,547
Ppie_-_123139927.23-P1P2,547
Ace_+_105968014.23-P1P2,547
Pdia5_-_35490614.23-P1P2,547
Xrcc6bp1_+_126901319.23-P1P2,547
Tmem216_+_10555721.23-P1P2,547
Prnp_-_131910190.23-P1P2,547
P4ha3_-_100285544.23-P1P2,547
Cc2d1b_-_108619983.23-P1P2,547
Ptpro_-_137252518.23-P1P2,547
non-targeting_01275,547
Klhdc1_+_69241844.23-P1P2,547
Psd_-_46327065.23-P2,547
Ect2_+_27153800.23-P1P2,547
Chaf1b_+_93883998.23-P1P2,547
Snx4_+_33251480.23-P1P2,547
Sla_+_66812643.23-P1,546
Npy2r_-_82547997.23-P1P2,546
Baiap2l2_-_79285493.23-P1P2,546
E330009J07Rik_-_40436075.23-P1P2,546
Ndufaf4_-_24898113.23-P1P2,546
Ikbkg_+_74424700.23-P2,546
Gpr146_+_139380729.23-P1,546
Krcc1_+_71271765.23-P1P2,546
Pld3_+_27542737.23-P1,546
Sult2b1_-_45759454.23-P1P2,546
Vat1l_-_114205602.23-P1P2,546
Pde12_+_26669646.23-P1P2,546
Ephb1_-_102354610.23-P1P2,546
Thbs1_+_118111911.23-P1P2,546
Stambp_-_83572398.23-P1P2,546
Trim26_-_36837258.23-P1P2,546
C78339_+_46669547.23-P1P2,546
Map4k2_+_6341127.23-P1P2,546
Pts_+_50528459.23-P1P2,546
Ric8_-_140857512.23-P1P2,546
Srl_-_4541818.23-P2,546
Zfp324_-_12965923.23-P1P2,546
Eif4b_-_102073996.23-P1P2,546
Nnt_+_119409219.23-P1P2,546
Ripk2_-_16163515.23-P1P2,546
Necap1_+_122874760.23-P1P2,546
Acrbp_-_125049969.23-P1P2,546
Dars_-_128417286.23-P1P2,546
Tomm5_+_45107813.23-P1P2,546
Efnb2_+_8661205.23-P1P2,546
Fundc2_-_75382487.23-P1P2,546
Lpl_+_68880575.23-P1P2,546
Lmo7_+_101729968.23-ENSMUST00000100337.3,546
Parp16_+_65215198.23-P1P2,546
Fam149a_-_45382148.23-P2,546
Slc35e1_-_72492425.23-P1P2,546
Brd3_+_27475597.23-P1P2,546
Irf7_+_141266335.23-P1P2,546
Ncapg2_-_116405449.23-P1P2,546
Polr3gl_+_96594145.23-P1,546
Dmrta2_-_109978044.23-P1P2,546
Ndrg3_+_156991806.23-P1P2,546
Rprd2_-_95818571.23-P1P2,546
non-targeting_03204,546
Fam45a_-_60811621.23-P1P2,546
Etv5_+_22439607.23-P1P2,546
non-targeting_00507,546
Igsf10_+_59344303.23-P1P2,546
Dctpp1_-_127260654.23-P1P2,546
Clcn2_+_20716073.23-P1,546
Snrpc_+_27840274.23-P1P2,546
Hes6_+_91414267.23-P2,546
Frem1_+_83052150.23-P1P2,546
Spred3_-_29169524.23-P1P2,546
Palm2_-_57568288.23-P1,546
Gdf10_-_33923701.23-P1P2,546
Slc30a1_-_191906826.23-P1P2,546
Bhlhe40_+_108660851.23-P1P2,546
Zcchc3_+_152414736.23-P1P2,546
Usp28_-_48985464.23-P1P2,546
Shisa9_-_11984167.23-P1P2,546
Adamts20_+_94404266.23-P1P2,546
Ino80b_-_83125070.23-P1P2,546
Nedd8_+_55671818.23-P1P2,546
Pde4d_+_109954134.23-P1P2,546
Rbl2_-_91070188.23-P1P2,546
Zfp11_+_129669961.23-P1P2,546
Grip2_+_91796227.23-P1,546
Brf1_+_113000442.23-P1P2,546
Pbx2_+_34592353.23-P1,546
Kcnv1_-_45114699.23-P1P2,546
Elmod3_-_72598353.23-P1P2,546
Uba2_+_34168506.23-P1P2,546
Grasp_+_101224293.23-P1P2,546
Rad23b_+_55350092.23-P1P2,546
non-targeting_03521,546
Nrn1_-_36734201.23-P1P2,546
Ltbp4_+_27333564.23-P1,546
Hmbs_+_44342211.23-P1,546
Pank3_-_35770058.23-P1P2,546
Fst_-_114458724.23-P1P2,546
Rps15a_-_118116112.23-P1P2,546
Rbm25_-_83632351.23-P1P2,546
Myh10_+_68692163.23-P1P2,546
Rps11_+_45124163.23-P1P2,546
Tmem50a_-_134914671.23-P1P2,546
Dusp26_+_31089972.23-P1P2,546
Sall1_+_89044128.23-P1P2,546
Ppp1cb_-_32459344.23-P1P2,546
Pigb_+_73039594.23-P1P2,546
Hecw2_-_54195152.23-P1P2,546
Tspan13_+_36042475.23-P1P2,546
Prkab2_-_97658385.23-P1P2,546
Phgdh_+_98339557.23-P1P2,546
Fanci_-_79392391.23-P1P2,546
Sox11_+_27342337.23-P1P2,546
Akap11_+_78536747.23-P1P2,546
Prtn3_+_79879716.23-P1,546
non-targeting_01104,546
Pde7a_-_19310935.23-P1P2,546
non-targeting_03830,546
Kcnn3_+_89520205.23-P1P2,546
Fam96b_+_104642153.23-P1P2,546
non-targeting_01999,546
Wbp1_+_83121383.23-P1P2,546
Fam102b_+_109027597.23-P1P2,546
Nav2_+_49246373.23-P1P2,546
Fut7_-_25424855.23-P1,546
Dnajc13_+_104262895.23-P1P2,546
Patz1_+_3289951.23-P1P2,546
Gfra1_-_58455213.23-P1P2,546
Hsd3b7_-_127800714.23-P1P2,546
Med12_+_101274292.23-P1P2,546
Dnajc9_+_20388808.23-P1P2,546
non-targeting_03013,546
Eif4enif1_+_3202950.23-P1P2,546
Ccdc126_+_49319393.23-P1P2,546
Wasl_-_24664977.23-P1P2,546
Cox6a2_-_128206285.23-P1P2,546
Ivd_+_118862057.23-P1P2,546
Mxra8_-_155840181.23-P1P2,546
Ddx26b_-_56454921.23-P1P2,546
Otub2_-_103388711.23-P1P2,546
Hspg2_-_137468866.23-P1P2,546
Cc2d2a_+_43662438.23-P1,546
Haus8_-_71272476.23-P1P2,546
non-targeting_02231,546
Nme5_-_34579039.23-P1P2,546
non-targeting_00878,546
Rrp9_+_106477357.23-P1P2,546
Ppp2r1a_-_20945497.23-P1P2,546
Ivns1abp_+_151344621.23-P1P2,546
Set_+_30066926.23-P1P2,546
Zfp799_-_32830195.23-P1P2,546
Plod1_+_147936403.23-P1P2,546
Mrps24_+_5707658.23-P1P2,546
Ep300_-_81585423.23-P1P2,546
Riok2_-_17374751.23-P1P2,546
Zc4h2_-_95658429.23-P1P2,546
Dcaf12_-_41314831.23-P1P2,546
Yy1_-_108793385.23-P1P2,546
Acat2_-_12960645.23-P1P2,546
Slc9a1_+_133369831.23-P1P2,546
Gba2_+_43578824.23-P1P2,546
Isyna1_+_70594529.23-P1P2,546
Ildr2_-_166254241.23-P1P2,546
Plekha6_-_133246127.23-P1P2,546
Apbb1_+_105581467.23-P1P2,546
non-targeting_00972,546
Stra6_-_58134283.23-P1P2,546
Cul5_+_53667400.23-P1P2,546
Uso1_-_92137974.23-P1P2,546
Map2k2_+_81105962.23-P1P2,546
Osbpl10_-_114978580.23-ENSMUST00000183104.1,546
Gm996_+_25580242.23-P1P2,546
Jhdm1d_+_39206615.23-P1P2,546
Zfp771_-_127244604.23-P1P2,546
Ppp1r10_+_35917264.23-P1P2,546
Thap3_+_151988937.23-P1P2,546
Filip1l_+_57353286.23-ENSMUST00000159816.1,546
Psma4_+_54951034.23-P1P2,546
Pms1_-_53296944.23-P1P2,546
Fam102a_+_32535727.23-P1P2,546
Abcc1_+_14361791.23-P1P2,546
Usp40_-_88008518.23-P1P2,546
Ppp1r11_-_36951593.23-P1P2,546
Apba2_-_64502219.23-P1P2,546
Uba1_+_20662928.23-P1,546
Kcp_+_29507940.23-P1P2,546
Ttc38_-_85832546.23-P1P2,546
Hars2_+_36783499.23-P1P2,546
Thoc6_+_23673806.23-P1P2,546
Mbip_+_56345816.23-P1P2,546
Tanc1_+_59612123.23-P1P2,546
Vma21_-_71816790.23-P1P2,546
Aacs_+_125476079.23-P1P2,546
Copa_-_172082891.23-P1P2,545
Tmem66_+_34154637.23-P1P2,545
Maged2_-_150814249.23-P1P2,545
Rnf113a2_+_84417282.23-P1P2,545
Itm2c_-_85894864.23-P1P2,545
Ddx6_-_44605106.23-P1P2,545
Slc45a1_-_150652082.23-P1P2,545
Chn2_+_54040007.23-P1P2,545
Rpp14_+_8080596.23-P1P2,545
Dock9_-_121698395.23-P1,545
Gm5617_+_48495507.23-P1P2,545
Lxn_-_67463808.23-P1P2,545
Cdc73_-_143606833.23-P1P2,545
Zfp771_+_127244554.23-P1P2,545
Zmat5_-_4704685.23-P1P2,545
Rorb_-_19110964.23-P1P2,545
Ngfr_+_95587665.23-P1P2,545
Fgd3_+_49320236.23-P1,545
Arx_-_93286559.23-P1P2,545
Plxna4_+_32588178.23-P1P2,545
Ints5_+_8893126.23-P1P2,545
Doc2a_-_126847762.23-P1P2,545
Phldb1_+_44735158.23-P1,545
1700019G17Rik_-_85902262.23-P1P2,545
Cyp4f13_-_32946955.23-P1P2,545
Zfp174_-_3847293.23-P1P2,545
Zswim3_+_164805160.23-P1P2,545
Rimkla_+_119492548.23-P1P2,545
Scd2_-_44294107.23-P1P2,545
Rybp_-_100287252.23-P1P2,545
Tmem158_+_123260741.23-P1P2,545
Mat2a_-_72439339.23-P1P2,545
Tcp1_+_12916485.23-P1P2,545
Opa3_-_19228445.23-P1P2,545
Grin1_-_25319148.23-P1P2,545
Pak1ip1_-_41001299.23-P1P2,545
Ttc7b_-_100520640.23-P1P2,545
Ube2j1_+_33031580.23-P1P2,545
Cops7b_-_86587205.23-P1,545
Tmsb4x_-_167209077.23-P1P2,545
Gls_+_52233180.23-P1P2,545
Lhx5_+_120431952.23-P1P2,545
Cbwd1_+_24961503.23-P1P2,545
Chmp2b_-_65562578.23-P1P2,545
Cend1_+_141429389.23-P1P2,545
Sox10_+_79164420.23-P1P2,545
Frs2_+_117148463.23-P1P2,545
